"key","value"
"CUSTOMER_PHONE","wateja Simu"
"TASK_ID","Task ID"
"TASK_DETAILS","Task Maelezo"
"TASK_TYPE","Task Aina"
"DESCRIPTION","Maelezo"
"TASK_STATUS","Task Hali"
"CUSTOMER_DETAILS","Maelezo ya Wateja"
"COMPLETE_TIME","kamili Muda"
"THIS","Hii"
"DELETED","Imefutwa"
"ADD_AGENT","Kuongeza Agent"
"LAST_NAME","Jina la familia"
"PHONE","simu"
"ASSIGN","hawawajui"
"SCHEDULE_PERMISSIONS","Ratiba Idhini ya mawakala"
"CONTACT","Mawasiliano"
"NAME","Jina lako nani"
"TIMELINE","Timeline"
"NO_TIMELINE","Hakuna ratiba inapatikana kwa siku"
"NOT_UPDATED","si updated"
"LAST_STOPPAGE_TIME","Mwisho majeruhi Muda"
"LAST_MOVING_TIME","Mwisho Moving Muda"
"AGENTS","tafuta Agents"
"STATUS","Hali"
"TASK_DESCRIPTION","Task Maelezo"
"CUSTOM_FIELDS","desturi"
"REFERENCE_IMAGE","Kumbukumbu Image"
"ACTIVITY_TIMELINE","shughuli za Timeline"
"PATH_HISTORY","Historia njia"
"START_BEFORE","kuanza Kabla"
"COMPLETE_BEFORE","Complete Kabla"
"CUSTOMER","Wateja"
"TOTAL_TIME_TAKEN","Jumla Muda Kuchukuliwa"
"DISTANCE_TRAVELLED","umbali Alisafiri"
"REASSIGN","reassign"
"EDIT_TASKS","Edit Task"
"DUPLICATE_TASKS","duplicate Task"
"CHANGE_STATUS","Badilisha Hali"
"DELETE_TASKS","Futa Task"
"Export_Tasks","Export Task"
"CUSTOMER_RATING","wateja Rating"
"TASK_DETAIL","Maelezo"
"HISTORY","historia"
"CONNECTED_TASKS","Kazi Connected"
"TRACKING_LINK","kufuatilia Link"
"CLICK_TO_TRACK","Bofya hapa kufuatilia"
"PENDING","inasubiri"
"COMPLETED","kukamilika"
"CANCELLED","kufutwa"
"NO_TASKS","Hakuna kazi inapatikana kwa siku"
"TEAM","Timu"
"SEEN","kuonekana"
"UNSEEN","Unseen"
"SEARCH_FLEET","tafuta"
"FLEET_RIGHT_2_TEXT_1","All"
"FLEET_TEAM","timu"
"FLEET_NAME","Jina Agent"
"FLEET_ID","Agent Id"
"FLEET_EMAIL","Barua pepe"
"FLEET_TAGS","Tags"
"PERMISSIONS","Idhini"
"ACTIVATE","kuamsha"
"MANAGER_RIGHT_2_CLICK_HERE","Bonyeza hapa"
"SCHEDULE","Ratiba kwa akaunti yako."
"CONTROL","Kudhibiti"
"MANAGER","Meneja"
"SUB_HEADER","Kuweka Default saa za kazi kwa wakala wako"
"SUB_HEADER_2","Kuweka Haki Access kwa Meneja yako"
"MANAGER_RIGHT_1","Wasimamizi wanaweza kufikia"
"MANAGER_RIGHT_2","Wasimamizi wanaweza kuona na kuhariri"
"MANAGER_RIGHT_2_TEXT_1","Wasimamizi wote wanaweza kupata kwa chaguo msingi."
"MANAGER_RIGHT_2_TEXT_2","kubadilisha mipangilio hii."
"SUB_HEADER_3","Kuweka Haki Access kwa yako"
"FLEET_RIGHT_1","haiwezi kufikia"
"FLEET_RIGHT_2","Unaweza kuona na kuhariri"
"FLEET_RIGHT_2_TEXT_2","Unaweza kupata kwa chaguo msingi."
"FLEET_RIGHT_2_TEXT_3","kubadilisha mpangilio huu."
"UPDATE_MANAGER_PERMISSIONS","Mwisho Meneja Ruhusa"
"SET_MANAGER_RIGHTS","Kuweka View & Hariri Rights kwa Meneja yako"
"SEARCH_MANAGER","Meneja Search"
"MANGER_NAME","Jina meneja"
"MANGER_EMAIL","meneja pepe"
"MANGER_TEAM","meneja wa timu"
"MANAGER_ID","ID"
"SEARCH_TEAM","Search Team"
"CANCEL_FILTERS","kufuta Filters"
"SET_FLEET_RIGHTS","Kuweka Haki View & Hariri kwa yako"
"SEARCH_TAG","Search Tag"
"STEP","hatua"
"OF","ya"
"VIEW_ONLY","View tu"
"VIEW&EDIT","Tazama na BADILISHA"
"SEARCH_MANAGER_PLACEHOLDER","Jina meneja"
"CUSTOM_RIGHT_AGENT","Umeweka haki za desturi ya kila"
"update_agent_schedule","अद्यतन कर्मचारी अनुसूची"
"activate_agent_schedule","सक्रिय कर्मचारी अनुसूची"
"search_customer","Search Wateja"
"IMPORT_CSV","Import CSV"
"SELECT_FILE","Chagua faili"
"IMPORT_CUSTOMERS","Import Wateja"
"CLICK_HERE_TEXT","kwa kushusha CSV file template na maadili sampuli kwa ajili ya data kuagiza mteja"
"DRAG_DROP","Drag & Tone CSV faili"
"GET_IN_TOUCH","Kupata katika Touch"
"SELECT_TEMPLATE","Chagua Kigezo"
"CREATE_TASK_VIA_CSV","Kujenga Kazi kupitia CSV"
"DOWNLOAD_SAMPLE_FILE","Download Mfano faili"
"HAVE_CUSTOM_FILE","Na Desturi faili?"
"SELECT_CUSTOM_FIELD","Kuchagua Desturi Field Kigezo"
"REMOVE_TEMPLATE","Ondoa Kigezo"
"DROP_FILE","Kuacha faili ambatisha, au"
"BROWSE","kuvinjari"
"CSV_UPLOAD","CSV Upload Ripoti"
"REASON","sababu"
"UPLOAD_STATUS","Hali ya Kupakia"
"SUCCESS","mafanikio"
"FAILED","Imeshindwa"
"DELIVERY","utoaji"
"PICK_UP","Inua"
"CSV","kupitia CSV"
"CREATE","kujenga"
"PICKUP","Inua"
"APP_ADD_REQ","Uteuzi Anwani inahitajika"
"ENSURE_FIELDS_BEFORE_UPLOAD","Tafadhali kuhakikisha kwamba mashamba header katika sampuli CSV si iliyopita kabla ya kupakia."
"FOR","Kwa"
"HEADING","Mipangilio ya akaunti"
"NEW_TASK","New Task"
"AUTO_ASSIGN","Auto Pangia"
"SELECT_AGENTS","Select Agents"
"HELP_TEXT_1","Wewe huna kazi"
"CHANGE_TASK_STATUS","Mabadiliko ya hali kazi"
"SELECT_A_TEAM","Kuchagua timu kabla optimizing njia"
"HELP_TEXT_2","Kuongeza"
"SELECT_DELIVERY_OPTIONS","chaguzi Select utoaji kutazama mashamba"
"SELECT_PICKUP_OPTIONS","Kuchagua kuchukua chaguzi kutazama mashamba"
"LATITUDE","Latitude"
"LONGITUDE","Longitude"
"DELIVERY_ADDRESS","utoaji mitaani"
"TIMINGS","nyakati"
"PICKUP_TIME","wakati Pickup"
"GREATER_TIME","Saa lazima kuwa kubwa kuliko wakati wa sasa"
"DELIVERY_TIME","utoaji Time"
"START_TIME","Start Muda"
"END_TIME","mwisho Time"
"ENT_TIME_GREATER","Muda wa kumaliza Lazima iwe zaidi ya kuanza wakati"
"CLIENT","mteja"
"REFERENCE_IMAGES","Kumbukumbu Picha"
"ENABLE","Wezesha"
"LABEL","Label"
"VALUE","Thamani ya Uga"
"ACTION","Action"
"ADD_ROW","Ongeza safu mlalo"
"BUSSINESS_NAME","Jina la Biashara"
"MERCHANT_CONTACT","Wafanyabiashara ya Mawasiliano"
"PICKUP_POINT","Pickup Point"
"START_WITH","Anza na"
"LOCATION","eneo"
"ADD_CUSTOM_FIELDS","Kuongeza Custom Fields"
"DELIVERY_TIME_GREATER","Wakati wa kujifungua ni lazima kuwa kubwa kuliko wakati Pick-up."
"REPEAT_TASK","Rudia Task"
"ASIGN_AGENT","hawawajui Agent"
"VIA_PARTNER","kupitia Partner"
"CREATE_TASK","kujenga kazi kutoka programu."
"MANUALLY","kikuli"
"SWITCH_GEO_ON","Kubadili On Geo-uzio"
"SELECT_AGENT","Select_Agent"
"NO","Hapana"
"AVAILABLE","inapatikana"
"YES","Ndiyo"
"PICK_UP_DETAILS","Pick-up Taarifa"
"DELIVERY_DETAILS","utoaji Taarifa"
"RESET","Rudisha"
"SELECT_PARTNER","chagua Mshirika"
"ASSIGN_TASKS","Hawawajui Kazi Connected kwa Timu hiyo na"
"ALL_TASKS","All"
"PICKUP_ADDRESS","Pickup ya anwani"
"END_TIME_GREATER","Litakwisha *"
"Task_DESCRIPTION","Task Maelezo"
"ADD_GEOFENCE","Ongeza kazi mahali ili kuwawezesha Geo-uzio chujio."
"NO_GEOFENCE","Hujashiriki \ 't kuanzisha mikoa yoyote Geo-uzio bado"
"MATCHES_FILTER","mechi filter"
"AUTO","Auto"
"MANUAL","mwongozo"
"NO_TEAM","Hakuna timu zilizopo, tafadhali ongeza timu kuendelea."
"NO_RESULT","hakuna Matokeo"
"AUTOMATIC_ASSIGN","moja kwa moja hawawajui"
"PARTNER","Partner"
"DUPLICATE_STOP","rudufu Stop"
"UPDATE_STOP","Mwisho Stop"
"CREATE_STOP","kujenga Stop"
"SELECT_A_PARTNER","chagua Mshirika"
"ENTER_COMMA_SEPARATED_MSG","Tafadhali weka comma separated"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Tafadhali zima auto-kazi ili kuwawezesha kukiri aina yeyote."
"add_a_pickup_point","Kuongeza Pickup hatua"
"add_another_pickup_point","Kuongeza hatua nyingine Pickup"
"add_a_delivery_point","Kuongeza utoaji uhakika"
"add_another_delivery_point","Ongeza pointi nyingine ya utoaji"
"automatically","moja kwa moja"
"ENTER_BARCODE","Weka Barcode"
"ALL_TEAMS","Timu zote"
"BATTERY_LAVEL","Battery Level"
"NEW","New"
"COPY_DESC_STOP","Copy maelezo kwa vituo vyote"
"THIS_OVERRIDE_STOPS_DESC","Hii itafuta kila vituo maelezo"
"REASIGN_AGENT","reassign wakala"
"assign_connected_task_to_same_agent","Hawawajui Kazi Connected kwa Timu hiyo na wakala"
"NOTES","Notes"
"EMAIL_OPTIONAL","Barua pepe (Hiari)"
"DELIVER_BEFORE","kutoa Kabla"
"PICKUP_BEFORE","Pick-up Kabla ya"
"OR","au"
"CLICK_OR_BROWSE","Bofya ili kuvinjari au kuacha faili ya picha"
"SHOW_COORDINATES","Show kijiografia"
"REPEAT_HEADER","Rudia"
"REPEATS_HEADER","marudio"
"REPEATS_ON","marudio On"
"STARTS_ON","kuanza On"
"ENDS_ON","mwisho On"
"AFTER_TEXT","baada"
"OCCURENCES_TEXT","Occurences"
"ON_TEXT","On"
"SUMMARY_TEXT","Summary"
"DAILY","Kila siku"
"MONTHLY","Kila mwezi"
"WEEKLY","Weekly"
"YEARLY","Kila mwaka"
"ALTERNATE_DAYS","Mbadala ya Siku"
"FORTNIGHTLY","wiki mbili"
"ALL_DAYS","siku zote"
"ENDS_AFTER","mwisho baada"
"FORCE_ARRIVAL","Nguvu Kuwasili"
"FORCE_COMPLETE","Nguvu Kamili"
"UNASSIGN","Ghairi ugawaji"
"FORCE","Nguvu"
"ORDER_EDITED_MSG","Agizo hili imehaririwa na JD, hivyo data katika OM mpya inaweza kuwa sio sahihi. Tafadhali rejea kiungo kifuatacho kwa maelezo halisi -"
"KM","km"
"ORDER","Order"
"DRIVER_INSTRUCTIONS","dereva Maelekezo"
"MERCHANT","Wafanyabiashara"
"AGENT","Agent"
"STOPS","Stops"
"STOP_ID","Stop ID"
"DATE_TIME","Tarehe ya Wakati"
"PERFORM_MSG","Una uhakika unataka kufanya tendo hili"
"FORCE_COMPLETE_ORDER","Nguvu Kamili Order"
"RIDE_DISTANCE","Ride Umbali"
"RETURN_DISTANCE","Return Umbali"
"PARKING_FARE","Maegesho Nauli"
"RIDE_TIME","Ride Muda"
"PICKUP_DISTANCE","Pickup Umbali"
"PICKUP_WAITING_TIME","Pickup Kusubiri wakati"
"DROP_ADDRESS","Drop ya anwani"
"ADD_REMARKS","Kuongeza Hotuba"
"ACTIVATE_recur_task","Je, ungependa Kuamsha kazi ya mara kwa mara kuongeza juu ya?"
"DEACTIVATE_recur_task","Je, kweli unataka kuzima kuongeza wako?"
"DEACTIVATE_recur_task_sub_text","Kumbuka: sheria ya sasa ya kazi mara kwa mara utaendelea kutumika na kazi yao itakuwa iliyoundwa kama kwa usanidi. Ili kuzima yao, tafadhali futa sheria binafsi kutoka mara kwa mara ukurasa utawala undani."
"ACTIVATE_tookan_client","Je, ungependa Kuamsha Tookan Mteja Kuongeza juu ya?"
"ACTIVATE_tookan_partner","Je, ungependa Kuamsha Tookan Partner Kuongeza juu ya?"
"DEACTIVATE_fugu_chat","Hii kuzima Fugu chat kwa programu yako."
"ACTIVATE_rating_add_on","Je, ungependa Kuamsha Upimaji Kuongeza juu ya?"
"ACTIVATE_barcode_add_on","Je, ungependa Kuamsha Bar Code Kuongeza juu ya?"
"ACTIVATE_earning_pricing","kuamsha kupata na bei kwa akaunti yako"
"DEACTIVATE_earning_pricing","kuzima kupata na bei kwa akaunti yako"
"deactivate_fugu_for_app","Hii kuzima Fugu chat kwa programu yako kikali"
"fugu_for_business_app","Fugu Gumzo yako Business App"
"activate_customer_rating","Hii kuamsha Wateja Upimaji katika akaunti yako."
"deactivate_customer_rating","Hii kuzima Wateja Upimaji katika akaunti yako."
"deactivate_bar_code","Hii kuzima Bar Code kwa akaunti yako"
"activate_bar_code","Hii kuamsha Bar Code kwa akaunti yako"
"idm_for_agent_app_activate","Hii kuamsha Identity Management kwa wakala wako App"
"customer_signup_app_activate","Hii kuamsha Wateja Jiunge kwa Mteja yako Programu."
"till_end_of_march","Hadi mwisho wa Machi"
"go_to_fugu_dashboard","Nenda kwa Fugu Dashbaord"
"customer_signup_app_deactivate","Hii kuzima Wateja Jiunge kwa Mteja yako Programu."
"idm_for_agent_app_deactivate","Hii kuzima Identity Management kwa wakala wako App"
"no_agent_matches","कोई एजेंट फ़िल्टर से मेल खाता"
"lower_case_category","वर्ग"
"HIDDEN_FIELD","siri Field"
"TASK_TEMPLATES","templates"
"TEMPLATE_NAME","Kigezo Jina"
"READ_ONLY","kusoma tu"
"ADD_CUSTOM_FIELD","Kuongeza Desturi Field"
"CUSTOM_TEMPLATE_NAME","Jina desturi Kigezo"
"DELETE_MSG","Una uhakika? Hii haliwezi kurudishwa tena."
"INPUT_TYPE_DROPDOWN","pembejeo aina: dropdown"
"HELP_MSG_1","Wakati pembejeo aina ni dropdown, kuingiza comma kutengwa maadili kama thamani ya shamba. Hizi comma kutengwa maadili itaonekana kama chaguzi kwa ajili ya dropdown juu ya"
"APP","programu"
"INPUT_TYPE_CHECKLIST","pembejeo aina: Orodha"
"HELP_MSG_2","Wakati pembejeo aina ni orodha, kuingiza comma kutengwa maadili kama uwanja value.These comma kutengwa maadili itaonekana kama chaguzi kwa ajili ya orodha kuhusu"
"INPUT_TYPE_DATA_FUTURE","Pembejeo aina: Tarehe-Future"
"HELP_TEXT_3","enda kwa"
"INPUT_TYPE_DATA_PAST","Pembejeo aina: Tarehe iliyopita"
"HELP_TEXT_4","ukurasa. Mara baada ya aliongeza,"
"ADD_TEMPLATE","Kuongeza Kigezo"
"TABLE_DETAIL","meza Maelezo"
"INPUT_TYPE","pembejeo Aina"
"NUMBER","idadi"
"TEXT","Nakala"
"TELEPHONE","simu"
"HEADER_NAME","Jina header"
"ADD_MORE","Kuongeza Zaidi"
"CUSTOM_FIELD_TEMPLATE","Desturi Field Matukio"
"TEMPLATES_SUB_HEADING","mashamba desturi itawawezesha kukamata habari katika fomu kuwa ni maalum kwa biashara yako."
"EDIT_TEMPLATE","Edit Kigezo"
"DUPLICATE_TEMPLATE","duplicate Kigezo"
"DELETE_TEMPLATE","kufuta Kigezo"
"TEMPLATE_LIBRARY","Kigezo Library"
"ADD_TO_MY_TEMPLATE","Ili kuongeza Matukio My"
"SAMPLE_HELP_TEXT","Unaweza hariri template hii, mara moja kuongeza kwa template orodha yako."
"TEMPLATE_NAME_TOOLTIP","Kutoa jina rahisi template yako, ili uweze kuchagua moja sahihi wakati kujenga kazi. (Nafasi hawaruhusiwi)"
"FIELD_NAME","Jina shamba"
"ACTIONABLE","actionable"
"FIELD_MANDATE","uwanja Mamlaka"
"ADD_COLUMN","Kuongeza Column"
"ADVANCED","Advanced"
"APP_POPUP_NOTIFICATION","Programu Pop-up notisi"
"APP_POPUP_NOTIFICATION_TOOLTIP","Sanidi mashamba ambayo kutafakari juu ya programu ya taarifa pop-up wakati kazi ni alimtuma Agent yako."
"PAYMENT_INVOICE_TEMPLATE","Malipo ya ankara Kigezo"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Kujenga nguvu ya malipo ya ankara template kwamba itaonyeshwa kwa Agent yako ndani ya programu, baada ya kazi ni complete.You Unaweza pia kutumia"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","ndani ya programu, baada ya kazi ni complete.You Unaweza pia kutumia"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","hesabu na kama-kingine kanuni"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","wakati kujenga hii template."
"FIELD_NAME_TOOLTIP","majina uwanja kutafakari moja kwa moja katika wakala programu ya simu, hivyo kuwaweka husika."
"APP_SIDE_DISPLAY_TOOLTIP","Ruhusa ya kusoma tu (mawakala wanaweza tu kuona), kusoma na kuandika (mawakala wanaweza kuongeza au kurekebisha uwanja) au ni siri kutoka kwa mawakala."
"INPUT_TYPE_TOOLTIP","Kuhalalisha data aliingia, na aina sahihi data. Unaweza kupata chaguzi kama posta, barua pepe, maandishi na zaidi ..."
"TEMPLATE_VALUE_TOOLTIP","Kabla ya kufafanua thamani ya shamba, kuongeza thamani wakati kujenga kazi au (na kusoma / kuandika chaguo) kuruhusu mawakala ili kuongeza thamani kutoka programu ya simu."
"TEMPLATE_MANDATORY_TOOLTIP","Kuchagua kama shamba ni lazima au si lazima wakati kukamilisha kazi. (Agent hawezi kukamilisha kazi kama mashamba ya lazima si kujazwa)"
"TEMPLATE_MANDATORY_TOOLTIP_1","Sanidi chaguo ungependa kutafakari juu ya"
"INVOICE_SAMPLE","Malipo ya ankara Mfano Fomula"
"AIRTMETIC_TYPES","Kuna aina mbalimbali za hesabu na kama-kingine maneno kwamba unaweza kutumia ili kuzalisha nguvu za ankara. Hapa chini ni mifano michache ambayo unaweza kutumia au kurekebisha kulingana na mahitaji ya biashara yako"
"SIMPLE_AIRTMETIC","rahisi Hesabu"
"COMPLEX_AIRTMETIC","Complex Hesabu"
"SIMPLE_IF_ELSE","Rahisi kama-kingine (Inakadiri Nauli Kulingana umbali na muda)"
"COMPLEX_IF_ELSE","Complex kama-kingine"
"READ_MORE","Soma zaidi kuhusu hili"
"HELP","Msaada"
"INPUT_TYPE_TEXT","Uingizaji aina ni kunjuzi au orodha, Insert comma separated maadili kama thamani ya shamba. Hizi comma separated maadili itaonekana kama chaguzi kwa dropdown / orodha ya"
"MY_TEMPLATES","Matukio yangu"
"SELECT_DATA_TYPE","Chagua aina ya data"
"DELETE","kufuta"
"ALLOW_AGENT_INPUT","Kuruhusu Agent Ingiza"
"APP_SIDE_DISPLAY","Programu Side Display"
"MANDATORY","Mandatory"
"COLUMN","Column"
"NONE_SELECTED","hakuna imeteuliwa"
"FIELD_1","uwanja 1"
"FIELD_2","uwanja 2"
"SELECT_TAG","Chagua Tag"
"TIME_SPENT_FOR_JOBS","Muda unaotumika kwa kazi"
"EARNING_RULE","mapato Kanuni"
"RULE_NAME","Jina utawala"
"SAVE_TEMPLATE_MSG","Unahitaji kuhifadhi template kabla ya kuongeza Task Bei na kupata utawala kanuni."
"ADD_RULE","Ongeza Sheria"
"DRIVER_EARNINGS","Mapato dereva"
"FEES_EARNED_PER_TASK","Ada chuma kwa kazi"
"BASE_FARE","msingi Nauli"
"DURATION_FEE","muda Ada"
"DISTANCE_FEE","umbali Ada"
"DEDUCTIONS","Makato"
"FEES_DEDUCTED_PER_TASK","Ada katwa kwa kazi"
"COMMISSION","tume"
"SAVE_CHANGES","Hifadhi mabadiliko"
"FORMULA_NAME","Jina Mfumo"
"FORMULA","Mfumo"
"FINAL_EARNING","mwisho kupata"
"APPLY_TO","Weka Kwa"
"ALL_AGENTS","Wakala wote /"
"SELECTED_AGENTS","Wakala Baadhi"
"PICKUP_ONLY","Pickup tu"
"DELIVERY_ONLY","utoaji tu"
"BOTH","Wote pick-up na utoaji"
"UPDATE_CHANGES","Mwisho Mabadiliko"
"ADDITIONS","nyongeza"
"TASK_PRICING_AND_EARNING_RULE","Task Bei Kupata Utawala"
"DEDUCTION","punguzo"
"APPLIES_TO","inatumika kwa"
"DATE","Tarehe"
"DATE_FUTURE","Tarehe-Future"
"DATE_PAST","Tarehe-Zamani"
"DATETIME_FUTURE","DATETIME-Future"
"DATETIME_PAST","DATETIME-Zamani"
"EMAIL","Barua pepe"
"URL","URL"
"TABLE","meza"
"BARCODE","barcode"
"CHECKBOX","checkbox"
"CHECKLIST","orodha"
"DROPDOWN","dropdown"
"IMAGE","Image"
"CAMERA_GALLERY","Kamera na Nyumba ya sanaa"
"CAMERA_ONLY","Camera tu"
"NOT_MANDATORY","si Lazima"
"audio","ऑडियो"
"RATING","Upimaji"
"Ratings_&_REVIEW","Ratings And Tathmini"
"EXPORT_TABLE_AS_CSV","Export meza kama CSV"
"FEEDBACK","maoni"
"review","Tathmini"
"REFRESH","Refresh"
"TEAM_NAME","Jina la timu"
"MANAGE_SCHEDULE","kusimamia Ratiba"
"SETTINGS","mipangilio"
"SEARCH_BY_PLACEHOLDER","tafuta kwa"
"SEARCH_BY_PLACEHOLDER_1","au Jina Team"
"BUSY","busy"
"UNAVAILABLE","hazipatikani"
"AVAILABLE_HOURS","inapatikana Masaa"
"BOOKED_TIME","mchakato Muda"
"AVAILABILITY","upatikanaji"
"UNAVAILABLE_TIME","hazipatikani wakati"
"NO_DATA","Hakuna Data Available"
"JOBS_AVAILABLE","ajira Available"
"ENABLE_AVAILABILITY","Washa Upatikanaji"
"BILLING_DETAILS","Billing Maelezo"
"UPGRADE_PLANS","kuboresha Plan"
"NAME_OF_THE_PLAN","Jina la Plan"
"CHANGE_PLAN","mabadiliko Plan"
"ACCOUNT_NAME","Jina la akaunti"
"NEXT_BILLING_DATE","Ijayo Tarehe Billing"
"CREDIT_CARD_DETAILS","Kadi ya mikopo Maelezo"
"ADD_CARD","Kuongeza kadi"
"CHANGE_CARD","mabadiliko kadi"
"PAYMENT_HISTORY","Historia malipo"
"RECEIPT_NUMEBR","Idadi ya kupokea"
"AMOUNT","kiasi"
"BILLING_MONTH","Mwezi Billing"
"TRAIL_PERIOD_EXPIRE","Kesi kipindi muda wake juu ya"
"PLAN","Mpango"
"EXPIRY_DATE","kumalizika"
"CREDITS","mikopo"
"CARD_DETAILS","kadi Maelezo"
"UPGRADE_PLAN","Tafadhali subiri hadi 1 ya mwezi ujao au kuboresha mpango wako kuendelea kutumia App."
"CURRENT_TOTAL","Biashara yako sasa inahusisha jumla ya"
"CURRENT_TOTAL_AND","na"
"CHOOSE_PLAN","Chagua Plan"
"PAYABLE_MONTHLY","kulipwa kila mwezi"
"BASED","Kulingana"
"SHORT_BUSINESSES","Vyema kwa ajili ya biashara na kazi ya muda mfupi"
"DEALING_LARGE","Faida wakati wa kushughulika na pool kubwa sana ya Kazi dhidi ya wafanyakazi hesabika."
"AGAINST_WORKFORCE","dhidi ya wafanyakazi hesabika."
"UNLIMITED","Unlimited"
"BUSINESSES_INVOLVING","Vyema kwa ajili ya biashara kuwashirikisha Kazi kwa siku nyingi business kukamilika kwa wakati."
"MULTIPLE_DAYS","kwa siku nyingi business kukamilika kwa wakati."
"PAY_JUST","Kulipa tu kwa ajili ya"
"UNDERTAKEN","uliofanywa"
"NO_RESTRICTION","Hakuna kizuizi juu ya nguvu kazi"
"FREE_FOREVER","Free Forever"
"ALLOW_USAGE","Ruhusu matumizi ya mawakala 3 tu"
"UPTO_300","Upto Kazi 300 kwa mwezi"
"PER_MONTH","kwa mwezi"
"NO_BILLS","Hakuna bili milele"
"PAY_PER_AGENTS","Lipa kwa Agent"
"CARD_NUMBER","Namba ya kadi"
"SKIP","Ruka"
"CANCEL","kufuta"
"NO_CARD","Hakuna kadi ya mikopo aliongeza bado"
"CHOOSE_RIGHT_PLAN","Kuchagua mpango sahihi kwa ajili yenu"
