"key","value"
"CONSIDER_PICKUP_DELIVERY_TIME","Tekintsük Pick-Up és a szállítási idő"
"MINIMIZE_DRIVE_TIME","Az ügynök minimalizálása a vezetési idő"
"DRIVE_ON_TIME_END","Az ügynök mindig időben érkezik"
"WILL_BE_OPTIMIZE_TASK","feladat lesz optimalizálva belül vége idő korlátok, de okozhatja nem hozzárendelt feladat"
"WILL_BE_OPTIMIZE_ENTIRE_TASK","feladat lesz optimalizálva egész nap, függetlenül attól, feladat befejezési idő"
"custom_task_duration","Egyéni feladat időtartamát"
"MAX_task_per_fleet","LEGNAGYOBB TASK PER Agent"
"routed_task","irányított feladat"
"ASSIGN_AGENTS","Weisen Sie Agents"
"SELECT_TEAM","Team auswählen"
"SUBMIT","einreichen"
"DETAILS","Einzelheiten"
"ADDRESS","Adresse"
"CUSTOMER_NAME","Kundenname"
"CUSTOMER_PHONE","Kunden Telefon"
"TASK_ID","Task-ID"
"TASK_DETAILS","Details zur Aufgabe"
"TASK_TYPE","Aufgabentyp"
"DESCRIPTION","Beschreibung"
"TASK_STATUS","Aufgabenstatus"
"CUSTOMER_DETAILS","Kundendetails"
"COMPLETE_TIME","Complete Time"
"THIS","Dies"
"DELETED","törölve"
"ADD_AGENT","Agent hinzufügen"
"LAST_NAME","Familienname, Nachname"
"PHONE","Telefon"
"ASSIGN","Zuordnen"
"SCHEDULE_PERMISSIONS","Zeitplan Berechtigungen Agenten"
"CONTACT","Kontakt"
"NAME","Wie heißen Sie"
"TIMELINE","Idővonal"
"NO_TIMELINE","Nem időrendben rendelkezésre álló idő"
"NOT_UPDATED","Nem frissített"
"LAST_STOPPAGE_TIME","Az utolsó leállás ideje"
"LAST_MOVING_TIME","Utolsó Mozgó Idő"
"AGENTS","Search Agents"
"STATUS","Status"
"TASK_DESCRIPTION","Aufgabenbeschreibung"
"CUSTOM_FIELDS","Brauch"
"REFERENCE_IMAGE","Referenzbild"
"ACTIVITY_TIMELINE","Aktivität Timeline"
"PATH_HISTORY","Pfad Geschichte"
"START_BEFORE","Starten Sie vor"
"COMPLETE_BEFORE","komplette Vor"
"CUSTOMER","Kunde"
"TOTAL_TIME_TAKEN","Insgesamt benötigte Zeit,"
"DISTANCE_TRAVELLED","Zurückgelegte Entfernung"
"REASSIGN","Reassign"
"EDIT_TASKS","Aufgabe bearbeiten"
"DUPLICATE_TASKS","Doppelte Aufgabe"
"CHANGE_STATUS","Status ändern"
"DELETE_TASKS","Aufgabe löschen"
"Export_Tasks","Exportaufgabe"
"CUSTOMER_RATING","Kundenbewertung"
"TASK_DETAIL","Einzelheiten"
"HISTORY","Geschichte"
"CONNECTED_TASKS","Connected Aufgaben"
"TRACKING_LINK","Tracking-Link"
"CLICK_TO_TRACK","Klicken Sie hier, um die Spur"
"PENDING","steht aus"
"COMPLETED","Abgeschlossen"
"CANCELLED","Abgebrochen"
"NO_TASKS","Keine Aufgabe für den Tag"
"TEAM","Mannschaft"
"SEEN","Gesehen"
"UNSEEN","Ungesehen"
"SEARCH_FLEET","Suche"
"FLEET_RIGHT_2_TEXT_1","Alle"
"FLEET_TEAM","Mannschaft"
"FLEET_NAME","Ügynök neve"
"FLEET_ID","Agent Id"
"FLEET_EMAIL","Email"
"FLEET_TAGS","Tags"
"PERMISSIONS","Berechtigungen"
"ACTIVATE","aktivieren Sie"
"MANAGER_RIGHT_2_CLICK_HERE","Klick hier"
"SCHEDULE","Zeitplan für Ihr Konto."
"CONTROL","Steuerung"
"MANAGER","Manager"
"SUB_HEADER","Set Default Arbeitszeit für Ihren Agenten"
"SUB_HEADER_2","Zugriffsrechte für Ihre Manager-"
"MANAGER_RIGHT_1","Manager können nicht zugreifen"
"MANAGER_RIGHT_2","Manager können ansehen und bearbeiten"
"MANAGER_RIGHT_2_TEXT_1","Alle Manager können standardmäßig zugreifen."
"MANAGER_RIGHT_2_TEXT_2","diese Einstellungen zu ändern."
"SUB_HEADER_3","Zugriffsrechte für Ihre"
"FLEET_RIGHT_1","kann nicht auf"
"FLEET_RIGHT_2","Ansehen und bearbeiten können"
"FLEET_RIGHT_2_TEXT_2","kann standardmäßig zugreifen."
"FLEET_RIGHT_2_TEXT_3","diese Einstellung zu ändern."
"UPDATE_MANAGER_PERMISSIONS","Berechtigungen Update Manager"
"SET_MANAGER_RIGHTS","Set Ansehen und Bearbeiten Rechte für Ihre Manager-"
"SEARCH_MANAGER","Search Manager"
"MANGER_NAME","Der Name des Managers"
"MANGER_EMAIL","Manager E-Mail"
"MANGER_TEAM","Manager Team"
"MANAGER_ID","ICH WÜRDE"
"SEARCH_TEAM","Suche Team-"
"CANCEL_FILTERS","Abbrechen Filter"
"SET_FLEET_RIGHTS","Set Ansehen und Bearbeiten Rechte für Ihre"
"SEARCH_TAG","Suchen Tag"
"STEP","Schritt"
"OF","von"
"VIEW_ONLY","Nur ansehen"
"VIEW&EDIT","Ansehen und EDIT"
"SEARCH_MANAGER_PLACEHOLDER","Der Name des Managers"
"CUSTOM_RIGHT_AGENT","Úgy állította be szokás jog minden"
"update_agent_schedule","Frissítés Munkavállalói ütemezése"
"activate_agent_schedule","Aktiválása Munkavállalói ütemezése"
"search_customer","Suchen Kunden"
"IMPORT_CSV","CSV-Import"
"SELECT_FILE","Datei aussuchen"
"IMPORT_CUSTOMERS","Import Kunden"
"CLICK_HERE_TEXT","CSV-Datei-Vorlage mit Beispielwerten für Kundendatenimport zum Download"
"DRAG_DROP","Drag & Drop CSV Datei"
"GET_IN_TOUCH","In Kontakt kommen"
"SELECT_TEMPLATE","Vorlage auswählen"
"CREATE_TASK_VIA_CSV","Erstellen von Aufgaben über CSV"
"DOWNLOAD_SAMPLE_FILE","Download-Beispieldatei"
"HAVE_CUSTOM_FILE","Haben Sie eine benutzerdefinierte Datei?"
"SELECT_CUSTOM_FIELD","Wählen Sie Benutzerdefinierte Feldvorlage"
"REMOVE_TEMPLATE","Vorlage entfernen"
"DROP_FILE","Drop-Datei anhängen, oder"
"BROWSE","blättern"
"CSV_UPLOAD","CSV Hochladen Bericht"
"REASON","Grund"
"UPLOAD_STATUS","Upload-Status"
"SUCCESS","Erfolg"
"FAILED","Gescheitert"
"DELIVERY","Lieferung"
"PICK_UP","Abholen"
"CSV","via CSV"
"CREATE","Erstellen"
"PICKUP","Abholen"
"APP_ADD_REQ","Termin-Adresse ist erforderlich"
"ENSURE_FIELDS_BEFORE_UPLOAD","Kérjük, hogy a fejléc mezők minta CSV nem módosulnak a feltöltés előtt."
"FOR","mert"
"HEADING","Kontoeinrichtung"
"NEW_TASK","Neue Aufgabe"
"AUTO_ASSIGN","Automatisch zuweisen"
"SELECT_AGENTS","Agenten auswählen"
"HELP_TEXT_1","Sie haben keine aktive"
"CHANGE_TASK_STATUS","Ändern des Aufgabenstatus"
"SELECT_A_TEAM","Wählen Sie ein Team vor Route Optimierung"
"HELP_TEXT_2","Hinzufügen"
"SELECT_DELIVERY_OPTIONS","Wählen Sie Lieferoptionen für Felder anzuzeigen"
"SELECT_PICKUP_OPTIONS","Wählen Sie holen Optionen Felder anzuzeigen"
"LATITUDE","Breite"
"LONGITUDE","Längengrad"
"DELIVERY_ADDRESS","Lieferadresse"
"TIMINGS","Timings"
"PICKUP_TIME","Abholzeit"
"GREATER_TIME","Die Zeit sollte größer sein als die aktuelle Zeit"
"DELIVERY_TIME","Lieferzeit"
"START_TIME","Startzeit"
"END_TIME","Endzeit"
"ENT_TIME_GREATER","Endzeit sollte größer sein als Startzeit sein"
"CLIENT","Klient"
"REFERENCE_IMAGES","Bezugsbilder"
"ENABLE","Aktivieren"
"LABEL","Etikette"
"VALUE","Feldwert"
"ACTION","Aktion"
"ADD_ROW","Zeile hinzufügen"
"BUSSINESS_NAME","Business Name"
"MERCHANT_CONTACT","Händler kontaktieren"
"PICKUP_POINT","Abholpunkt"
"START_WITH","Beginnen mit"
"LOCATION","Lage"
"ADD_CUSTOM_FIELDS","Benutzerdefinierte Felder hinzufügen"
"DELIVERY_TIME_GREATER","Lieferzeit sollte größer sein als Pick-up-Zeit sein."
"REPEAT_TASK","wiederholen Sie Aufgabe"
"ASIGN_AGENT","Vergeben-Agent"
"VIA_PARTNER","über Partner"
"CREATE_TASK","erstellen Aufgabe von App."
"MANUALLY","Manuell"
"SWITCH_GEO_ON","Switch On Geofencing"
"SELECT_AGENT","Select_Agent"
"NO","Nein"
"AVAILABLE","Verfügbar"
"YES","Ja"
"PICK_UP_DETAILS","Pick-up-Details"
"DELIVERY_DETAILS","Lieferdetails"
"RESET","rücksetzen"
"SELECT_PARTNER","wählen Sie Partner"
"ASSIGN_TASKS","Vergeben Connected Aufgaben zu gleichen Team und"
"ALL_TASKS","Alle"
"PICKUP_ADDRESS","Abholadresse"
"END_TIME_GREATER","Endzeit *"
"Task_DESCRIPTION","Aufgabenbeschreibung"
"ADD_GEOFENCE","Aufgabe hinzufügen Adresse Geo-Zaun-Filter zu aktivieren."
"NO_GEOFENCE","Sie haven \ 't Setup alle Geo-Zaun Regionen noch"
"MATCHES_FILTER","entspricht den Filter"
"AUTO","Auto"
"MANUAL","Handbuch"
"NO_TEAM","Keine Teams vorhanden, fügen Sie bitte ein Team fortzusetzen."
"NO_RESULT","Kein Ergebnis"
"AUTOMATIC_ASSIGN","automatische assign"
"PARTNER","Partner"
"DUPLICATE_STOP","duplizieren Stopp"
"UPDATE_STOP","Stoppt"
"CREATE_STOP","erstellen Stopp"
"SELECT_A_PARTNER","Wählen Sie einen Partner"
"ENTER_COMMA_SEPARATED_MSG","Bitte geben Sie Komma getrennt"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Bitte deaktivieren Sie die automatische Zuordnung Quittierungstyp keine zu ermöglichen."
"add_a_pickup_point","Fügen Sie einen Abholpunkt"
"add_another_pickup_point","Einen weiteren hinzufügen Aufnahmepunkt"
"add_a_delivery_point","Fügen Sie eine Abgabestelle"
"add_another_delivery_point","Ein weitere hinzufügen Abgabestelle"
"automatically","automatikusan"
"ENTER_BARCODE","Írja Vonalkód"
"ALL_TEAMS","Minden csapatok"
"BATTERY_LAVEL","Battery Level"
"NEW","Új"
"COPY_DESC_STOP","Másolás leírás minden megálló"
"THIS_OVERRIDE_STOPS_DESC","Ez felülírja az összes megáll leírás"
"REASIGN_AGENT","újrarendelése ügynök"
"assign_connected_task_to_same_agent","Rendeljen Connected feladatok azonos csapat és meghatalmazott"
"NOTES","Notizen"
"EMAIL_OPTIONAL","E-Mail optional)"
"DELIVER_BEFORE","dh vor"
"PICKUP_BEFORE","Pick-up vor"
"OR","Oder"
"CLICK_OR_BROWSE","Klicken Sie, um zu sehen oder eine Bilddatei fallen"
"SHOW_COORDINATES","Show Koordinaten"
"REPEAT_HEADER","Wiederholen"
"REPEATS_HEADER","wiederholt"
"REPEATS_ON","wiederholt On"
"STARTS_ON","startet On"
"ENDS_ON","Enden"
"AFTER_TEXT","Nach"
"OCCURENCES_TEXT","Ereignisse"
"ON_TEXT","Auf"
"SUMMARY_TEXT","Zusammenfassung"
"DAILY","Täglich"
"MONTHLY","Monatlich"
"WEEKLY","Wöchentlich"
"YEARLY","Jährlich"
"ALTERNATE_DAYS","Abwechselnde Tage"
"FORTNIGHTLY","Kétheti"
"ALL_DAYS","minden nap"
"ENDS_AFTER","után véget ér"
"FORCE_ARRIVAL","Kraft Ankunft"
"FORCE_COMPLETE","Kraft Komplett"
"UNASSIGN","Unassign"
"FORCE","Macht"
"ORDER_EDITED_MSG","Dieser Auftrag wurde auf JD bearbeitet, so dass die Daten in der neuen OM könnten falsch sein. Bitte beachten Sie den folgenden Link, um genaue Details -"
"KM","km"
"ORDER","Auftrag"
"DRIVER_INSTRUCTIONS","Treiber Anleitung"
"MERCHANT","Händler"
"AGENT","Ügynök"
"STOPS","Stop"
"STOP_ID","Stop-ID"
"DATE_TIME","Dátum idő"
"PERFORM_MSG","Sind Sie sicher, dass Sie diese Aktion auszuführen"
"FORCE_COMPLETE_ORDER","Kraft Bestellung abschließen"
"RIDE_DISTANCE","Fahrt Entfernung"
"RETURN_DISTANCE","Zurück Entfernung"
"PARKING_FARE","Parkplatz Fare"
"RIDE_TIME","Fahrzeit"
"PICKUP_DISTANCE","Pickup Entfernung"
"PICKUP_WAITING_TIME","Pickup Wartezeit"
"DROP_ADDRESS","Drop-Adresse"
"ADD_REMARKS","In Bemerkungen"
"ACTIVATE_recur_task","Szeretné aktiválni a ismétlődő feladat hozzáadása az?"
"DEACTIVATE_recur_task","Tudni szeretné, hogy deaktiválja add on?"
"DEACTIVATE_recur_task_sub_text","Megjegyzés: A jelenleg aktív visszatérő szabályok továbbra is aktív marad, és feladatuk lesz létrehozva, mint egy a konfigurációt. Ahhoz, hogy tiltsa le őket, törölje egyes szabályok a visszatérő szabály részletes oldal."
"ACTIVATE_tookan_client","Szeretné aktiválni a Tookan Client Add on?"
"ACTIVATE_tookan_partner","Szeretné aktiválni a Tookan Partner hozzáadása történik?"
"DEACTIVATE_fugu_chat","Ez kikapcsolja Fugu beszélgetés az alkalmazásához."
"ACTIVATE_rating_add_on","Szeretné aktiválása Értékelés hozzáadása on?"
"ACTIVATE_barcode_add_on","Szeretné aktiválása Bar Code Add on?"
"ACTIVATE_earning_pricing","aktiválja bevételt hozó és árak fiókja"
"DEACTIVATE_earning_pricing","kikapcsolása bevételt hozó és árak fiókja"
"deactivate_fugu_for_app","Ez kikapcsolja Fugu beszélgetés a szer app"
"fugu_for_business_app","Fugu Chat a Business App"
"activate_customer_rating","Ez aktiválja Értékelés fiókjában."
"deactivate_customer_rating","Ez kikapcsolja Értékelés fiókjában."
"deactivate_bar_code","Ez kikapcsolja Bar Code fiókja"
"activate_bar_code","Ez aktiválja Bar Code fiókja"
"idm_for_agent_app_activate","Ez aktiválja Identity Management a szer App"
"customer_signup_app_activate","Ez aktiválja az Ügyfél Iratkozz fel a Megrendelő App."
"till_end_of_march","Till március végén"
"go_to_fugu_dashboard","Ide Fugu Dashbaord"
"customer_signup_app_deactivate","Ez kikapcsolja az Ügyfél Iratkozz fel a Megrendelő App."
"idm_for_agent_app_deactivate","Ez kikapcsolja Identity Management a szer App"
"no_agent_matches","Nem szer megfelel-e a szűrő"
"lower_case_category","kategória"
"HIDDEN_FIELD","Verstecktes Feld"
"TASK_TEMPLATES","Vorlagen"
"TEMPLATE_NAME","Vorlagenname"
"READ_ONLY","Schreibgeschützt"
"ADD_CUSTOM_FIELD","Fügen Sie benutzerdefinierte Feld"
"CUSTOM_TEMPLATE_NAME","Benutzerdefinierte Vorlagenname"
"DELETE_MSG","Bist du sicher? Das kann nicht rückgängig gemacht werden."
"INPUT_TYPE_DROPDOWN","Eingang: Dropdown"
"HELP_MSG_1","Drop-Down, legen Sie durch Komma getrennte Werte als Feldwert Bei Eingangstyp ist. Diese Komma getrennte Werte werden als Optionen für Dropdown auf"
"APP","App"
"INPUT_TYPE_CHECKLIST","Eingangstyp: Checkliste"
"HELP_MSG_2","Wenn die Eingangstyp Checkliste ist, durch Komma getrennte Werte einfügen als Feld value.These durch Komma getrennte Werte als Optionen für die Checkliste erscheint auf"
"INPUT_TYPE_DATA_FUTURE","Eingangstyp: Datum-Future"
"HELP_TEXT_3","gehe zu"
"INPUT_TYPE_DATA_PAST","Eingangstyp: Datum-Vergangenheit"
"HELP_TEXT_4","Seite. Nach dem Hinzufügen der"
"ADD_TEMPLATE","Vorlage hinzufügen"
"TABLE_DETAIL","Tisch Details"
"INPUT_TYPE","Eingabetyp"
"NUMBER","Szám"
"TEXT","Szöveg"
"TELEPHONE","telefon"
"HEADER_NAME","Headername"
"ADD_MORE","hinzufügen"
"CUSTOM_FIELD_TEMPLATE","Benutzerdefinierte Feldvorlagen"
"TEMPLATES_SUB_HEADING","Benutzerdefinierte Felder können Sie die Informationen in einer Form zu erfassen, die für Ihr Unternehmen spezifisch ist."
"EDIT_TEMPLATE","Vorlage bearbeiten"
"DUPLICATE_TEMPLATE","Doppelte Vorlage"
"DELETE_TEMPLATE","Vorlage löschen"
"TEMPLATE_LIBRARY","Template Library"
"ADD_TO_MY_TEMPLATE","In Meine Vorlagen"
"SAMPLE_HELP_TEXT","Sie können diese Vorlage zu bearbeiten, wenn Sie es zu Ihrer Vorlage Liste hinzuzufügen."
"TEMPLATE_NAME_TOOLTIP","Geben Sie einen einfachen Namen zu Ihrer Vorlage, so dass Sie die richtige auswählen können, während eine Aufgabe zu schaffen. (Leerzeichen nicht erlaubt)"
"FIELD_NAME","Feldname"
"ACTIONABLE","klagbar"
"FIELD_MANDATE","Feld Mandat"
"ADD_COLUMN","Spalte hinzufügen"
"ADVANCED","fortgeschritten"
"APP_POPUP_NOTIFICATION","App Pop-up-Benachrichtigungen"
"APP_POPUP_NOTIFICATION_TOOLTIP","Konfigurieren Sie die Felder, die auf der App Pop-up-Benachrichtigung widerspiegeln, wenn eine Aufgabe zu Ihrem Agenten gesendet wird."
"PAYMENT_INVOICE_TEMPLATE","Zahlung Invoice Template"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Erstellen Sie eine dynamische Zahlungsrechnungsvorlage, die innerhalb der App zu Ihrem Agenten angezeigt werden, nachdem die Aufgabe complete.You ist auch verwenden kann"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","Verwenden Sie innerhalb der App, nachdem die Aufgabe ist, kann complete.You auch"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","Arithmetik und if-else-Formeln"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","während dieser Vorlage zu erstellen."
"FIELD_NAME_TOOLTIP","Feldnamen beziehen sich direkt in der Agenten-Handy-App, so halten sie relevant."
"APP_SIDE_DISPLAY_TOOLTIP","Berechtigung zum Lesen nur (Agenten können nur sehen), lesen und schreiben (Agenten können das Feld hinzufügen oder ändern), oder es wird von Agenten versteckt."
"INPUT_TYPE_TOOLTIP","Überprüfen Sie die Daten eingegeben haben, mit den richtigen Datentyp. Sie erhalten Optionen wie Nummer, E-Mail, Text und mehr ..."
"TEMPLATE_VALUE_TOOLTIP","Vordefinieren den Wert des Feldes, den Wert hinzufügen, während eine Aufgabe oder (mit Lese- / Schreib-Option) zu schaffen erlauben Agenten den Wert aus der mobilen App hinzuzufügen."
"TEMPLATE_MANDATORY_TOOLTIP","Wählen Sie, ob das Feld obligatorisch oder nicht obligatorisch ist, während die Aufgabe. (Agent kann nicht die Aufgabe abzuschließen, wenn Pflichtfelder nicht ausgefüllt werden)"
"TEMPLATE_MANDATORY_TOOLTIP_1","Konfigurieren Sie die Optionen, die Sie möchten auf das zu reflektieren"
"INVOICE_SAMPLE","Anzahlungsrechnung Beispielformeln"
"AIRTMETIC_TYPES","Es gibt verschiedene Arten von arithmetischen und if-else-Ausdrücke, die Sie, um eine dynamische Rechnung generieren können. Im Folgenden sind einige Beispiele, die Sie oder ändern auf Ihre Geschäftsanforderungen können je"
"SIMPLE_AIRTMETIC","einfache arithmetische"
"COMPLEX_AIRTMETIC","komplexe Arithmetik"
"SIMPLE_IF_ELSE","Einfacher if-else (Berechnung Fare Basierend auf Distanz und Zeit)"
"COMPLEX_IF_ELSE","Komplexe if-else"
"READ_MORE","Lesen Sie mehr dazu"
"HELP","Hilfe"
"INPUT_TYPE_TEXT","Wenn Eingabetyp oder Drop-Down-Checkliste ist, legt durch Komma getrennte Werte als Feldwert. Diese Komma getrennte Werte werden als Optionen für Dropdown / Checkliste erscheinen auf"
"MY_TEMPLATES","Meine Vorlagen"
"SELECT_DATA_TYPE","Datentyp auswählen"
"DELETE","Löschen"
"ALLOW_AGENT_INPUT","Lassen Sie Agent-Eingang"
"APP_SIDE_DISPLAY","App Side anzeigen"
"MANDATORY","Zwingend notwendig"
"COLUMN","Säule"
"NONE_SELECTED","Nichts ausgewählt"
"FIELD_1","Feld 1"
"FIELD_2","Feld 2"
"SELECT_TAG","Wählen Sie Tag"
"TIME_SPENT_FOR_JOBS","Die Zeit, für Job"
"EARNING_RULE","Das Ergebnis Rule"
"RULE_NAME","Regelname"
"SAVE_TEMPLATE_MSG","Sie müssen die Vorlage speichern, bevor Sie einen Task-Pricing und Ertrag Regel Regel hinzufügen."
"ADD_RULE","Regel hinzufügen"
"DRIVER_EARNINGS","Fahrer Ergebnis"
"FEES_EARNED_PER_TASK","Gebühren pro Aufgabe verdient"
"BASE_FARE","Grundfahrpreis"
"DURATION_FEE","Dauer Fee"
"DISTANCE_FEE","Die Entfernung Fee"
"DEDUCTIONS","Abschläge"
"FEES_DEDUCTED_PER_TASK","Gebühren pro Aufgabe abgezogen"
"COMMISSION","Kommission"
"SAVE_CHANGES","Änderungen speichern"
"FORMULA_NAME","Formel-Name"
"FORMULA","Formel"
"FINAL_EARNING","Finale Earning"
"APPLY_TO","Gelten"
"ALL_AGENTS","Alle Agenten /"
"SELECTED_AGENTS","ausgewählte Agents"
"PICKUP_ONLY","Nur Selbstabholung"
"DELIVERY_ONLY","Lieferverkehr frei"
"BOTH","Beide Pick-up & Lieferung"
"UPDATE_CHANGES","Update Changes"
"ADDITIONS","Zugänge"
"TASK_PRICING_AND_EARNING_RULE","Aufgabe Preise & Earning-Regel"
"DEDUCTION","Abzug"
"APPLIES_TO","Gilt für"
"DATE","Datum"
"DATE_FUTURE","Date-Future"
"DATE_PAST","Date-Past"
"DATETIME_FUTURE","Datetime-Future"
"DATETIME_PAST","Datetime-Past"
"EMAIL","Email"
"URL","URL"
"TABLE","asztal"
"BARCODE","Vonalkód"
"CHECKBOX","jelölőnégyzetet"
"CHECKLIST","Ellenőrző lista"
"DROPDOWN","Ledob"
"IMAGE","Bild"
"CAMERA_GALLERY","Kamera és Galéria"
"CAMERA_ONLY","Csak kamera"
"NOT_MANDATORY","nem kötelező"
"audio","Hang"
"RATING","Wertung"
"Ratings_&_REVIEW","Bewertungen und Bewertung"
"EXPORT_TABLE_AS_CSV","Export-Tabelle als CSV"
"FEEDBACK","Feedback"
"review","Felülvizsgálat"
"REFRESH","Aktualisierung"
"TEAM_NAME","Teamname"
"MANAGE_SCHEDULE","Manage Schedule"
"SETTINGS","die Einstellungen"
"SEARCH_BY_PLACEHOLDER","Suche nach"
"SEARCH_BY_PLACEHOLDER_1","oder Teamname"
"BUSY","Beschäftigt"
"UNAVAILABLE","Nicht verfügbar"
"AVAILABLE_HOURS","Verfügbare Stunden"
"BOOKED_TIME","Gebuchten Zeit"
"AVAILABILITY","Verfügbarkeit"
"UNAVAILABLE_TIME","Nicht verfügbar Zeit"
"NO_DATA","Keine Daten verfügbar"
"JOBS_AVAILABLE","Jobs verfügbar"
"ENABLE_AVAILABILITY","Aktivieren Verfügbarkeit"
"BILLING_DETAILS","Rechnungsdetails"
"UPGRADE_PLANS","Upgrade-Plan"
"NAME_OF_THE_PLAN","Benennen des Plans"
"CHANGE_PLAN","Plan ändern"
"ACCOUNT_NAME","Kontobezeichnung"
"NEXT_BILLING_DATE","Nächsten Rechnungsdatum"
"CREDIT_CARD_DETAILS","Kreditkartendetails"
"ADD_CARD","Karte hinzufügen"
"CHANGE_CARD","Change Card"
"PAYMENT_HISTORY","Zahlungshistorie"
"RECEIPT_NUMEBR","Quittungsnummer"
"AMOUNT","Menge"
"BILLING_MONTH","Abrechnungsmonat"
"TRAIL_PERIOD_EXPIRE","Probezeit endet am"
"PLAN","Planen"
"EXPIRY_DATE","Ablauf"
"CREDITS","Credits"
"CARD_DETAILS","Kartendetails"
"UPGRADE_PLAN","Bitte warten Sie bis zum 1. des nächsten Monats oder aktualisieren Sie Ihren Plan mit der App fortzusetzen."
"CURRENT_TOTAL","Ihre aktuelle Geschäftslage umfasst insgesamt"
"CURRENT_TOTAL_AND","und"
"CHOOSE_PLAN","wählen Sie Planen"
"PAYABLE_MONTHLY","monatlich zahlbar"
"BASED","Basierend"
"SHORT_BUSINESSES","Bevorzugt für Unternehmen mit kurzer Dauer Aufgaben"
"DEALING_LARGE","Vorteilhaft, wenn mit sehr großem Pool von Aufgaben gegen zählbare Arbeitskräfte beschäftigen."
"AGAINST_WORKFORCE","gegen zählbare Belegschaft."
"UNLIMITED","Unbegrenzt"
"BUSINESSES_INVOLVING","Bevorzugt für Unternehmen Aufgaben mit mehreren Werktag Zeit bis zur Fertigstellung beteiligt ist."
"MULTIPLE_DAYS","mit mehreren Werktag Zeit bis zur Fertigstellung."
"PAY_JUST","Sie bezahlen nur für die"
"UNDERTAKEN","unternommen"
"NO_RESTRICTION","Keine Einschränkung auf die Belegschaft"
"FREE_FOREVER","szabad Mindig"
