"key","value"
"NO_RESULT","検索結果はありません"
"AUTOMATIC_ASSIGN","自動割り当て"
"PARTNER","パートナー"
"DUPLICATE_STOP","停止を複製"
"UPDATE_STOP","更新停止"
"CREATE_STOP","停止を作成します"
"SELECT_A_PARTNER","パートナーを選択"
"ENTER_COMMA_SEPARATED_MSG","カンマ区切りを入力してください。"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","承認タイプのどれを有効にしないために、自動割り当てを無効にしてください。"
"add_a_pickup_point","ピックアップポイントを追加"
"add_another_pickup_point","別のピックアップポイントを追加します。"
"add_a_delivery_point","配信ポイントを追加します。"
"add_another_delivery_point","別の配信ポイントを追加します。"
"automatically","自動的に"
"ENTER_BARCODE","バーコードを入力します。"
"ALL_TEAMS","すべてのチーム"
"BATTERY_LAVEL","電池残量"
"NEW","新しい"
"COPY_DESC_STOP","すべての停止にコピー説明"
"THIS_OVERRIDE_STOPS_DESC","これは、すべての説明を停止して無効にします"
"REASIGN_AGENT","エージェントを再割り当て"
"assign_connected_task_to_same_agent","同じチームとエージェントに接続されているタスクを割り当てます"
"NOTES","ノート"
"EMAIL_OPTIONAL","メール（オプション）"
"DELIVER_BEFORE","前に配信"
"PICKUP_BEFORE","ピックアップする前に"
"OR","若しくは"
"CLICK_OR_BROWSE","イメージファイルを参照するか、ドロップする]をクリックします"
"SHOW_COORDINATES","座標を示し、"
"REPEAT_HEADER","繰り返す"
"REPEATS_HEADER","繰り返し"
"REPEATS_ON","で繰り返さ"
"STARTS_ON","で開始"
"ENDS_ON","で終了"
"AFTER_TEXT","後に"
"OCCURENCES_TEXT","発生箇所"
"ON_TEXT","に"
"SUMMARY_TEXT","概要"
"DAILY","日々"
"MONTHLY","毎月"
"WEEKLY","ウィークリー"
"YEARLY","毎年"
"ALTERNATE_DAYS","隔日"
"FORTNIGHTLY","隔週"
"ALL_DAYS","全ての日"
"ENDS_AFTER","後に終了"
"FORCE_ARRIVAL","フォース到着"
"FORCE_COMPLETE","フォースコンプリート"
"UNASSIGN","割り当て解除"
"FORCE","力"
"ORDER_EDITED_MSG","この順序は、JDに編集されているので、新しいOM内のデータが正しくない可能性があります。正確な詳細については、以下のリンクを参照してください - "
"KM","キロ"
"ORDER","注文"
"DRIVER_INSTRUCTIONS","ドライバーの注意事項"
"MERCHANT","商人"
"AGENT","エージェント"
"STOPS","停止"
"STOP_ID","ストップID"
"DATE_TIME","日付時刻"
"PERFORM_MSG","あなたはこのアクションを実行しますか"
"FORCE_COMPLETE_ORDER","フォースコンプリート注文"
"RIDE_DISTANCE","ライドの距離"
"RETURN_DISTANCE","リターンの距離"
"PARKING_FARE","駐車運賃"
"RIDE_TIME","ライド時間"
"PICKUP_DISTANCE","ピックアップの距離"
"PICKUP_WAITING_TIME","ピックアップ待ち時間"
"DROP_ADDRESS","ドロップ住所"
"ADD_REMARKS","備考を追加"
"ACTIVATE_recur_task","あなたは反復タスクは、上の追加アクティブ化しますか？"
"DEACTIVATE_recur_task","あなたが本当にあなたのアドオンを無効にしたいですか？"
"DEACTIVATE_recur_task_sub_text","注：現在アクティブな定期的なルールはアクティブのままになり、そのタスクが設定どおりに作成されます。それらを無効にするには、定期的なルールの詳細ページから個別のルールを削除してください。"
"ACTIVATE_tookan_client","あなたはTookanクライアントが上の追加アクティブ化しますか？"
"ACTIVATE_tookan_partner","あなたはTookanパートナーの追加アクティブ化しますか？"
"DEACTIVATE_fugu_chat","これは、アプリのふぐチャットを無効にします。"
"ACTIVATE_rating_add_on","あなたは評価上の追加アクティブ化しますか？"
"ACTIVATE_barcode_add_on","あなたは、バーコードの追加アクティブ化しますか？"
"ACTIVATE_earning_pricing","アカウントのご獲得と価格を活性化させます"
"DEACTIVATE_earning_pricing","アカウントのご獲得および価格設定を無効にします"
"deactivate_fugu_for_app","これはあなたのエージェントアプリのふぐチャットを無効にします"
"fugu_for_business_app","あなたのビジネスAppのふぐチャット"
"activate_customer_rating","これは、あなたのアカウントにお客様の採点がアクティブになります。"
"deactivate_customer_rating","これは、あなたのアカウントにお客様の採点を無効にします。"
"deactivate_bar_code","これは、あなたのアカウントのためのバーコードを無効にします"
"activate_bar_code","これは、あなたのアカウントのためのバーコードが有効になります"
"idm_for_agent_app_activate","これはあなたのエージェントアプリケーションのためのID管理が有効になります"
"customer_signup_app_activate","これは、あなたの顧客のアプリケーションのための顧客のサインアップが有効になります。"
"till_end_of_march","月の終わりまで"
"go_to_fugu_dashboard","ふぐDashbaordに行きます"
"customer_signup_app_deactivate","これは、あなたの顧客Appのカ​​スタマー申し込みを無効にします。"
"idm_for_agent_app_deactivate","これはあなたのエージェントアプリケーションのためのID管理を無効にします"
"no_agent_matches","कोई एजेंट फ़िल्टर से मेल खाता"
"lower_case_category","वर्ग"
"HIDDEN_FIELD","非表示フィールド"
"TASK_TEMPLATES","テンプレート"
"TEMPLATE_NAME","テンプレート名"
"READ_ONLY","読み取り専用"
"ADD_CUSTOM_FIELD","カスタムフィールドを追加します。"
"CUSTOM_TEMPLATE_NAME","カスタムテンプレートの名前"
"DELETE_MSG","本気ですか？これは、元に戻すことはできません。"
"INPUT_TYPE_DROPDOWN","入力タイプ：ドロップダウン"
"HELP_MSG_1","入力タイプがドロップダウンがある場合には、フィールド値としてカンマ区切りを挿入します。値をカンマで区切られ、これらは、上のドロップダウンのオプションとして表示されます"
"APP","アプリ"
"INPUT_TYPE_CHECKLIST","入力タイプ：チェックリスト"
"HELP_MSG_2","入力タイプがチェックリストである場合には、フィールドvalue.Theseのカンマ区切り値は、上のチェックリストのオプションとして表示されますように、カンマ区切りの値を挿入"
"INPUT_TYPE_DATA_FUTURE","入力種類：日付-未来"
"HELP_TEXT_3","に行きます"
"INPUT_TYPE_DATA_PAST","入力種類：日、過去"
"HELP_TEXT_4","ページ。追加された後は、"
"ADD_TEMPLATE","テンプレートの追加"
"TABLE_DETAIL","表の詳細"
"INPUT_TYPE","入力タイプ"
"NUMBER","数"
"TEXT","テキスト"
"TELEPHONE","電話"
"HEADER_NAME","ヘッダ名"
"ADD_MORE","さらに追加"
"CUSTOM_FIELD_TEMPLATE","カスタムフィールドテンプレート"
"TEMPLATES_SUB_HEADING","カスタムフィールドは、あなたのビジネスに特有の形で情報をキャプチャすることができます。"
"EDIT_TEMPLATE","テンプレートの編集"
"DUPLICATE_TEMPLATE","テンプレートの複製"
"DELETE_TEMPLATE","テンプレートの削除"
"TEMPLATE_LIBRARY","テンプレートライブラリ"
"ADD_TO_MY_TEMPLATE","マイテンプレートに追加"
"SAMPLE_HELP_TEXT","あなたのテンプレートリストに追加したら、あなたは、このテンプレートを編集することができます。"
"TEMPLATE_NAME_TOOLTIP","タスクを作成しながら、あなたは正しいものを選択できるように、あなたのテンプレートに簡単に名前を付けます。 （スペースは使用できません）"
"FIELD_NAME","フィールド名"
"ACTIONABLE","アクショナブル"
"FIELD_MANDATE","フィールドの委任"
"ADD_COLUMN","列の追加"
"ADVANCED","高度な"
"APP_POPUP_NOTIFICATION","アプリのポップアップ通知"
"APP_POPUP_NOTIFICATION_TOOLTIP","タスクがあなたのエージェントに送信されたときにアプリポップアップ通知に反映されるフィールドを設定します。"
"PAYMENT_INVOICE_TEMPLATE","支払請求書のテンプレート"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","タスクはcomplete.Youでも使用することができた後、アプリ内でのエージェントに表示されますダイナミックな支払請求書のテンプレートを作成します"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","アプリ内で、タスクがある後complete.Youも使用することができます"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","演算のif-else式"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","このテンプレートを作成中。"
"FIELD_NAME_TOOLTIP","フィールド名はエージェントのモバイルアプリに直接反映させるため、関連するそれらを保ちます。"
"APP_SIDE_DISPLAY_TOOLTIP","読み＆書き（エージェントがフィールドを追加または変更することができます）、または、それがエージェントから隠されている、（エージェントのみ見ることができます）のみ読み取る権限。"
"INPUT_TYPE_TOOLTIP","正しいデータ型で、入力されたデータを検証します。あなたは番号、電子メール、テキストなどのようなオプションを取得します..."
"TEMPLATE_VALUE_TOOLTIP","タスクを作成したり（読み取り/書き込みオプションを指定して）エージェントは、モバイルアプリから値を追加することを可能にしながら、値を追加し、フィールドの値を事前に定義します。"
"TEMPLATE_MANDATORY_TOOLTIP","タスクを完了しながら、フィールドが必須か必須ではありませんかどうかを選択します。 （必須フィールドが充填されていない場合、エージェントは、タスクを完了することはできません）"
"TEMPLATE_MANDATORY_TOOLTIP_1","あなたが上に反映したいオプションを設定します"
"INVOICE_SAMPLE","支払請求書のサンプル式"
"AIRTMETIC_TYPES","各種の演算の種類とあなたがダイナミックな請求書を生成するために使用できるかどうか、他の表現があります。以下は、あなたのビジネス要件に応じて使用したり、変更することができ、いくつかの例があります"
"SIMPLE_AIRTMETIC","単純な算術"
"COMPLEX_AIRTMETIC","複素数"
"SIMPLE_IF_ELSE","シンプルなのif-else（距離や時間に基づいて計算する運賃）"
"COMPLEX_IF_ELSE","コンプレックスのif-else"
"READ_MORE","これについての詳細を読みます"
"HELP","助けて"
"INPUT_TYPE_TEXT","入力タイプがドロップダウンまたはチェックリストである場合、フィールド値としてカンマ区切りを挿入します。値がドロップダウン/チェックリストのためのオプションとして表示されますカンマ区切りこれらの"
"MY_TEMPLATES","マイテンプレート"
"SELECT_DATA_TYPE","データの種類を選択"
"DELETE","削除"
"ALLOW_AGENT_INPUT","エージェントの入力を許可します"
"APP_SIDE_DISPLAY","アプリ側表示"
"MANDATORY","必須の"
"COLUMN","カラム"
"NONE_SELECTED","何も選択されていません"
"FIELD_1","フィールド1"
"FIELD_2","フィールド2"
"SELECT_TAG","タグを選択"
"TIME_SPENT_FOR_JOBS","時間は仕事のために費やしました"
"EARNING_RULE","収益ルール"
"RULE_NAME","ルール名"
"SAVE_TEMPLATE_MSG","あなたは、タスクの価格設定を追加し、ルールのルールを獲得する前にテンプレートを保存する必要があります。"
"ADD_RULE","ルールの追加"
"DRIVER_EARNINGS","ドライバーの利益"
"FEES_EARNED_PER_TASK","タスクごとに発生する収入"
"BASE_FARE","基本運賃"
"DURATION_FEE","期間料金"
"DISTANCE_FEE","距離料"
"DEDUCTIONS","控除"
"FEES_DEDUCTED_PER_TASK","タスクごとの控除料金"
"COMMISSION","手数料"
"SAVE_CHANGES","変更内容を保存"
"FORMULA_NAME","式の名前"
"FORMULA","式"
"FINAL_EARNING","最終的なご獲得"
"APPLY_TO","に適用されます"
"ALL_AGENTS","すべてのエージェント/"
"SELECTED_AGENTS","選択したエージェント"
"PICKUP_ONLY","ピックアップのみ"
"DELIVERY_ONLY","配達のみ"
"BOTH","ピックアップ＆デリバリーの両方"
"UPDATE_CHANGES","アップデートの変更点"
"ADDITIONS","追加"
"TASK_PRICING_AND_EARNING_RULE","タスクの価格と収益ルール"
"DEDUCTION","控除"
"APPLIES_TO","に適用されます"
"DATE","日付"
"DATE_FUTURE","日付、今後の"
"DATE_PAST","日付、過去"
"DATETIME_FUTURE","日時・フューチャー"
"DATETIME_PAST","日時、過去"
"EMAIL","Eメール"
"URL","URL"
"TABLE","表"
"BARCODE","バーコード"
"CHECKBOX","チェックボックス"
"CHECKLIST","チェックリスト"
"DROPDOWN","落ちる"
"IMAGE","画像"
"CAMERA_GALLERY","カメラとギャラリー"
"CAMERA_ONLY","カメラのみ"
"NOT_MANDATORY","必須ではありません"
"audio","ऑडियो"
"RATING","格付け"
"Ratings_&_REVIEW","評価とレビュー"
"EXPORT_TABLE_AS_CSV","CSVとしてエクスポートテーブル"
"FEEDBACK","フィードバック"
"review","レビュー"
"REFRESH","リフレッシュ"
"TEAM_NAME","チームの名前"
"MANAGE_SCHEDULE","スケジュールを管理します"
"SETTINGS","設定"
"SEARCH_BY_PLACEHOLDER","で検索"
"SEARCH_BY_PLACEHOLDER_1","またはチーム名"
"BUSY","忙しい"
"UNAVAILABLE","無効"
"AVAILABLE_HOURS","利用可能な時間"
"BOOKED_TIME","予約された時間"
"AVAILABILITY","可用性"
"UNAVAILABLE_TIME","使用不可時間"
"NO_DATA","データなし"
"JOBS_AVAILABLE","利用可能なジョブ"
"ENABLE_AVAILABILITY","可用性を有効にします"
"BILLING_DETAILS","支払明細"
"UPGRADE_PLANS","アップグレードプラン"
"NAME_OF_THE_PLAN","プランの名前"
"CHANGE_PLAN","変更計画"
"ACCOUNT_NAME","アカウント名"
"NEXT_BILLING_DATE","次回請求日"
"CREDIT_CARD_DETAILS","クレジットカードの詳細"
"ADD_CARD","カードを追加"
"CHANGE_CARD","チェンジカード"
"PAYMENT_HISTORY","支払歴"
"RECEIPT_NUMEBR","受付番号"
"AMOUNT","量"
"BILLING_MONTH","請求月"
"TRAIL_PERIOD_EXPIRE","試用期間の有効期限"
"PLAN","計画"
"EXPIRY_DATE","有効期限"
"CREDITS","クレジット"
"CARD_DETAILS","カードの詳細"
"UPGRADE_PLAN","来月の1日まで待つかのAppを使用して続行するにはあなたの計画をアップグレードしてください。"
"CURRENT_TOTAL","あなたの現在のビジネスは、合計が関与します"
"CURRENT_TOTAL_AND","そして"
"CHOOSE_PLAN","プランを選択します。"
"PAYABLE_MONTHLY","買掛金月刊"
"BASED","ベース"
"SHORT_BUSINESSES","短時間の作業での企業のための好ましいです"
"DEALING_LARGE","可算従業員に対するタスクの非常に大きなプールを扱う場合に有利。"
"AGAINST_WORKFORCE","可算労働力に対して。"
"UNLIMITED","アンリミテッド"
"BUSINESSES_INVOLVING","複数の営業日終了時点での作業に関わる企業にとって好ましいです。"
"MULTIPLE_DAYS","複数の営業日終了時点で。"
"PAY_JUST","ちょうど支払います"
"UNDERTAKEN","着手"
"NO_RESTRICTION","労働力の制限なし"
"FREE_FOREVER","無料フォーエバー"
"ALLOW_USAGE","唯一の3物質の使用を許可します"
"UPTO_300","月額300のタスク件まで"
"PER_MONTH","月額"
"NO_BILLS","永遠ません法案"
"PAY_PER_AGENTS","PERエージェントを支払います"
"CARD_NUMBER","カード番号"
"SKIP","スキップ"
"CANCEL","キャンセル"
"NO_CARD","いいえクレジットカードは追加されていません"
"CHOOSE_RIGHT_PLAN","あなたのための右の計画を選択します。"
"MONTH","月"
"ALLOW_USAGE_ONLY","のみの使用を許可します"
"ADDIIONAL_STOP_SAME_TASK","同じタスク内で追加の停止"
"BULK_TASK","一括タスク"
"TASK_EMI","タスクEMI"
"TASK_BASED","タスクベース"
"CURRENT_PLAN","現在の計画"
"DELETE_ACCOUNT","アカウントを削除する"
"TOTAL_PENDING_PAYMENT","総保留中の支払いがあります"
"INVOICE","請求書"
"UPTO","点で最大"
"MMYY","MM / YYYY"
"CVV","CVV"
"TASKPER_MOTH","月額タスク"
"UNLIMITED_TASK","エージェントあたりの無制限のタスク"
"PAY_PER_TASK","パータスクを支払います"
"agnet_based_plan","エージェントベースプラン"
"agnet_emi","エージェントEMI"
"bulk_agent","バルクエージェント"
"task_plural","タスク"
"agent_plural","エージェント"
"agent_plural1","エージェント"
"you_can_add_only_3","あなたは、この計画のみで3つのドライバーを選択することができます"
"TEAMS","チーム"
"MANAGERS","マネージャー"
"ADD_MANAGER","マネージャーを追加"
"ALLOW_ACCESS_TO_UNASSIGNED_TASKS","割り当てられていないタスクへのアクセスを許可します"
"ASSIGN_TEAMS","チームを割り当てます（複数可）"
"EDIT_MANAGER","編集マネージャー"
"DELETE_MANAGER","マネージャの削除"
"PASSWORD","パスワード"
"ALLOW_CREATE_TASK","タスクの作成を許可"
"ALLOW_EDIT_TASK","許可するタスクの編集"
"FIRST_NAME","ファーストネーム"
"USERNAME","ユーザー名"
"ACTIONS","行動"
"MANAGER_HEADING","作成したタスクを編集して、チーム内のエージェントに割り当てるために管理者を追加します。管理者に複数のチームを割り当て、エージェントを追加したり、未割り当てタスクへのアクセスを許可する権限を与えます。"
"OPTIONAL","オプショナル"
"MANAGER_HEADING_1","複数のチームは、経営者に割り当てることができ、それらは、インターン、未割り当てタスクを管理するドライバを追加し、タスクなどに割り当てることができます"
"MANAGER_HEADING_2","彼らのチームインチ管理者に複数のチームを割り当て、追加するための権限を与えます"
"MANAGER_HEADING_3","または割り当てられていないタスクへのアクセスを許可します。"
