"key","value"
"ASSIGN_AGENTS","Magtalaga Ahente"
"SELECT_TEAM","Piliin ang grupo"
"SUBMIT","Ipasa"
"DETAILS","Mga Detalye"
"ADDRESS","address"
"CUSTOMER_NAME","Pangalan ng Customer"
"CUSTOMER_PHONE","customer Phone"
"TASK_ID","Task ID"
"TASK_DETAILS","Detalye Task"
"TASK_TYPE","Task Uri"
"DESCRIPTION","paglalarawan"
"TASK_STATUS","Task Katayuan"
"CUSTOMER_DETAILS","Detalye ng customer"
"COMPLETE_TIME","Kumpleto Time"
"THIS","ito"
"DELETED","Tinanggal"
"ADD_AGENT","Idagdag Agent"
"LAST_NAME","Huling pangalan"
"PHONE","telepono"
"ASSIGN","magtalaga"
"SCHEDULE_PERMISSIONS","Schedule Pahintulot sa mga ahente"
"CONTACT","Makipag-ugnay sa"
"NAME","Ano ang iyong pangalan"
"TIMELINE","timeline"
"NO_TIMELINE","Walang timeline magagamit para sa araw"
"NOT_UPDATED","hindi na-update"
"LAST_STOPPAGE_TIME","Huling oras stoppage"
"LAST_MOVING_TIME","Huling Paglilipat Time"
"AGENTS","Search Agents"
"STATUS","katayuan"
"TASK_DESCRIPTION","Task Paglalarawan"
"CUSTOM_FIELDS","pasadya"
"REFERENCE_IMAGE","reference Imahe"
"ACTIVITY_TIMELINE","Activity Timeline"
"PATH_HISTORY","History Path"
"START_BEFORE","simulan Bago"
"COMPLETE_BEFORE","Kumpletuhin Bago"
"CUSTOMER","parokyano"
"TOTAL_TIME_TAKEN","Kabuuang Oras Taken"
"DISTANCE_TRAVELLED","distance nalakbay"
"REASSIGN","reassign"
"EDIT_TASKS","Edit Task"
"DUPLICATE_TASKS","Duplicate Task"
"CHANGE_STATUS","Baguhin ang Status"
"DELETE_TASKS","tanggalin ang Task"
"Export_Tasks","I-export ang Task"
"CUSTOMER_RATING","customer Rating"
"TASK_DETAIL","Mga Detalye"
"HISTORY","kasaysayan"
"CONNECTED_TASKS","Konektado Gawain"
"TRACKING_LINK","Pagsubaybay Link"
"CLICK_TO_TRACK","Mag-click dito upang subaybayan"
"PENDING","pending"
"COMPLETED","Nakumpleto"
"CANCELLED","kinansela"
"NO_TASKS","Walang gawain na magagamit para sa araw"
"TEAM","koponan"
"SEEN","nakikita"
"UNSEEN","hindi nakikita"
"SEARCH_FLEET","paghahanap"
"FLEET_RIGHT_2_TEXT_1","lahat"
"FLEET_TEAM","koponan"
"FLEET_NAME","Pangalan ng ahente"
"FLEET_ID","Agent Id"
"FLEET_EMAIL","email"
"FLEET_TAGS","Tags"
"PERMISSIONS","Pahintulot"
"ACTIVATE","aktibahin"
"MANAGER_RIGHT_2_CLICK_HERE","Pindutin dito"
"SCHEDULE","Iskedyul para sa iyong account."
"CONTROL","kontrol"
"MANAGER","tagapamahala"
"SUB_HEADER","Itakda ang Default na Mga Oras ng Pagtatrabaho para sa iyong ahente"
"SUB_HEADER_2","Itakda Access Karapatan para sa iyong Manager"
"MANAGER_RIGHT_1","Managers ay hindi maaaring ma-access"
"MANAGER_RIGHT_2","Managers ay maaaring tingnan at i-edit"
"MANAGER_RIGHT_2_TEXT_1","Lahat Managers maaaring ma-access sa pamamagitan ng default."
"MANAGER_RIGHT_2_TEXT_2","baguhin ang mga setting."
"SUB_HEADER_3","Itakda Access Karapatan para sa iyong"
"FLEET_RIGHT_1","Hindi ma-access"
"FLEET_RIGHT_2","ay maaaring tingnan at i-edit"
"FLEET_RIGHT_2_TEXT_2","maaaring ma-access sa pamamagitan ng default."
"FLEET_RIGHT_2_TEXT_3","upang baguhin ang setting na ito."
"UPDATE_MANAGER_PERMISSIONS","Pahintulot Update Manager"
"SET_MANAGER_RIGHTS","I-set Tingnan ang & I-edit ang Karapatan para sa iyong Manager"
"SEARCH_MANAGER","Search Manager"
"MANGER_NAME","Pangalan Manager"
"MANGER_EMAIL","Manager Email"
"MANGER_TEAM","Team Manager"
"MANAGER_ID","ID"
"SEARCH_TEAM","Search Team"
"CANCEL_FILTERS","Kanselahin ang Mga Filter"
"SET_FLEET_RIGHTS","I-set Tingnan ang & I-edit ang Karapatan para sa iyong"
"SEARCH_TAG","Search Tag"
"STEP","hakbang"
"OF","ng"
"VIEW_ONLY","Tingnan lamang"
"VIEW&EDIT","Tingnan ang & I-EDIT"
"SEARCH_MANAGER_PLACEHOLDER","Pangalan Manager"
"CUSTOM_RIGHT_AGENT","Ikaw ay magtakda ng pasadyang mga karapatan para sa bawat"
"update_agent_schedule","अद्यतन कर्मचारी अनुसूची"
"activate_agent_schedule","सक्रिय कर्मचारी अनुसूची"
"search_customer","Search Customer"
"IMPORT_CSV","Import CSV"
"SELECT_FILE","Piliin ang File"
"IMPORT_CUSTOMERS","Import Customers"
"CLICK_HERE_TEXT","upang i-download CSV template file na may sample na mga halaga para sa data import ng customer"
"DRAG_DROP","I-drag at Drop CSV File"
"GET_IN_TOUCH","Makipag-ugnayan"
"SELECT_TEMPLATE","Pumili ng Template"
"CREATE_TASK_VIA_CSV","Lumikha ng Gawain sa pamamagitan ng CSV"
"DOWNLOAD_SAMPLE_FILE","Download Sample File"
"HAVE_CUSTOM_FILE","Magkaroon ng isang Custom File?"
"SELECT_CUSTOM_FIELD","Piliin Custom Field Template"
"REMOVE_TEMPLATE","Tanggalin Template"
"DROP_FILE","I-drop ang file upang i-attach, o"
"BROWSE","Magtingin"
"CSV_UPLOAD","CSV upload Isumbong ang"
"REASON","dahilan"
"UPLOAD_STATUS","Katayuan sa pag-upload"
"SUCCESS","tagumpay"
"FAILED","nabigong"
"DELIVERY","paghahatid"
"PICK_UP","Pulutin"
"CSV","sa pamamagitan ng CSV"
"CREATE","lumikha"
"PICKUP","Pulutin"
"APP_ADD_REQ","Appointment address ay kinakailangan"
"ENSURE_FIELDS_BEFORE_UPLOAD","Mangyaring siguraduhin na ang header field sa sample na CSV ay hindi binabago bago mag-upload."
"FOR","para sa"
"HEADING","I-setup ang account"
"NEW_TASK","Bagong gawain"
"AUTO_ASSIGN","Auto assign"
"SELECT_AGENTS","Pumili ng Ahente"
"HELP_TEXT_1","Ikaw ay walang mga aktibong"
"CHANGE_TASK_STATUS","Baguhin ang katayuan ng gawain"
"SELECT_A_TEAM","Pumili ng isang team bago pag-optimize ng ruta"
"HELP_TEXT_2","upang magdagdag ng"
"SELECT_DELIVERY_OPTIONS","Pumili ng opsyon sa paghahatid tingnan patlang"
"SELECT_PICKUP_OPTIONS","Piliin pick up na mga pagpipilian upang tingnan ang mga patlang"
"LATITUDE","latitud"
"LONGITUDE","longhitud"
"DELIVERY_ADDRESS","Lugar na pagdadalahan"
"TIMINGS","timings"
"PICKUP_TIME","Oras ng pagkuha"
"GREATER_TIME","Time ay dapat na mas malaki kaysa sa kasalukuyang oras"
"DELIVERY_TIME","Oras ng paghatid"
"START_TIME","Start Time"
"END_TIME","Oras ng Pagtatapos"
"ENT_TIME_GREATER","Oras ng pagtatapos ay dapat na mas malaki kaysa sa Start time"
"CLIENT","kliente"
"REFERENCE_IMAGES","reference imahe"
"ENABLE","Paganahin ang"
"LABEL","etiketa"
"VALUE","field Value"
"ACTION","aksyon"
"ADD_ROW","Magdagdag ng hilera"
"BUSSINESS_NAME","Pangalan ng Negosyo"
"MERCHANT_CONTACT","merchant Makipag-ugnay sa"
"PICKUP_POINT","pickup Point"
"START_WITH","Magsimula sa"
"LOCATION","lugar"
"ADD_CUSTOM_FIELDS","Magdagdag ng Custom Fields"
"DELIVERY_TIME_GREATER","Oras ng Paghahatid ay dapat na mas malaki kaysa sa Pick-up ng oras."
"REPEAT_TASK","ulitin Task"
"ASIGN_AGENT","magtalaga Agent"
"VIA_PARTNER","sa pamamagitan ng Partner"
"CREATE_TASK","upang lumikha ng mga gawain mula sa app."
"MANUALLY","Mano-manong"
"SWITCH_GEO_ON","Lumipat On Geo-fencing"
"SELECT_AGENT","Select_Agent"
"NO","Hindi"
"AVAILABLE","magagamit"
"YES","oo"
"PICK_UP_DETAILS","Pick-up Detalye"
"DELIVERY_DETAILS","Mga Detalye ng Paghahatid"
"RESET","I-reset ang"
"SELECT_PARTNER","Piliin Partner"
"ASSIGN_TASKS","Magtalaga ng Mga nakakonektang Mga Gawain sa parehong Team at"
"ALL_TASKS","lahat"
"PICKUP_ADDRESS","pickup Address"
"END_TIME_GREATER","Oras ng Pagtatapos *"
"Task_DESCRIPTION","Task Paglalarawan"
"ADD_GEOFENCE","Magdagdag ng gawain address upang paganahin Geo-bakod filter."
"NO_GEOFENCE","Hindi ka pa \ 't-setup ang anumang Geo-bakod rehiyon pa"
"MATCHES_FILTER","ay tumutugma sa filter"
"AUTO","auto"
"MANUAL","manwal"
"NO_TEAM","Walang mga koponan na magagamit, mangyaring magdagdag ng isang team upang magpatuloy."
"NO_RESULT","Walang resulta"
"AUTOMATIC_ASSIGN","Awtomatikong magtalaga"
"PARTNER","kasosyo"
"DUPLICATE_STOP","Doblehin Stop"
"UPDATE_STOP","I-update Stop"
"CREATE_STOP","lumikha Stop"
"SELECT_A_PARTNER","Pumili ng isang Partner"
"ENTER_COMMA_SEPARATED_MSG","Pakipasok ang comma separated"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Mangyaring huwag paganahin ang auto-assignment upang paganahin ang pagkilala type ang wala."
"add_a_pickup_point","Magdagdag ng isang pickup point"
"add_another_pickup_point","Magdagdag ng isa pang pickup point"
"add_a_delivery_point","Magdagdag ng isang punto ng paghahatid"
"add_another_delivery_point","Magdagdag ng isa pang punto ng paghahatid"
"automatically","awtomatikong"
"ENTER_BARCODE","Ipasok Barcode"
"ALL_TEAMS","Lahat ng Mga Koponan"
"BATTERY_LAVEL","Battery Level"
"NEW","bago"
"COPY_DESC_STOP","Kopyahin paglalarawan sa lahat ng hinto"
"THIS_OVERRIDE_STOPS_DESC","Ito ay sasapaw sa lahat ng hinto ng paglalarawan"
"REASIGN_AGENT","muling italaga agent"
"assign_connected_task_to_same_agent","Magtalaga ng Mga nakakonektang Mga Gawain sa parehong Team at Agent"
"NOTES","Notes"
"EMAIL_OPTIONAL","Email (Opsiyonal)"
"DELIVER_BEFORE","Ihatid Bago"
"PICKUP_BEFORE","Pick-up Bago"
"OR","o"
"CLICK_OR_BROWSE","I-click upang mag-browse o drop ng isang file ng imahe"
"SHOW_COORDINATES","Ipakita ang mga Coordinate"
"REPEAT_HEADER","ulitin"
"REPEATS_HEADER","Pag-uulit"
"REPEATS_ON","Pag-uulit On"
"STARTS_ON","Pagsisimula Sa"
"ENDS_ON","nagtatapos Sa"
"AFTER_TEXT","pagkatapos"
"OCCURENCES_TEXT","occurences"
"ON_TEXT","sa"
"SUMMARY_TEXT","buod"
"DAILY","araw-araw"
"MONTHLY","buwanan"
"WEEKLY","lingguhan"
"YEARLY","taun-taon"
"ALTERNATE_DAYS","Kahaliling mga Araw"
"FORTNIGHTLY","makalipas ang dalawang linggo"
"ALL_DAYS","lahat ng araw"
"ENDS_AFTER","Magtatapos matapos"
"FORCE_ARRIVAL","Force Arrival"
"FORCE_COMPLETE","Force Complete"
"UNASSIGN","Huwag i-assign"
"FORCE","puwersa"
"ORDER_EDITED_MSG","Order na ito ay nai-edit sa JD, kaya ang data sa bagong OM ay maaaring maging mali. Mangyaring sumangguni sa sumusunod na link para sa mga eksaktong detalye -"
"KM","km"
"ORDER","pagkakasunud-sunod"
"DRIVER_INSTRUCTIONS","driver tagubilin"
"MERCHANT","Mangangalakal"
"AGENT","ahente"
"STOPS","Paghinto"
"STOP_ID","stop ID"
"DATE_TIME","Petsa-Time"
"PERFORM_MSG","Sigurado ka bang gusto mong upang maisagawa ang aksyon"
"FORCE_COMPLETE_ORDER","Force Complete Order"
"RIDE_DISTANCE","Pagsakay sa Distance"
"RETURN_DISTANCE","return Distance"
"PARKING_FARE","parking Fare"
"RIDE_TIME","Ride Time"
"PICKUP_DISTANCE","pickup Distance"
"PICKUP_WAITING_TIME","Pickup Naghihintay Time"
"DROP_ADDRESS","drop Address"
"ADD_REMARKS","Idagdag Remarks"
"ACTIVATE_recur_task","Gusto mo bang I-activate ang Nauulit gawain Idagdag on?"
"DEACTIVATE_recur_task","Gusto mo ba talagang i-deactivate ang iyong add on?"
"DEACTIVATE_recur_task_sub_text","Tandaan: Ang kasalukuyang aktibo umuulit na mga patakaran ay mananatiling aktibo at ang kanilang mga gawain ay lilikhain bilang bawat ang configuration. Upang paganahin ang mga ito, pakitanggal ang indibidwal na mga patakaran mula sa mga umuulit na pahina panuntunan detalye."
"ACTIVATE_tookan_client","Gusto mo bang I-activate ang Tookan Client Idagdag on?"
"ACTIVATE_tookan_partner","Gusto mo bang I-activate ang Tookan Partner Idagdag on?"
"DEACTIVATE_fugu_chat","Ito ay magde-deactivate Fugu chat para sa iyong app."
"ACTIVATE_rating_add_on","Gusto mo bang I-activate Rating Idagdag on?"
"ACTIVATE_barcode_add_on","Gusto mo bang I-activate Bar Code Idagdag on?"
"ACTIVATE_earning_pricing","buhayin Pagkamit at Pagpepresyo para sa iyong account"
"DEACTIVATE_earning_pricing","deactivate Pagkamit at Pagpepresyo para sa iyong account"
"deactivate_fugu_for_app","Ito ay magde-deactivate Fugu chat para sa iyong ahente ng app"
"fugu_for_business_app","Fugu Chat para sa iyong Negosyo App"
"activate_customer_rating","Ito ay buhayin Customer Rating sa iyong account."
"deactivate_customer_rating","Ito ay magde-deactivate Customer Rating sa iyong account."
"deactivate_bar_code","Ito ay magde-deactivate Bar Code para sa iyong account"
"activate_bar_code","Ito ay buhayin Bar Code para sa iyong account"
"idm_for_agent_app_activate","Ito ay buhayin Identity Management para sa iyong ahente App"
"customer_signup_app_activate","Ito ay buhayin Customer signup para sa iyong Customer App."
"till_end_of_march","Till katapusan ng Marso"
"go_to_fugu_dashboard","Pumunta sa Fugu Dashbaord"
"customer_signup_app_deactivate","Ito ay magde-deactivate Customer signup para sa iyong Customer App."
"idm_for_agent_app_deactivate","Ito ay magde-deactivate Identity Management para sa iyong ahente App"
"no_agent_matches","कोई एजेंट फ़िल्टर से मेल खाता"
"lower_case_category","वर्ग"
"HIDDEN_FIELD","nakatagong Field"
"TASK_TEMPLATES","Template"
"TEMPLATE_NAME","template Pangalan"
"READ_ONLY","Basahin lamang"
"ADD_CUSTOM_FIELD","Magdagdag ng Custom Field"
"CUSTOM_TEMPLATE_NAME","Pangalan Custom Template"
"DELETE_MSG","Sigurado ka ba? Na ito ay hindi maaaring bawiin."
"INPUT_TYPE_DROPDOWN","type Input: Dropdown"
"HELP_MSG_1","Kapag input uri ay dropdown, ipasok comma separated values ​​bilang field value. Ang mga comma separated values ​​ay lilitaw bilang mga pagpipilian para sa dropdown sa"
"APP","app"
"INPUT_TYPE_CHECKLIST","type Input: Checklist"
"HELP_MSG_2","Kapag input uri ay checklist, ipasok comma separated values ​​bilang field value.These comma separated values ​​ay lilitaw bilang mga pagpipilian para sa checklist sa"
"INPUT_TYPE_DATA_FUTURE","Input type: Petsa-Future"
"HELP_TEXT_3","pumunta sa"
"INPUT_TYPE_DATA_PAST","Input type: Petsa-nakaraang"
"HELP_TEXT_4","page. Kapag naidagdag na, ang"
"ADD_TEMPLATE","Idagdag Template"
"TABLE_DETAIL","Detalye Table"
"INPUT_TYPE","Uri ng input"
"NUMBER","numero"
"TEXT","teksto"
"TELEPHONE","telepono"
"HEADER_NAME","Pangalan header"
"ADD_MORE","Magdagdag pa"
"CUSTOM_FIELD_TEMPLATE","Custom Field Template"
"TEMPLATES_SUB_HEADING","Custom na mga patlang daan sa iyo upang makuha ang impormasyon sa isang form na ay tiyak sa iyong negosyo."
"EDIT_TEMPLATE","Edit Template"
"DUPLICATE_TEMPLATE","Duplicate Template"
"DELETE_TEMPLATE","Burahin Template"
"TEMPLATE_LIBRARY","template Library"
"ADD_TO_MY_TEMPLATE","Pagsamahin sa akin Template"
"SAMPLE_HELP_TEXT","Maaari mong i-edit ang template na ito, sa sandaling idagdag mo ito sa iyong listahan ng template."
"TEMPLATE_NAME_TOOLTIP","Magbigay ng isang madaling pangalan sa iyong template, sa gayon ay maaari mong piliin ang mga karapatan ng isa habang ang paglikha ng isang gawain. (Puwang ay hindi pinahihintulutan)"
"FIELD_NAME","Pangalan Field"
"ACTIONABLE","naaaksyunang"
"FIELD_MANDATE","Field Mandate"
"ADD_COLUMN","Idagdag Column"
"ADVANCED","advanced"
"APP_POPUP_NOTIFICATION","App Pop-up Abiso"
"APP_POPUP_NOTIFICATION_TOOLTIP","I-configure ang mga patlang na ay sumasalamin sa app pop-up notification kapag ang isang gawain ay ipinadala sa iyong Agent."
"PAYMENT_INVOICE_TEMPLATE","Pagbabayad Invoice Template"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Gumawa ng dynamic payment template invoice na ipapakita sa iyong Agent sa loob ng app, pagkatapos ng gawain ay complete.You ay maaari ding gamitin"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","sa loob ng app, pagkatapos ng mga gawain ay maaaring complete.You ring gamitin"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","arithmetic at kung-ibang mga formula"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","habang ang paglikha ng template na ito."
"FIELD_NAME_TOOLTIP","pangalan ng field sumasalamin direkta sa agent mobile app, kaya panatilihin ang mga ito kaugnay."
"APP_SIDE_DISPLAY_TOOLTIP","Pahintulot na basahin lamang (mga ahente ay maaari lamang makita), basahin at isulat (mga ahente ay maaaring magdagdag o baguhin ang mga field) o ito ay nakatago mula sa mga ahente."
"INPUT_TYPE_TOOLTIP","Patunayan ang data na ipinasok, gamit ang tamang uri ng data. Makakakuha ka ng mga pagpipilian tulad ng numero, email, text at higit pa ..."
"TEMPLATE_VALUE_TOOLTIP","Pre-tukuyin ang halaga ng patlang, idagdag ang halaga habang ang paglikha ng isang gawain o (na may basahin / isulat ang option) payagan ang mga ahente upang idagdag ang halaga mula sa mobile app."
"TEMPLATE_MANDATORY_TOOLTIP","Piliin kung ang patlang ay sapilitan o hindi sapilitan habang pagkumpleto ng mga gawain. (Agent ay hindi maaaring makumpleto ang gawain kung ipinag-uutos na mga patlang ay hindi napunan)"
"TEMPLATE_MANDATORY_TOOLTIP_1","I-configure ang mga pagpipilian na gusto mong pag-isipan ang"
"INVOICE_SAMPLE","Pagbabayad Invoice Sample Formulas"
"AIRTMETIC_TYPES","May mga iba't ibang uri ng arithmetic at kung-ibang mga expression na maaari mong gamitin upang bumuo ng isang dynamic na invoice. Nasa ibaba ang ilang mga halimbawa na maaari mong gamitin o baguhin depende sa iyong negosyo pangangailangan"
"SIMPLE_AIRTMETIC","simple Arithmetic"
"COMPLEX_AIRTMETIC","complex Arithmetic"
"SIMPLE_IF_ELSE","Simple kung-ibang (Kinakalkula Fare Batay sa distansya at oras)"
"COMPLEX_IF_ELSE","Complex kung-ibang"
"READ_MORE","Magbasa nang higit pa tungkol sa"
"HELP","Tulong"
"INPUT_TYPE_TEXT","Kapag input type ang dropdown o checklist, ipasok comma separated values ​​tulad ng field halaga. Ang mga comma separated values ​​ay lilitaw bilang mga pagpipilian para sa dropdown / checklist sa"
"MY_TEMPLATES","Aking Mga Template"
"SELECT_DATA_TYPE","Pumili ng uri ng data"
"DELETE","alisin"
"ALLOW_AGENT_INPUT","Payagan Agent Input"
"APP_SIDE_DISPLAY","App Side Display"
"MANDATORY","sapilitan"
"COLUMN","haligi"
"NONE_SELECTED","Walang napili"
"FIELD_1","larangan 1"
"FIELD_2","larangan 2"
"SELECT_TAG","Pumili ng Tag"
"TIME_SPENT_FOR_JOBS","Oras na ginugol sa trabaho"
"EARNING_RULE","Mga Kita Rule"
"RULE_NAME","Rule Pangalan"
"SAVE_TEMPLATE_MSG","Kailangan mong i-save ang template bago magdagdag ng Task Pagpepresyo at kita panuntunan panuntunan."
"ADD_RULE","Magdagdag ng Rule"
"DRIVER_EARNINGS","Mga Kita driver"
"FEES_EARNED_PER_TASK","Mga Bayarin kikitain sa bawat gawain"
"BASE_FARE","Pinagbabasehan na pamasahe"
"DURATION_FEE","duration Fee"
"DISTANCE_FEE","distance Fee"
"DEDUCTIONS","Bawas"
"FEES_DEDUCTED_PER_TASK","Mga Bayarin ibabawas sa bawat gawain"
"COMMISSION","komisyon"
"SAVE_CHANGES","I-save ang mga pagbabago"
"FORMULA_NAME","formula Pangalan"
"FORMULA","pormula"
"FINAL_EARNING","Final Kumita na"
"APPLY_TO","Mag apply sa"
"ALL_AGENTS","Lahat ng Ahente /"
"SELECTED_AGENTS","napiling Ahente"
"PICKUP_ONLY","pickup lamang"
"DELIVERY_ONLY","Delivery lamang"
"BOTH","Ang parehong mga pick-up & delivery"
"UPDATE_CHANGES","I-update ang Mga Pagbabago"
"ADDITIONS","mga karagdagan"
"TASK_PRICING_AND_EARNING_RULE","Task Pagpepresyo & Earning Rule"
"DEDUCTION","bawas"
"APPLIES_TO","nalalapat sa"
"DATE","petsa"
"DATE_FUTURE","Petsa-Hinaharap"
"DATE_PAST","Petsa-Nakalipas"
"DATETIME_FUTURE","Datetime-Hinaharap"
"DATETIME_PAST","Datetime-Nakalipas"
"EMAIL","email"
"URL","URL"
"TABLE","mesa"
"BARCODE","barcode"
"CHECKBOX","checkbox"
"CHECKLIST","checklist"
"DROPDOWN","dropdown"
"IMAGE","larawan"
"CAMERA_GALLERY","Camera at Gallery"
"CAMERA_ONLY","camera Only"
"NOT_MANDATORY","Hindi sapilitan"
"audio","ऑडियो"
"RATING","Marka"
"Ratings_&_REVIEW","Ratings At Review"
"EXPORT_TABLE_AS_CSV","I-export ang talahanayan bilang CSV"
"FEEDBACK","feedback"
"review","Pagsusuri"
"REFRESH","Refresh"
"TEAM_NAME","Pangalan ng Koponan"
"MANAGE_SCHEDULE","pamahalaan ang Iskedyul"
"SETTINGS","Mga Setting"
"SEARCH_BY_PLACEHOLDER","Paghahanap sa pamamagitan ng"
"SEARCH_BY_PLACEHOLDER_1","o Pangalan ng Koponan"
"BUSY","busy"
"UNAVAILABLE","Unavailable"
"AVAILABLE_HOURS","magagamit na Oras"
"BOOKED_TIME","Naka-book na Oras"
"AVAILABILITY","availability"
"UNAVAILABLE_TIME","Unavailable Time"
"NO_DATA","Walang Data Magagamit"
"JOBS_AVAILABLE","Mga Trabaho Magagamit"
"ENABLE_AVAILABILITY","Paganahin ang Availability"
"BILLING_DETAILS","Mga Detalye ng Pagsingil"
"UPGRADE_PLANS","I-upgrade ang Plan"
"NAME_OF_THE_PLAN","Pangalanan ng Plano"
"CHANGE_PLAN","Baguhin Plan"
"ACCOUNT_NAME","Pangalan ng account"
"NEXT_BILLING_DATE","Next Petsa ng Pagsingil"
"CREDIT_CARD_DETAILS","Mga detalye ng credit card"
"ADD_CARD","Idagdag Card"
"CHANGE_CARD","Baguhin Card"
"PAYMENT_HISTORY","Kasaysayan ng pagbabayad"
"RECEIPT_NUMEBR","Number resibo"
"AMOUNT","dami"
"BILLING_MONTH","Buwan Billing"
"TRAIL_PERIOD_EXPIRE","panahon ng pagsubok ay matatapos sa"
"PLAN","plano"
"EXPIRY_DATE","pagtapos"
"CREDITS","credits"
"CARD_DETAILS","Detalye ng Card"
"UPGRADE_PLAN","Mangyaring maghintay hanggang ika-1 ng susunod na buwan o i-upgrade ang iyong plano upang ipagpatuloy ang paggamit ng App."
"CURRENT_TOTAL","Ang iyong kasalukuyang negosyo ay nagsasangkot ng isang kabuuang"
"CURRENT_TOTAL_AND","at"
"CHOOSE_PLAN","Pumili ng Plan"
"PAYABLE_MONTHLY","payable Monthly"
"BASED","batay"
"SHORT_BUSINESSES","Lalong kanais-nais para sa mga negosyo na may maikling duration gawain"
"DEALING_LARGE","May pakinabang kapag pagharap sa napakalaking pool ng Mga Gawain laban countable workforce."
"AGAINST_WORKFORCE","laban countable workforce."
"UNLIMITED","walang hangganan"
