"key","value"
"ROUTE_OPTIMIZATION_PARAMETERS","Válassza az Útvonal optimalizálás paraméterek"
"OPTIMIZED_VIA","Az útvonalak optimalizálható keresztül"
"ENTER_CUSTOM_LOCATION","Írja Egyéni hely"
"TASK_DURATION","Az időtartama feladat alapértelmezés szerint megegyezik az 5 perc, de lehet testre a Custom feladat időtartamát opció."
"DURATION_DEFAULT","Az időtartama feladat alapértelmezés szerint megegyezik különbség befejezési idejét és a kezdés ideje, de lehet testre a Custom feladat időtartamát opció."
"DEFAULT_5MINUTES","Feladat időtartama 5 perc alapértelmezett"
"DURATION_DIFFERENCE","Feladat időtartama különbség kezdő és befejező időpontját az alapértelmezett."
"PER","per"
"CONSIDER_PICKUP_DELIVERY_TIME","Tekintsük Pick-Up és a szállítási idő"
"MINIMIZE_DRIVE_TIME","Az ügynök minimalizálása a vezetési idő"
"DRIVE_ON_TIME_END","Az ügynök mindig időben érkezik"
"WILL_BE_OPTIMIZE_TASK","feladat lesz optimalizálva belül vége idő korlátok, de okozhatja nem hozzárendelt feladat"
"WILL_BE_OPTIMIZE_ENTIRE_TASK","feladat lesz optimalizálva egész nap, függetlenül attól, feladat befejezési idő"
"custom_task_duration","Egyéni feladat időtartamát"
"MAX_task_per_fleet","LEGNAGYOBB TASK PER Agent"
"routed_task","irányított feladat"
"ASSIGN_AGENTS","Assign minőségben"
"SELECT_TEAM","Válassz csapatot"
"SUBMIT","beküldése"
"DETAILS","Részletek"
"ADDRESS","Cím"
"CUSTOMER_NAME","Ügyfél neve"
"CUSTOMER_PHONE","Ügyfél Phone"
"TASK_ID","feladat ID"
"TASK_DETAILS","feladat Részletek"
"TASK_TYPE","feladat típusa"
"DESCRIPTION","Leírás"
"TASK_STATUS","feladat állapota"
"CUSTOMER_DETAILS","Vásárló adatai"
"COMPLETE_TIME","teljes idő"
"THIS","Ez"
"DELETED","törölve"
"ADD_AGENT","Add Agent"
"LAST_NAME","Vezetéknév"
"PHONE","Telefon"
"ASSIGN","Hozzárendelni"
"SCHEDULE_PERMISSIONS","Menetrend Engedélyek ügynökök"
"CONTACT","Kapcsolatba lépni"
"NAME","Mi a neved"
"TIMELINE","Idővonal"
"NO_TIMELINE","Nem időrendben rendelkezésre álló idő"
"NOT_UPDATED","Nem frissített"
"LAST_STOPPAGE_TIME","Az utolsó leállás ideje"
"LAST_MOVING_TIME","Utolsó Mozgó Idő"
"AGENTS","Keresés minőségben"
"STATUS","Állapot"
"TASK_DESCRIPTION","Feladatleírás"
"CUSTOM_FIELDS","Szokás"
"REFERENCE_IMAGE","Referencia kép"
"ACTIVITY_TIMELINE","Activity Timeline"
"PATH_HISTORY","path története"
"START_BEFORE","Kezdés előtt"
"COMPLETE_BEFORE","komplett előtt"
"CUSTOMER","Vevő"
"TOTAL_TIME_TAKEN","Teljes ideje"
"DISTANCE_TRAVELLED","megtett távolság"
"REASSIGN","újrarendelése"
"EDIT_TASKS","Feladat szerkesztése"
"DUPLICATE_TASKS","Ismétlődő feladat"
"CHANGE_STATUS","Állapotváltozás"
"DELETE_TASKS","Tevékenység törlése"
"Export_Tasks","export Feladat"
"CUSTOMER_RATING","Értékelés"
"TASK_DETAIL","Részletek"
"HISTORY","Történelem"
"CONNECTED_TASKS","azokhoz kapcsolódó feladatok"
"TRACKING_LINK","Tracking link"
"CLICK_TO_TRACK","Kattintson ide, hogy nyomon"
"PENDING","Függőben levő"
"COMPLETED","befejezték"
"CANCELLED","Törölve"
"NO_TASKS","Nincs az a feladat áll a nap"
"TEAM","Csapat"
"SEEN","Látott"
"UNSEEN","észrevétlen"
"SEARCH_FLEET","Keresés"
"FLEET_RIGHT_2_TEXT_1","Minden"
"FLEET_TEAM","Csapat"
"FLEET_NAME","Ügynök neve"
"FLEET_ID","Agent Id"
"FLEET_EMAIL","Email"
"FLEET_TAGS","Címkék"
"PERMISSIONS","Engedélyek"
"ACTIVATE","Aktiválja"
"MANAGER_RIGHT_2_CLICK_HERE","Kattints ide"
"SCHEDULE","Menetrend fiókjában."
"CONTROL","Ellenőrzés"
"MANAGER","Menedzser"
"SUB_HEADER","Set Default munkaideje az ügynök"
"SUB_HEADER_2","Hozzáférési jogokat a menedzser"
"MANAGER_RIGHT_1","Menedzserek nem tud hozzáférni"
"MANAGER_RIGHT_2","A kezelők megtekinthetik és szerkesztheti"
"MANAGER_RIGHT_2_TEXT_1","Minden vezetők elérheti az alapértelmezett."
"MANAGER_RIGHT_2_TEXT_2","megváltoztatni ezt a beállítást."
"SUB_HEADER_3","Hozzáférési jogokat a"
"FLEET_RIGHT_1","nem tud hozzáférni"
"FLEET_RIGHT_2","megtekintheti és szerkesztheti"
"FLEET_RIGHT_2_TEXT_2","elérheti az alapértelmezett."
"FLEET_RIGHT_2_TEXT_3","megváltoztatni ezt a beállítást."
"UPDATE_MANAGER_PERMISSIONS","Update Manager Engedélyek"
"SET_MANAGER_RIGHTS","Állítsa megtekintése és szerkesztése Jogokat Kezelő"
"SEARCH_MANAGER","Keresés menedzser"
"MANGER_NAME","menedzser neve"
"MANGER_EMAIL","vezető E-mail"
"MANGER_TEAM","manager Team"
"MANAGER_ID","ID"
"SEARCH_TEAM","Search csapat"
"CANCEL_FILTERS","Mégsem szűrők"
"SET_FLEET_RIGHTS","Állítsa megtekintése és szerkesztése jogok a"
"SEARCH_TAG","Keresés címke"
"STEP","Lépés"
"OF","nak,-nek"
"VIEW_ONLY","Csak megtekintésre"
"VIEW&EDIT","Megtekintheti és szerkesztheti"
"SEARCH_MANAGER_PLACEHOLDER","menedzser neve"
"CUSTOM_RIGHT_AGENT","Úgy állította be szokás jog minden"
"update_agent_schedule","Frissítés Munkavállalói ütemezése"
"activate_agent_schedule","Aktiválása Munkavállalói ütemezése"
"search_customer","Keresés Ügyfél"
"IMPORT_CSV","import CSV"
"SELECT_FILE","Válaszd ki a fájlt"
"IMPORT_CUSTOMERS","import ügyfelek"
"CLICK_HERE_TEXT","letölthető CSV fájlba sablon minta értékeket ügyfél adatait import"
"DRAG_DROP","Drag & Drop CSV fájl"
"GET_IN_TOUCH","Felveszi a kapcsolatot"
"SELECT_TEMPLATE","Sablon kiválasztása"
"CREATE_TASK_VIA_CSV","Készítsen Feladatok CSV"
"DOWNLOAD_SAMPLE_FILE","Letöltés Mintafájlból"
"HAVE_CUSTOM_FILE","Van egy egyéni fájl?"
"SELECT_CUSTOM_FIELD","Jelölje be az Egyéni mező Template"
"REMOVE_TEMPLATE","Sablon eltávolítása"
"DROP_FILE","Dobd a csatolni kívánt fájlt, vagy"
"BROWSE","Tallózás"
"CSV_UPLOAD","CSV feltöltési jelentés"
"REASON","Ok"
"UPLOAD_STATUS","Feltöltés állapota"
"SUCCESS","Siker"
"FAILED","nem sikerült"
"DELIVERY","kézbesítés"
"PICK_UP","Felvenni"
"CSV","CSV"
"CREATE","Teremt"
"PICKUP","Felvenni"
"APP_ADD_REQ","Kinevezés cím szükséges"
"ENSURE_FIELDS_BEFORE_UPLOAD","Kérjük, hogy a fejléc mezők minta CSV nem módosulnak a feltöltés előtt."
"FOR","mert"
"HEADING","Fiókbeállítás"
"NEW_TASK","Új feladat"
"AUTO_ASSIGN","Automatikus hozzárendelés"
"SELECT_AGENTS","Select minőségben"
"HELP_TEXT_1","Nincs aktív"
"CHANGE_TASK_STATUS","Változás feladat állapotát"
"SELECT_A_TEAM","Válasszon egy csapat előtt optimalizálja az útvonalat"
"HELP_TEXT_2","Hozzáadni"
"SELECT_DELIVERY_OPTIONS","Select szállítási lehetőségek megtekintéséhez mezők"
"SELECT_PICKUP_OPTIONS","Válassza pick up opciók megtekintéséhez mezők"
"LATITUDE","Szélességi kör"
"LONGITUDE","Hosszúság"
"DELIVERY_ADDRESS","Szállítási cím"
"TIMINGS","időzítések"
"PICKUP_TIME","Indulás ideje"
"GREATER_TIME","Idő nagyobbnak kell lennie, mint a jelenlegi időt"
"DELIVERY_TIME","Szállítási idő"
"START_TIME","Kezdési idő"
"END_TIME","Idő vége"
"ENT_TIME_GREATER","Vége idő nagyobb, mint a Start időt"
"CLIENT","Ügyfél"
"REFERENCE_IMAGES","Referencia képek"
"ENABLE","Engedélyezze"
"LABEL","Címke"
"VALUE","mező Érték"
"ACTION","Akció"
"ADD_ROW","Sor hozzáadása"
"BUSSINESS_NAME","Vállalkozás neve"
"MERCHANT_CONTACT","Merchant Kapcsolat"
"PICKUP_POINT","Felvevő pont"
"START_WITH","Kezdeni valamivel"
"LOCATION","elhelyezkedés"
"ADD_CUSTOM_FIELDS","Add Custom Fields"
"DELIVERY_TIME_GREATER","Szállítási idő nagyobb, mint a Pick-up idő."
"REPEAT_TASK","feladat ismétlését"
"ASIGN_AGENT","Rendeljen Agent"
"VIA_PARTNER","via Partner"
"CREATE_TASK","létrehozni feladatot kb."
"MANUALLY","Manuálisan"
"SWITCH_GEO_ON","Be Geo-kerítés"
"SELECT_AGENT","Select_Agent"
"NO","Nem"
"AVAILABLE","Elérhető"
"YES","Igen"
"PICK_UP_DETAILS","Pick-up Részletek"
"DELIVERY_DETAILS","szállítás részletei"
"RESET","Visszaállítás"
"SELECT_PARTNER","Válassza Partner"
"ASSIGN_TASKS","Rendeljen Connected feladatok azonos csapat és"
"ALL_TASKS","Minden"
"PICKUP_ADDRESS","Felvételi cím"
"END_TIME_GREATER","Idő vége*"
"Task_DESCRIPTION","Feladatleírás"
"ADD_GEOFENCE","Új feladat címét, hogy Geo-kerítés szűrőt."
"NO_GEOFENCE","Ön haven \ 't telepítést bármely Geo-kerítés régiók még"
"MATCHES_FILTER","illeszkedik a szűrő"
"AUTO","kocsi"
"MANUAL","Kézikönyv"
"NO_TEAM","Nem csapatok elérhető, kérjük add a csapat továbbra is."
"NO_RESULT","Nincs eredmény"
"AUTOMATIC_ASSIGN","Automatikus hozzárendelése"
"PARTNER","Partner"
"DUPLICATE_STOP","Ismétlődő leállítása"
"UPDATE_STOP","frissítés leállítása"
"CREATE_STOP","Készítsen leállítása"
"SELECT_A_PARTNER","Válasszon partnert"
"ENTER_COMMA_SEPARATED_MSG","Kérjük, adja meg vesszővel elválasztva"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Kérjük, kapcsolja ki az automatikus hozzárendelés lehetővé teszi elismervényt típus sem."
"add_a_pickup_point","Add a pickup pont"
"add_another_pickup_point","Újabb felvétel pont"
"add_a_delivery_point","Add a szállítási pont"
"add_another_delivery_point","Újabb szállítási pont"
"automatically","automatikusan"
"ENTER_BARCODE","Írja Vonalkód"
"ALL_TEAMS","Minden csapatok"
"BATTERY_LAVEL","Battery Level"
"NEW","Új"
"COPY_DESC_STOP","Másolás leírás minden megálló"
"THIS_OVERRIDE_STOPS_DESC","Ez felülírja az összes megáll leírás"
"REASIGN_AGENT","újrarendelése ügynök"
"assign_connected_task_to_same_agent","Rendeljen Connected feladatok azonos csapat és meghatalmazott"
"NOTES","Megjegyzések"
"EMAIL_OPTIONAL","E-mail (opcionális)"
"DELIVER_BEFORE","Deliver előtt"
"PICKUP_BEFORE","Pick-up előtt"
"OR","Vagy"
"CLICK_OR_BROWSE","Kattintson böngészni vagy csepp egy képfájlt"
"SHOW_COORDINATES","megjelenítése koordinátái"
"REPEAT_HEADER","Ismétlés"
"REPEATS_HEADER","ismétlődés"
"REPEATS_ON","ismétlődik"
"STARTS_ON","kezdődik"
"ENDS_ON","ér véget"
"AFTER_TEXT","Után"
"OCCURENCES_TEXT","előfordulás"
"ON_TEXT","Tovább"
"SUMMARY_TEXT","összefoglalás"
"DAILY","Napi"
"MONTHLY","Havi"
"WEEKLY","Heti"
"YEARLY","Évi"
"ALTERNATE_DAYS","másnaponta"
"FORTNIGHTLY","Kétheti"
"ALL_DAYS","minden nap"
"ENDS_AFTER","után véget ér"
"FORCE_ARRIVAL","Force Érkezés"
"FORCE_COMPLETE","Force Complete"
"UNASSIGN","Unassign"
"FORCE","Erő"
"ORDER_EDITED_MSG","Ez a rendelet szerkesztettek JD, így az adatok az új OM lehet hibás. Kérjük, olvassa el az alábbi linket a pontos adatokkal -"
"KM","km"
"ORDER","Sorrend"
"DRIVER_INSTRUCTIONS","Pilóta utasítások"
"MERCHANT","Kereskedő"
"AGENT","Ügynök"
"STOPS","Leállítja"
"STOP_ID","megálló azonosítója"
"DATE_TIME","Dátum idő"
"PERFORM_MSG","Biztosan el akarja végezni ezt a műveletet"
"FORCE_COMPLETE_ORDER","Force Complete Order"
"RIDE_DISTANCE","Ride Távolság"
"RETURN_DISTANCE","Vissza távolsága"
"PARKING_FARE","parkolás Fare"
"RIDE_TIME","Ride idő"
"PICKUP_DISTANCE","Pickup Távolság"
"PICKUP_WAITING_TIME","Pickup Várakozási idő"
"DROP_ADDRESS","csepp Cím"
"ADD_REMARKS","Add Megjegyzések"
"ACTIVATE_recur_task","Szeretné aktiválni a ismétlődő feladat hozzáadása az?"
"DEACTIVATE_recur_task","Tudni szeretné, hogy deaktiválja add on?"
"DEACTIVATE_recur_task_sub_text","Megjegyzés: A jelenleg aktív visszatérő szabályok továbbra is aktív marad, és feladatuk lesz létrehozva, mint egy a konfigurációt. Ahhoz, hogy tiltsa le őket, törölje egyes szabályok a visszatérő szabály részletes oldal."
"ACTIVATE_tookan_client","Szeretné aktiválni a Tookan Client Add on?"
"ACTIVATE_tookan_partner","Szeretné aktiválni a Tookan Partner hozzáadása történik?"
"DEACTIVATE_fugu_chat","Ez kikapcsolja Fugu beszélgetés az alkalmazásához."
"ACTIVATE_rating_add_on","Szeretné aktiválása Értékelés hozzáadása on?"
"ACTIVATE_barcode_add_on","Szeretné aktiválása Bar Code Add on?"
"ACTIVATE_earning_pricing","aktiválja bevételt hozó és árak fiókja"
"DEACTIVATE_earning_pricing","kikapcsolása bevételt hozó és árak fiókja"
"deactivate_fugu_for_app","Ez kikapcsolja Fugu beszélgetés a szer app"
"fugu_for_business_app","Fugu Chat a Business App"
"activate_customer_rating","Ez aktiválja Értékelés fiókjában."
"deactivate_customer_rating","Ez kikapcsolja Értékelés fiókjában."
"deactivate_bar_code","Ez kikapcsolja Bar Code fiókja"
"activate_bar_code","Ez aktiválja Bar Code fiókja"
"idm_for_agent_app_activate","Ez aktiválja Identity Management a szer App"
"customer_signup_app_activate","Ez aktiválja az Ügyfél Iratkozz fel a Megrendelő App."
"till_end_of_march","Till március végén"
"go_to_fugu_dashboard","Ide Fugu Dashbaord"
"customer_signup_app_deactivate","Ez kikapcsolja az Ügyfél Iratkozz fel a Megrendelő App."
"idm_for_agent_app_deactivate","Ez kikapcsolja Identity Management a szer App"
"no_agent_matches","Nem szer megfelel-e a szűrő"
"lower_case_category","kategória"
"HIDDEN_FIELD","Rejtett mező"
"TASK_TEMPLATES","sablonok"
"TEMPLATE_NAME","sablon neve"
"READ_ONLY","Csak olvasható"
"ADD_CUSTOM_FIELD","Saját mező hozzáadása"
"CUSTOM_TEMPLATE_NAME","Egyedi sablon neve"
"DELETE_MSG","biztos vagy ebben? Ezt nem lehet visszacsinálni."
"INPUT_TYPE_DROPDOWN","Bemenet típusa: Legördülő"
"HELP_MSG_1","Ha a bemenet típusa legördülő helyezze vesszővel elválasztott értékek mező értéke. Ezek vesszővel elválasztott értékek jelennek meg a lehetőségek a legördülő menüben a"
"APP","App"
"INPUT_TYPE_CHECKLIST","Bemenet típusa: Ellenőrző lista"
"HELP_MSG_2","Ha a bemenet típusa lista, helyezze vesszővel elválasztott értékek terén value.These vesszővel elválasztott értékek jelennek meg opciókat ellenőrző listát"
"INPUT_TYPE_DATA_FUTURE","Bemenet típusa: Date-Future"
"HELP_TEXT_3","menj"
"INPUT_TYPE_DATA_PAST","Bemenet típusa: Date-múlt"
"HELP_TEXT_4","oldal. Miután ez megtörtént, a"
"ADD_TEMPLATE","Add sablon"
"TABLE_DETAIL","táblázat adatai"
"INPUT_TYPE","input Type"
"NUMBER","Szám"
"TEXT","Szöveg"
"TELEPHONE","telefon"
"HEADER_NAME","fejléc neve"
"ADD_MORE","Adj hozzá többet"
"CUSTOM_FIELD_TEMPLATE","Egyedi mező sablonok"
"TEMPLATES_SUB_HEADING","Egyéni mezők lehetővé teszi, hogy rögzítse az adatokat olyan formában, hogy az adott üzletágra."
"EDIT_TEMPLATE","Sablon szerkesztése"
"DUPLICATE_TEMPLATE","Ismétlődő Template"
"DELETE_TEMPLATE","Sablon törlése"
"TEMPLATE_LIBRARY","Template Library"
"ADD_TO_MY_TEMPLATE","Hozzáadás a Saját sablonok"
"SAMPLE_HELP_TEXT","Akkor sablon szerkesztésére, ha egyszer add meg a sablon lista."
"TEMPLATE_NAME_TOOLTIP","Adj egy egyszerű nevet a sablon, így kiválaszthatja a megfelelőt létrehozása közben egy feladatot. (Szóköz nem engedélyezett)"
"FIELD_NAME","Mező neve"
"ACTIONABLE","Perelhető"
"FIELD_MANDATE","Field megbízás"
"ADD_COLUMN","oszlop hozzáadása"
"ADVANCED","Fejlett"
"APP_POPUP_NOTIFICATION","App Pop-up értesítések"
"APP_POPUP_NOTIFICATION_TOOLTIP","Állítsa be a mezőket, amelyek tükrözik az alkalmazás pop-up értesítést, ha egy feladatot küld az ügynök."
"PAYMENT_INVOICE_TEMPLATE","Fizetési számla sablon"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Hozzon létre egy dinamikus kifizetési számla sablon lesz látható a meghatalmazott az alkalmazáson belül, miután a feladat complete.You is használhatja"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","Az alkalmazáson belül, miután a feladat complete.You is használható"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","aritmetikai és if-else képletek"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","míg létre ezt a sablont."
"FIELD_NAME_TOOLTIP","Mezőnevek tükrözik közvetlenül az ügynök mobil app, így tartani őket releváns."
"APP_SIDE_DISPLAY_TOOLTIP","Engedély csak olvasható (ügynökök csak látni), olvasni és írni (ügynökök hozzá vagy módosítsa a mező), vagy el van rejtve a szerek."
"INPUT_TYPE_TOOLTIP","Érvényesítse a bevitt adatokat, a megfelelő adattípust. Kapsz lehetőségek, mint a szám, e-mail, szöveges és tovább ..."
"TEMPLATE_VALUE_TOOLTIP","Pre-értékének meghatározása a mezőben adja meg az értéket, míg létre egy feladatot, vagy (olvasási / írási opció) lehetővé teszi ügynökök, hogy az érték a mobil app."
"TEMPLATE_MANDATORY_TOOLTIP","Válassza ki, hogy a mező kötelező, vagy nem kötelező, míg a feladat elvégzése. (Agent nem tudja befejezni a feladatot, ha a kötelező mezők nincsenek kitöltve)"
"TEMPLATE_MANDATORY_TOOLTIP_1","Konfigurálja a beállításokat szeretné, hogy az tükrözze a"
"INVOICE_SAMPLE","Fizetési számla mintaképletek"
"AIRTMETIC_TYPES","Vannak különböző típusú aritmetikai és if-else kifejezéseket lehet használni annak érdekében, hogy létrehoz egy dinamikus számlát. Az alábbiakban néhány példát, amelynek segítségével vagy módosíthatja attól függően, hogy az üzleti követelmények"
"SIMPLE_AIRTMETIC","egyszerű számtani"
"COMPLEX_AIRTMETIC","összetett aritmetikai"
"SIMPLE_IF_ELSE","Egyszerű if-else (számítása Fare alapján a távolság és idő)"
"COMPLEX_IF_ELSE","Komplex if-else"
"READ_MORE","Bővebben erről"
"HELP","Segítség"
"INPUT_TYPE_TEXT","Ha a bemenet típusa legördülő vagy lista, helyezze vesszővel elválasztott értékek mező értéke. Ezek vesszővel elválasztott értékek jelennek meg opciókat legördülő / ellenőrző listát"
"MY_TEMPLATES","Saját sablonok"
"SELECT_DATA_TYPE","Select adattípus"
"DELETE","Töröl"
"ALLOW_AGENT_INPUT","Hagyjuk Agent Input"
"APP_SIDE_DISPLAY","App Side megjelenítése"
"MANDATORY","Kötelező"
"COLUMN","Oszlop"
"NONE_SELECTED","Egy sincs kiválasztva"
"FIELD_1","mező 1"
"FIELD_2","2. mező"
"SELECT_TAG","Jelölje ki a Tag"
"TIME_SPENT_FOR_JOBS","Töltött idő a munkahely"
"EARNING_RULE","Bevételek szabály"
"RULE_NAME","szabály neve"
"SAVE_TEMPLATE_MSG","Meg kell menteni a sablont, majd egy feladat árak és a kereső szabály szabály."
"ADD_RULE","szabály hozzáadása"
"DRIVER_EARNINGS","Pilóta Bevételek"
"FEES_EARNED_PER_TASK","Díjak szerzett egy feladat"
"BASE_FARE","Alapdíj"
"DURATION_FEE","Időtartam díj"
"DISTANCE_FEE","Távolság díj"
"DEDUCTIONS","levonások"
"FEES_DEDUCTED_PER_TASK","Díjak levonásra feladatonként"
"COMMISSION","jutalék"
"SAVE_CHANGES","Változtatások mentése"
"FORMULA_NAME","Formula neve"
"FORMULA","Képlet"
"FINAL_EARNING","végső bevételt hozó"
"APPLY_TO","Vonatkoznak"
"ALL_AGENTS","Minden minőségben /"
"SELECTED_AGENTS","Válogatott minőségben"
"PICKUP_ONLY","Pickup csak"
"DELIVERY_ONLY","szállítás csak"
"BOTH","Mindkét pick-up és szállítás"
"UPDATE_CHANGES","frissítés változások"
"ADDITIONS","kiegészítések"
"TASK_PRICING_AND_EARNING_RULE","Feladat árak & bevételt hozó szabály"
"DEDUCTION","Levonás"
"APPLIES_TO","Vonatkozik"
"DATE","Dátum"
"DATE_FUTURE","Date-Future"
"DATE_PAST","Date-Past"
"DATETIME_FUTURE","Datetime-Future"
"DATETIME_PAST","Datetime-Past"
"EMAIL","Email"
"URL","URL"
"TABLE","asztal"
"BARCODE","Vonalkód"
"CHECKBOX","jelölőnégyzetet"
"CHECKLIST","Ellenőrző lista"
"DROPDOWN","Ledob"
"IMAGE","Kép"
"CAMERA_GALLERY","Kamera és Galéria"
"CAMERA_ONLY","Csak kamera"
"NOT_MANDATORY","nem kötelező"
"audio","Hang"
"RATING","Értékelés"
"Ratings_&_REVIEW","Értékelések és felülvizsgálat"
"EXPORT_TABLE_AS_CSV","Táblázat exportálása CSV"
"FEEDBACK","Visszacsatolás"
"review","Felülvizsgálat"
"REFRESH","Frissítés"
"TEAM_NAME","Csapat név"
"MANAGE_SCHEDULE","Kezelés ütemezése"
"SETTINGS","Beállítások"
"SEARCH_BY_PLACEHOLDER","Keresés"
"SEARCH_BY_PLACEHOLDER_1","vagy csapat neve"
"BUSY","Elfoglalt"
"UNAVAILABLE","Nem érhető el"
"AVAILABLE_HOURS","Elérhető időpontok"
"BOOKED_TIME","lefoglalva idő"
"AVAILABILITY","Elérhetőség"
"UNAVAILABLE_TIME","Elérhetetlen idő"
"NO_DATA","Nincs elérhető adat"
"JOBS_AVAILABLE","állás"
"ENABLE_AVAILABILITY","engedélyezze a szabad"
"BILLING_DETAILS","Számlázási adatok"
"UPGRADE_PLANS","frissítési terv"
"NAME_OF_THE_PLAN","Neve terv"
"CHANGE_PLAN","Változás terv"
"ACCOUNT_NAME","Felhasználónév"
"NEXT_BILLING_DATE","Következő számlázás dátuma"
"CREDIT_CARD_DETAILS","Bankkártya adatok"
"ADD_CARD","Add Card"
"CHANGE_CARD","Change Card"
"PAYMENT_HISTORY","fizetési előzmények"
"RECEIPT_NUMEBR","Nyugta száma"
"AMOUNT","Összeg"
"BILLING_MONTH","számlázási hónap"
"TRAIL_PERIOD_EXPIRE","Próbaidőszak lejár"
"PLAN","Terv"
"EXPIRY_DATE","Lejárat"
"CREDITS","Credits"
"CARD_DETAILS","Card részletek"
"UPGRADE_PLAN","Kérjük, várjon, amíg 1. a következő hónapban, vagy frissíteni a terved, hogy továbbra is használja az App."
"CURRENT_TOTAL","A jelenlegi üzleti magában összesen"
"CURRENT_TOTAL_AND","és"
"CHOOSE_PLAN","Válasszon terv"
"PAYABLE_MONTHLY","havonta fizetendő"
"BASED","székhelyű"
"SHORT_BUSINESSES","Előnyös a vállalkozások rövid időtartamú feladatok"
"DEALING_LARGE","Előnyös, ha foglalkoznak nagy medence Feladatok megszámlálható munkaerő."
"AGAINST_WORKFORCE","ellen megszámlálható munkaerő."
"UNLIMITED","Korlátlan"
"BUSINESSES_INVOLVING","Előnyös a vállalkozások bevonásával feladatok több munkanap befejezésének ideje."
"MULTIPLE_DAYS","több munkanap befejezésének ideje."
"PAY_JUST","Fizessen csak a"
"UNDERTAKEN","vállalt"
"NO_RESTRICTION","Nincs korlátozás a munkaerő"
"FREE_FOREVER","szabad Mindig"
"ALLOW_USAGE","Hagyjuk használata csak 3 ügynökök"
"UPTO_300","Akár 300 Feladatok havonta"
"PER_MONTH","havonta"
"NO_BILLS","Nem számlák örökre"
"PAY_PER_AGENTS","Pay per Agent"
"CARD_NUMBER","Kártyaszám"
"SKIP","Skip"
"CANCEL","Megszünteti"
"NO_CARD","Nem hitelkártya hozzáadott tartalom"
"CHOOSE_RIGHT_PLAN","Válassza ki a megfelelő terv az Ön"
"MONTH","Hónap"
"ALLOW_USAGE_ONLY","Hagyjuk használata csak"
"ADDIIONAL_STOP_SAME_TASK","További megállna ugyanazt a feladatot"
"BULK_TASK","Tömeges feladat"
"TASK_EMI","feladat EMI"
"TASK_BASED","feladatalapú"
"CURRENT_PLAN","jelenlegi terv"
"DELETE_ACCOUNT","Fiók törlése"
"TOTAL_PENDING_PAYMENT","Összesen függőben fizetés"
"INVOICE","Számla"
"UPTO","Akár"
"MMYY","mm / nn"
"CVV","CVV"
"TASKPER_MOTH","Feladatok havonta"
"UNLIMITED_TASK","Korlátlan Feladatok per Agent"
