"key","value"
"ENT_TIME_GREATER","结束时间应该比启动时间大"
"CLIENT","客户"
"REFERENCE_IMAGES","参考图片"
"ENABLE","启用"
"LABEL","标签"
"VALUE","字段值"
"ACTION","行动"
"ADD_ROW","添加一行"
"BUSSINESS_NAME","公司名称"
"MERCHANT_CONTACT","商家联系"
"PICKUP_POINT","接送点"
"START_WITH","从...开始"
"LOCATION","位置"
"ADD_CUSTOM_FIELDS","添加自定义字段"
"DELIVERY_TIME_GREATER","交货时间应该比接送时间更大。"
"REPEAT_TASK","重复任务"
"ASIGN_AGENT","指定代理"
"VIA_PARTNER","通过合作伙伴"
"CREATE_TASK","从应用程序创建任务。"
"MANUALLY","手动"
"SWITCH_GEO_ON","开关在地理围栏"
"SELECT_AGENT","Select_Agent"
"NO","没有"
"AVAILABLE","可得到"
"YES","是"
"PICK_UP_DETAILS","接机详细信息"
"DELIVERY_DETAILS","交货细节"
"RESET","重启"
"SELECT_PARTNER","选择合作伙伴"
"ASSIGN_TASKS","分配任务已连接到同一个团队和"
"ALL_TASKS","所有"
"PICKUP_ADDRESS","取件地址"
"END_TIME_GREATER","时间结束*"
"Task_DESCRIPTION","任务描述"
"ADD_GEOFENCE","添加任务的地址，以使电子围栏过滤器。"
"NO_GEOFENCE","你的避风港\'吨设置任何围栏区还"
"MATCHES_FILTER","该过滤器匹配"
"AUTO","汽车"
"MANUAL","手册"
"NO_TEAM","没有球队可用的，请添加队继续。"
"NO_RESULT","没有结果"
"AUTOMATIC_ASSIGN","自动分配"
"PARTNER","伙伴"
"DUPLICATE_STOP","复制停止"
"UPDATE_STOP","更新停止"
"CREATE_STOP","创建停止"
"SELECT_A_PARTNER","选择合作伙伴"
"ENTER_COMMA_SEPARATED_MSG","请输入逗号分隔"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","请停用自动分配，使确认类型没有。"
"add_a_pickup_point","添加提货点"
"add_another_pickup_point","添加其他拾音点"
"add_a_delivery_point","添加一个传送点"
"add_another_delivery_point","添加另一个传送点"
"automatically","自动"
"ENTER_BARCODE","输入条码"
"ALL_TEAMS","所有的球队"
"BATTERY_LAVEL","电池电量"
"NEW","新"
"COPY_DESC_STOP","复制描述浑身解数"
"THIS_OVERRIDE_STOPS_DESC","这将覆盖所有站说明"
"REASIGN_AGENT","重新分配剂"
"assign_connected_task_to_same_agent","分配任务已连接到同一个团队和代理"
"NOTES","笔记"
"EMAIL_OPTIONAL","电子邮件（可选）"
"DELIVER_BEFORE","前交付"
"PICKUP_BEFORE","接机前"
"OR","要么"
"CLICK_OR_BROWSE","点击浏览或删除一个图像文件"
"SHOW_COORDINATES","显示坐标"
"REPEAT_HEADER","重复"
"REPEATS_HEADER","重复"
"REPEATS_ON","反复进行"
"STARTS_ON","开始于"
"ENDS_ON","结束于"
"AFTER_TEXT","后"
"OCCURENCES_TEXT","OCCURENCES"
"ON_TEXT","上"
"SUMMARY_TEXT","概要"
"DAILY","日常"
"MONTHLY","每月一次"
"WEEKLY","每周"
"YEARLY","每年"
"ALTERNATE_DAYS","隔日"
"FORTNIGHTLY","半月刊"
"ALL_DAYS","每天"
"ENDS_AFTER","之后结束"
"FORCE_ARRIVAL","部队到达"
"FORCE_COMPLETE","强制完成"
"UNASSIGN","取消分配"
"FORCE","力"
"ORDER_EDITED_MSG","此订单已编辑的JD，所以在新的OM的数据可能是不正确的。请参考以下链接以查看详细信息 - "
"KM","千米"
"ORDER","订购"
"DRIVER_INSTRUCTIONS","驱动程序指令"
"MERCHANT","商人"
"AGENT","代理人"
"STOPS","停止"
"STOP_ID","停止编号"
"DATE_TIME","约会时间"
"PERFORM_MSG","你确定要执行此操作"
"FORCE_COMPLETE_ORDER","力完成订单"
"RIDE_DISTANCE","骑行距离"
"RETURN_DISTANCE","返回距离"
"PARKING_FARE","停车场票价"
"RIDE_TIME","乘行时间"
"PICKUP_DISTANCE","拾音距离"
"PICKUP_WAITING_TIME","皮卡等待时间"
"DROP_ADDRESS","落址"
"ADD_REMARKS","添加备注"
"ACTIVATE_recur_task","你想激活重复任务添加呢？"
"DEACTIVATE_recur_task","你真的要停用附加上？"
"DEACTIVATE_recur_task_sub_text","注意：当前活动的经常性规则将保持活跃，他们的任务将按照配置来创建。要禁用它们，请删除重复规则的详细信息页面的各个规则。"
"ACTIVATE_tookan_client","你想激活Tookan客户端添加呢？"
"ACTIVATE_tookan_partner","你想激活Tookan合作伙伴加入吗？"
"DEACTIVATE_fugu_chat","这将停用府谷聊天为您的应用程序。"
"ACTIVATE_rating_add_on","你想激活评级加入吗？"
"ACTIVATE_barcode_add_on","你想激活条形码添加呢？"
"ACTIVATE_earning_pricing","激活挣钱和定价为您的帐户"
"DEACTIVATE_earning_pricing","解除劳动报酬和定价为您的帐户"
"deactivate_fugu_for_app","这将停用府谷聊天为您代理应用程序"
"fugu_for_business_app","府谷聊天为您的商务应用"
"activate_customer_rating","这将激活客户评级在您的帐户。"
"deactivate_customer_rating","这将在您的账户停用客户评级。"
"deactivate_bar_code","这将禁用条形码为您的帐户"
"activate_bar_code","这将激活条码为您的帐户"
"idm_for_agent_app_activate","这将激活身份管理你的应用程序代理"
"customer_signup_app_activate","这将激活客户注册为您的客户应用程序。"
"till_end_of_march","截至三月底"
"go_to_fugu_dashboard","前往府谷Dashbaord"
"customer_signup_app_deactivate","这将取消客户注册为您的客户应用程序。"
"idm_for_agent_app_deactivate","这将取消身份管理你的应用程序代理"
"no_agent_matches","कोई एजेंट फ़िल्टर से मेल खाता"
"lower_case_category","वर्ग"
"HIDDEN_FIELD","隐藏域"
"TASK_TEMPLATES","模板"
"TEMPLATE_NAME","模板名称"
"READ_ONLY","只读"
"ADD_CUSTOM_FIELD","添加自定义字段"
"CUSTOM_TEMPLATE_NAME","自定义模板名称"
"DELETE_MSG","你确定？这不能被撤消。"
"INPUT_TYPE_DROPDOWN","输入类型：下拉"
"HELP_MSG_1","当输入类型为下拉菜单，插入逗号分隔值的字段值。这些逗号分隔值将显示为在下拉选项"
"APP","应用"
"INPUT_TYPE_CHECKLIST","输入类型：清单"
"HELP_MSG_2","当输入类型为清单，插入逗号分隔值场value.These逗号分隔值将显示为清单上的选项"
"INPUT_TYPE_DATA_FUTURE","输入类型：日期，未来"
"HELP_TEXT_3","去"
"INPUT_TYPE_DATA_PAST","输入类型：日期，过去"
"HELP_TEXT_4","页。一旦添加，"
"ADD_TEMPLATE","添加模板"
"TABLE_DETAIL","表详细信息"
"INPUT_TYPE","输入类型"
"NUMBER","数"
"TEXT","文本"
"TELEPHONE","电话"
"HEADER_NAME","标题名称"
"ADD_MORE","添加更多"
"CUSTOM_FIELD_TEMPLATE","自定义字段模板"
"TEMPLATES_SUB_HEADING","自定义字段让你捕捉的形式特定于您的业务信息。"
"EDIT_TEMPLATE","编辑模板"
"DUPLICATE_TEMPLATE","复制模板"
"DELETE_TEMPLATE","删除模板"
"TEMPLATE_LIBRARY","模板库"
"ADD_TO_MY_TEMPLATE","添加到我的模板"
"SAMPLE_HELP_TEXT","一旦你把它添加到您的模板列表您可以编辑该模板。"
"TEMPLATE_NAME_TOOLTIP","举一个简单的名称到您的模板，这样就可以同时创建任务选择是正确的。 （空格不允许）"
"FIELD_NAME","字段名称"
"ACTIONABLE","可操作"
"FIELD_MANDATE","现场任务"
"ADD_COLUMN","添加列"
"ADVANCED","高级"
"APP_POPUP_NOTIFICATION","应用弹出通知"
"APP_POPUP_NOTIFICATION_TOOLTIP","配置当任务发送到您的代理程序将在应用程序弹出通知反映的字段。"
"PAYMENT_INVOICE_TEMPLATE","付款发票模板"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","创建将显示您的代理应用程序内的动态付款发票模板，之后的任务是complete.You也可以使用"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","在应用中，以后的任务就是complete.You也可以使用"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","算术和的if-else公式"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","而创造这个模板。"
"FIELD_NAME_TOOLTIP","字段名直接反映在代理的移动应用程序，所以让他们相关。"
"APP_SIDE_DISPLAY_TOOLTIP","权限设置为只读（代理人只能看到），读写（代理人可以添加或修改字段），或者它是从代理隐藏。"
"INPUT_TYPE_TOOLTIP","验证输入，用正确的数据类型的数据。你得到号码，电子邮件，文本和更多的选择..."
"TEMPLATE_VALUE_TOOLTIP","预先定义的字段的值，同时创造一个任务或增加值（读/写选项），允许代理商从移动应用程序添加值。"
"TEMPLATE_MANDATORY_TOOLTIP","选择字段是强制的还是不是强制性的，而完成任务。 （代理无法完成的任务，如果必填字段未填写）"
"TEMPLATE_MANDATORY_TOOLTIP_1","配置选项要反思"
"INVOICE_SAMPLE","预付款发票的示例公式"
"AIRTMETIC_TYPES","有迹象表明，你可以为了生成动态发票使用各种运算和if-else语句表达。下面是您可以使用，或者根据您的业务需求修改的几个例子"
"SIMPLE_AIRTMETIC","简单的算术题"
"COMPLEX_AIRTMETIC","复杂的算术"
"SIMPLE_IF_ELSE","简单的if-else（基于距离和时间计算车费）"
"COMPLEX_IF_ELSE","复杂的if-else"
"READ_MORE","了解更多关于这个"
"HELP","帮帮我"
"INPUT_TYPE_TEXT","当输入类型是下拉或清单中，插入逗号分隔值作为字段值。这些逗号分隔值将显示为上下拉/清单选项"
"MY_TEMPLATES","我的模板"
"SELECT_DATA_TYPE","选择数据类型"
"DELETE","删除"
"ALLOW_AGENT_INPUT","允许代理输入"
"APP_SIDE_DISPLAY","应用程序方面显示"
"MANDATORY","强制性"
"COLUMN","柱"
"NONE_SELECTED","未选择"
"FIELD_1","场1"
"FIELD_2","现场2"
"SELECT_TAG","选择标记"
"TIME_SPENT_FOR_JOBS","花费的时间用于工作"
"EARNING_RULE","收益规则"
"RULE_NAME","规则名称"
"SAVE_TEMPLATE_MSG","你需要添加一个任务定价和盈利规则规则之前保存的模板。"
"ADD_RULE","添加规则"
"DRIVER_EARNINGS","驱动盈利"
"FEES_EARNED_PER_TASK","费每个任务获得"
"BASE_FARE","基本票价"
"DURATION_FEE","时间收费"
"DISTANCE_FEE","电话费"
"DEDUCTIONS","扣除"
"FEES_DEDUCTED_PER_TASK","每个任务费用扣除"
"COMMISSION","佣金"
"SAVE_CHANGES","保存更改"
"FORMULA_NAME","公式名称"
"FORMULA","式"
"FINAL_EARNING","最终平均劳动报酬"
"APPLY_TO","适用于"
"ALL_AGENTS","所有代理/"
"SELECTED_AGENTS","所选代理"
"PICKUP_ONLY","只有皮卡"
"DELIVERY_ONLY","只有交付"
"BOTH","无论取货及送货"
"UPDATE_CHANGES","更新变化"
"ADDITIONS","附加"
"TASK_PRICING_AND_EARNING_RULE","任务定价与收益规则"
"DEDUCTION","扣除"
"APPLIES_TO","适用于"
"DATE","日期"
"DATE_FUTURE","日期 - 未来"
"DATE_PAST","日期 - 过去"
"DATETIME_FUTURE","日期时间，未来"
"DATETIME_PAST","日期时间，过去的"
"EMAIL","电子邮件"
"URL","网址"
"TABLE","表"
"BARCODE","条码"
"CHECKBOX","复选框"
"CHECKLIST","清单"
"DROPDOWN","落下"
"IMAGE","图片"
"CAMERA_GALLERY","相机和画廊"
"CAMERA_ONLY","摄像机只有"
"NOT_MANDATORY","不是强制性的"
"audio","ऑडियो"
"RATING","评分"
"Ratings_&_REVIEW","评级和评论"
"EXPORT_TABLE_AS_CSV","表导出为CSV"
"FEEDBACK","反馈"
"review","评论"
"REFRESH","刷新"
"TEAM_NAME","队名"
"MANAGE_SCHEDULE","管理进度表"
"SETTINGS","设置"
"SEARCH_BY_PLACEHOLDER","通过搜索"
"SEARCH_BY_PLACEHOLDER_1","或队名"
"BUSY","忙"
"UNAVAILABLE","不可用"
"AVAILABLE_HOURS","可用时间"
"BOOKED_TIME","预订时间"
"AVAILABILITY","可用性"
"UNAVAILABLE_TIME","不可用时间"
"NO_DATA","无可用数据"
"JOBS_AVAILABLE","乔布斯可用"
"ENABLE_AVAILABILITY","启用可用性"
"BILLING_DETAILS","结算明细"
"UPGRADE_PLANS","升级计划"
"NAME_OF_THE_PLAN","该计划的名称"
"CHANGE_PLAN","更改计划"
"ACCOUNT_NAME","用户名"
"NEXT_BILLING_DATE","下一个结算日期"
"CREDIT_CARD_DETAILS","信用卡细节"
"ADD_CARD","ADD卡"
"CHANGE_CARD","换新卡"
"PAYMENT_HISTORY","付款记录"
"RECEIPT_NUMEBR","收据号"
"AMOUNT","量"
"BILLING_MONTH","结算月"
"TRAIL_PERIOD_EXPIRE","试用期到期"
"PLAN","计划"
"EXPIRY_DATE","到期"
"CREDITS","积分"
"CARD_DETAILS","卡详细信息"
"UPGRADE_PLAN","请等到下个月的1日或升级计划继续使用App。"
"CURRENT_TOTAL","您当前的业务涉及共"
"CURRENT_TOTAL_AND","和"
"CHOOSE_PLAN","选择计划"
"PAYABLE_MONTHLY","按月支付"
"BASED","基于"
"SHORT_BUSINESSES","优选的持续时间短任务的企业"
"DEALING_LARGE","有利的对可数的劳动力的任务非常大池的时候。"
"AGAINST_WORKFORCE","对可数的劳动力。"
"UNLIMITED","无限"
"BUSINESSES_INVOLVING","最好对涉及多个工作日完成时间任务的企业。"
"MULTIPLE_DAYS","与多个工作日完成时间。"
"PAY_JUST","对于刚刚支付"
"UNDERTAKEN","开展"
"NO_RESTRICTION","对劳动力无限制"
"FREE_FOREVER","永远免费"
"ALLOW_USAGE","只允许3剂使用"
"UPTO_300","高达每月300个任务"
"PER_MONTH","每月"
"NO_BILLS","没有永远的帐单"
"PAY_PER_AGENTS","付费代理"
"CARD_NUMBER","卡号"
"SKIP","跳跃"
"CANCEL","取消"
"NO_CARD","没有信用卡尚未加入"
"CHOOSE_RIGHT_PLAN","选择适合你的计划"
"MONTH","月"
"ALLOW_USAGE_ONLY","允许只使用"
"ADDIIONAL_STOP_SAME_TASK","同一任务中附加停机"
"BULK_TASK","批量任务"
"TASK_EMI","任务EMI"
"TASK_BASED","基于任务"
"CURRENT_PLAN","当前计划"
"DELETE_ACCOUNT","删除帐户"
"TOTAL_PENDING_PAYMENT","总待付款是"
"INVOICE","发票"
"UPTO","取决于"
"MMYY","月/年"
"CVV","CVV"
"TASKPER_MOTH","每月任务"
"UNLIMITED_TASK","每个代理无限任务"
"PAY_PER_TASK","付费任务"
"agnet_based_plan","基于代理计划"
"agnet_emi","代理EMI"
"bulk_agent","散装代理"
"task_plural","任务"
"agent_plural","代理"
"agent_plural1","代理"
"you_can_add_only_3","您只能选择在这个计划3个驱动程序"
"TEAMS","小组"
"MANAGERS","经理"
"ADD_MANAGER","添加经理"
"ALLOW_ACCESS_TO_UNASSIGNED_TASKS","允许访问未分配的任务"
"ASSIGN_TEAMS","分配组（多个）"
"EDIT_MANAGER","编辑经理"
"DELETE_MANAGER","删除管理器"
"PASSWORD","密码"
"ALLOW_CREATE_TASK","允许创建任务"
"ALLOW_EDIT_TASK","允许编辑任务"
"FIRST_NAME","名字"
"USERNAME","用户名"
"ACTIONS","操作"
"MANAGER_HEADING","添加管理员创建和编辑任务，并将其分配给他们的团队代理商。分配多个团队的经理和授予权限添加代理或允许访问未分配的任务。"
"OPTIONAL","可选的"
"MANAGER_HEADING_1","多支球队可以分配给管理人员，他们在转可以管理未分配的任务，添加驱动程序，并将它们分配给任务等。"
"MANAGER_HEADING_2","在他们的球队。分配多个团队的经理和授予权限添加"
"MANAGER_HEADING_3","或允许访问未分配的任务。"
"ALLOW_ADD_AGENTS Agent","允许添加代理"
"CUSTOMERS","顾客"
"EXPORT_CUSTOMERS","出口客户"
"ADD_CUSTOMER_VIA_CSV","通过CSV上传添加客户"
"EDIT_CUSTOMER","编辑客户"
"CUSTOMER_EMAIL","客户电子邮件"
"CUSTOMER_ADDRESS","客户地址"
"DELETE_CUSTOMER","你确定要删除该客户？"
"CLICK_TO_SHOW","点击可显示更多"
"NO_RESULTS","显示任何结果"
"ENTER_LOCATION","请输入一个有效的位置。"
"SEARCH_PLACEHOLDER","按地址搜索任务"
"NEW_TASKS","新任务"
"PICKUP_ADD","拿起地址是必需的"
"T_GREATER_CT","时间应该比当前时间更大。"
"TAB","标签"
"DEL_ADDRESS","送货地址是必需的"
"DT_GREATER_PT","交货时间应该比接送时间更大。"
"ET_GREATER_ST","结束时间应该比开始时更大。"
"EDIT_STOP","编辑停止"
"DELETE_CUSTOMER_?","删除客户？"
"NOT_AVAILABLE","无法使用"
"AVG_RATING","平均评分"
"ENTER_LOC","输入位置"
"RATINGS_REVIEW","评级与评论"
"BILLING","开票"
"ADD_ONS","市井"
"API_KEY","API KEY"
"PROMO","促销代码"
"ADD_PROMO","加入促销"
"AUTO_ASSIGNMENT","自动分配启用"
"VENDORS","门户"
"VENDORS_SETTING","门户"
"VENDORS_LIST","门户网站用户"
"WORKFLOW","工作流程"
"BUSINESS","业务类型"
"NOTIFICATIONS","通知"
"GEOFENCE","地理围栏"
"PROFILE","轮廓"
"BUSINESS_APP","商务应用"
"CUSTOM_APPS","自定义应用程序"
"CATEGORY","类别"
"PARENT_CATEGORY","父类别"
"SUBCATEGORY","子类别"
"AGENT_SCHEDULE","代理时间表"
"CUSTOMER_NOTIFICATIONS","通知"
"TRIGGERS","触发器"
"WEBHOOK","网络挂接"
"SMS","您的短信帐户"
"PICKUP_NOTIFICATIONS","皮卡通知"
"DELIVERY_NOTIFICATIONS","交货通知"
"INSERT_TAG","插入标签"
"SUBJECT","学科"
"PREVIEW","预习"
"MESSAGE","信息"
"NOTIFICATION_TEXT","发送自定义短信的，电子邮件和网络挂接根据每个触发器，并通过点击铅笔图标自定义内容。"
"ENABLE_NOTIFICATION","你确定要启用这个通知？"
"DISABLE_NOTIFICATION","你确定要禁用此通知？"
"RATE_YOUR_FEEDBACK","评价你的反馈"
"SELECT_WORKFLOW","选择工作流程"
"CHOOSE_THE_WORKFLOW_THAT_BEST_COMPLIMENTS_YOUR_BUISNESS","选择最恭维你的业务工作流程。"
"PICKUP_&_DELIVERY","接机及送货"
"MANAGE_ON_DEMAND_PICKUPS_AND_DELIVERIES_EFFICIENTLY","管理需求皮卡和交付效率"
"BUISNESS_THAT_USE_THIS_WORKFLOW_INCLUDE","使用这个工作流程包括：业务"
"SMS_WEB","短信和网络挂接"
"APPOINTMENT","约定"
"UPDATE","更新"
"EMAIL_ATTACHMENT","电子邮件附件"
"APPLICATION_JSON","应用程序/ JSON"
"APPLICATION_URLENCODED","应用程序/ x-WWW窗体-urlencoded"
"TAG","标签"
"REQUEST_RECEIVED","收到申请"
"AGENT_STARTED","启动代理"
"AGENT_ARRIVED","刚到代理"
"SUCCESSFUL","成功"
"TASK_UPDATE","任务更新"
"REQUEST_ACCEPTED","接受申请"
"CREATE_TEAM","创建组"
"EDIT_TEAM","编辑组"
"HELP_TEXT_BATTERY_HEADING","设置定位精度为代理应用程序"
"TEAM_MEMBERS","团队成员"
"PLEASE_SELECT","请选择"
"LOW","低"
"MEDIUM","中"
"HIGH","高"
"HELP_TEXT_BATTERY_SUB_HEADING","（对于电池优化）"
