"key","value"
"DELIVERY_TIME_GREATER","masa penghantaran harus lebih besar daripada masa Pick-up."
"REPEAT_TASK","mengulangi Task"
"ASIGN_AGENT","Berikan Agent"
"VIA_PARTNER","melalui Partner"
"CREATE_TASK","untuk membuat tugas dari app."
"MANUALLY","secara manual"
"SWITCH_GEO_ON","Tukar On Geo-pagar"
"SELECT_AGENT","Select_Agent"
"NO","Tiada"
"AVAILABLE","tersedia"
"YES","Ya"
"PICK_UP_DETAILS","Pick-up Butiran"
"DELIVERY_DETAILS","butiran penghantaran"
"RESET","menetapkan semula"
"SELECT_PARTNER","pilih Partner"
"ASSIGN_TASKS","Berikan Tugas Disambungkan ke pasukan sama dan"
"ALL_TASKS","Semua"
"PICKUP_ADDRESS","Pickup Alamat"
"END_TIME_GREATER","Masa tamat*"
"Task_DESCRIPTION","Penerangan tugas"
"ADD_GEOFENCE","Tambah alamat tugas untuk membolehkan penapis Geo-pagar."
"NO_GEOFENCE","Syurga \ anda 't setup mana-mana kawasan Geo-pagar lagi"
"MATCHES_FILTER","perlawanan penapis"
"AUTO","Auto"
"MANUAL","manual"
"NO_TEAM","Tiada pasukan ada, sila tambah satu pasukan untuk meneruskan."
"NO_RESULT","Tiada keputusan"
"AUTOMATIC_ASSIGN","menyerahhakkan automatik"
"PARTNER","Partner"
"DUPLICATE_STOP","salinan Stop"
"UPDATE_STOP","Update Stop"
"CREATE_STOP","Buat Stop"
"SELECT_A_PARTNER","Pilih Rakan Kongsi"
"ENTER_COMMA_SEPARATED_MSG","Sila masukkan dipisahkan oleh koma"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Sila mematikan auto-tugasan untuk membolehkan pengakuan jenis tiada."
"add_a_pickup_point","Menambah titik pikap"
"add_another_pickup_point","Menambah satu lagi titik pikap"
"add_a_delivery_point","Tambah titik penghantaran"
"add_another_delivery_point","Menambah satu lagi titik penghantaran"
"automatically","secara automatik"
"ENTER_BARCODE","Masukkan Kod Bar"
"ALL_TEAMS","semua Pasukan"
"BATTERY_LAVEL","Tahap bateri"
"NEW","Baru"
"COPY_DESC_STOP","Salinan penerangan kepada semua perhentian"
"THIS_OVERRIDE_STOPS_DESC","Ini akan mengatasi semua berhenti penerangan"
"REASIGN_AGENT","menyerahhakkan semula ejen"
"assign_connected_task_to_same_agent","Berikan Tugas Disambungkan ke pasukan sama dan Agent"
"NOTES","Nota"
"EMAIL_OPTIONAL","E-mel (pilihan)"
"DELIVER_BEFORE","menyampaikan Sebelum"
"PICKUP_BEFORE","Pick-up Sebelum"
"OR","atau"
"CLICK_OR_BROWSE","Klik untuk melihat-lihat atau menggugurkan fail imej"
"SHOW_COORDINATES","persembahan Koordinat"
"REPEAT_HEADER","ulangan"
"REPEATS_HEADER","ulangan"
"REPEATS_ON","ulangan On"
"STARTS_ON","bermula On"
"ENDS_ON","berakhir On"
"AFTER_TEXT","selepas"
"OCCURENCES_TEXT","occurences"
"ON_TEXT","pada"
"SUMMARY_TEXT","Ringkasan"
"DAILY","setiap hari"
"MONTHLY","bulanan"
"WEEKLY","Setiap minggu"
"YEARLY","tahunan"
"ALTERNATE_DAYS","Days Ganti"
"FORTNIGHTLY","setiap dua minggu"
"ALL_DAYS","semua hari"
"ENDS_AFTER","berakhir selepas"
"FORCE_ARRIVAL","Force Ketibaan"
"FORCE_COMPLETE","Force Complete"
"UNASSIGN","Tarik balik"
"FORCE","Force"
"ORDER_EDITED_MSG","Perintah ini telah disunting pada JD, jadi data dalam OM baru mungkin tidak betul. Sila rujuk pautan berikut untuk maklumat yang tepat -"
"KM","km"
"ORDER","Order"
"DRIVER_INSTRUCTIONS","Arahan pemandu"
"MERCHANT","Merchant"
"AGENT","Ejen"
"STOPS","Stops"
"STOP_ID","Stop ID"
"DATE_TIME","Masa tarikh"
"PERFORM_MSG","Adakah anda pasti anda mahu untuk melaksanakan tindakan ini"
"FORCE_COMPLETE_ORDER","Force Order Complete"
"RIDE_DISTANCE","Ride Jarak"
"RETURN_DISTANCE","Pulang Jarak"
"PARKING_FARE","Tempat letak kereta Fare"
"RIDE_TIME","Ride Masa"
"PICKUP_DISTANCE","Pickup Jarak"
"PICKUP_WAITING_TIME","Pickup Masa Menunggu"
"DROP_ADDRESS","Drop Alamat"
"ADD_REMARKS","menambah Catatan"
"ACTIVATE_recur_task","Adakah anda ingin untuk Mengaktifkan tugas berulang Tambah pada?"
"DEACTIVATE_recur_task","Adakah anda pasti mahu mematikan add anda pada?"
"DEACTIVATE_recur_task_sub_text","Nota: Peraturan berulang aktif pada masa ini akan kekal aktif dan tugas mereka akan dicipta mengikut konfigurasi. Untuk mematikan mereka, sila memadamkan peraturan individu dari laman memerintah lanjut berulang."
"ACTIVATE_tookan_client","Adakah anda ingin untuk Mengaktifkan Pelanggan Tookan Tambah pada?"
"ACTIVATE_tookan_partner","Adakah anda ingin Aktifkan Partner Tookan Tambah pada?"
"DEACTIVATE_fugu_chat","Ini akan menyahaktifkan chat Fugu untuk apl anda."
"ACTIVATE_rating_add_on","Adakah anda ingin untuk Mengaktifkan Rating Tambah pada?"
"ACTIVATE_barcode_add_on","Adakah anda ingin untuk Mengaktifkan Kod Bar Tambah pada?"
"ACTIVATE_earning_pricing","mengaktifkan Pendapatan dan Harga untuk akaun anda"
"DEACTIVATE_earning_pricing","menyahaktifkan Pendapatan dan Harga untuk akaun anda"
"deactivate_fugu_for_app","Ini akan menyahaktifkan chat Fugu untuk aplikasi ejen anda"
"fugu_for_business_app","Fugu Sembang untuk App Perniagaan anda"
"activate_customer_rating","Ini akan mengaktifkan Rating Pelanggan dalam akaun anda."
"deactivate_customer_rating","Ini akan menyahaktifkan Rating Pelanggan dalam akaun anda."
"deactivate_bar_code","Ini akan menyahaktifkan Kod Bar untuk akaun anda"
"activate_bar_code","Ini akan mengaktifkan Kod Bar untuk akaun anda"
"idm_for_agent_app_activate","Ini akan mengaktifkan Pengurusan Identiti untuk ejen anda App"
"customer_signup_app_activate","Ini akan mengaktifkan Daftar Pelanggan untuk Pelanggan anda App."
"till_end_of_march","Sehingga akhir bulan Mac"
"go_to_fugu_dashboard","Pergi ke Fugu Dashbaord"
"customer_signup_app_deactivate","Ini akan menyahaktifkan Daftar Pelanggan untuk Pelanggan anda App."
"idm_for_agent_app_deactivate","Ini akan menyahaktifkan Pengurusan Identiti untuk ejen anda App"
"no_agent_matches","कोई एजेंट फ़िल्टर से मेल खाता"
"lower_case_category","वर्ग"
"HIDDEN_FIELD","Field tersembunyi"
"TASK_TEMPLATES","Templates"
"TEMPLATE_NAME","Nama Template"
"READ_ONLY","Baca sahaja"
"ADD_CUSTOM_FIELD","Tambah Custom Field"
"CUSTOM_TEMPLATE_NAME","Nama Custom Template"
"DELETE_MSG","Adakah anda pasti? Perkara ini tidak boleh diubah."
"INPUT_TYPE_DROPDOWN","Jenis Input: jatuh turun"
"HELP_MSG_1","Apabila jenis input adalah jatuh turun, memasukkan nilai dipisahkan koma sebagai nilai lapangan. Yang dipisahkan oleh koma nilai ini akan muncul sebagai pilihan untuk jatuh turun pada"
"APP","Aplikasi"
"INPUT_TYPE_CHECKLIST","Jenis Input: Senarai Semak"
"HELP_MSG_2","Apabila jenis input adalah senarai semak, masukkan nilai dipisahkan koma sebagai medan value.These nilai dipisahkan koma akan muncul sebagai pilihan untuk senarai semak pada"
"INPUT_TYPE_DATA_FUTURE","Jenis Input: Date-Masa Depan"
"HELP_TEXT_3","pergi ke"
"INPUT_TYPE_DATA_PAST","Jenis Input: Tarikh-masa lalu"
"HELP_TEXT_4","halaman. Setelah ditambah,"
"ADD_TEMPLATE","Tambahkan Template"
"TABLE_DETAIL","Jadual Butiran"
"INPUT_TYPE","Jenis Input"
"NUMBER","nombor"
"TEXT","teks"
"TELEPHONE","Telefon"
"HEADER_NAME","Nama Tandukan"
"ADD_MORE","Tambah Lagi"
"CUSTOM_FIELD_TEMPLATE","Templat Field Custom"
"TEMPLATES_SUB_HEADING","bidang adat membolehkan anda untuk menangkap maklumat dalam bentuk yang khusus untuk perniagaan anda."
"EDIT_TEMPLATE","Edit Template"
"DUPLICATE_TEMPLATE","Duplicate Template"
"DELETE_TEMPLATE","Padam Template"
"TEMPLATE_LIBRARY","Perpustakaan Template"
"ADD_TO_MY_TEMPLATE","Tambah ke Templat Saya"
"SAMPLE_HELP_TEXT","Anda boleh mengedit template ini, sebaik sahaja anda menambahnya ke senarai template anda."
"TEMPLATE_NAME_TOOLTIP","Berikan nama yang mudah untuk template anda, supaya anda boleh memilih yang betul di samping mewujudkan tugas. (Ruang tidak dibenarkan)"
"FIELD_NAME","Nama Field"
"ACTIONABLE","diambil tindakan"
"FIELD_MANDATE","Field Mandat"
"ADD_COLUMN","Tambah lajur"
"ADVANCED","Advanced"
"APP_POPUP_NOTIFICATION","App Pop-up Pemberitahuan"
"APP_POPUP_NOTIFICATION_TOOLTIP","Konfigurasi medan yang akan mencerminkan tentang pemberitahuan pop-up app apabila tugas yang dihantar kepada Agent anda."
"PAYMENT_INVOICE_TEMPLATE","Pembayaran Invois Template"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Buat pembayaran template invois dinamik yang akan ditunjukkan kepada Agent anda dalam aplikasi, selepas tugas itu adalah complete.You juga boleh menggunakan"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","dalam aplikasi, selepas tugas itu adalah complete.You juga boleh menggunakan"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","aritmetik dan jika-lagi formula"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","semasa mencipta template ini."
"FIELD_NAME_TOOLTIP","Nama medan mencerminkan langsung dalam aplikasi mudah alih ejen, jadi menjaga mereka yang berkaitan."
"APP_SIDE_DISPLAY_TOOLTIP","Kebenaran untuk membaca sahaja (ejen hanya boleh melihat), membaca & menulis (ejen boleh menambah atau mengubah suai lapangan) atau ia tersembunyi dari ejen."
"INPUT_TYPE_TOOLTIP","Mengesahkan data yang dimasukkan, dengan jenis data yang betul. Anda mendapatkan pilihan seperti nombor, e-mel, teks dan banyak lagi ..."
"TEMPLATE_VALUE_TOOLTIP","Pra-menentukan nilai padang, menambah nilai semasa membuat sesuatu tugas atau (dengan pilihan baca / tulis) membenarkan ejen untuk menambah nilai dari aplikasi mudah alih."
"TEMPLATE_MANDATORY_TOOLTIP","Pilih sama ada bidang adalah wajib atau tidak wajib sambil menyelesaikan tugas. (Ejen tidak boleh menyelesaikan tugas jika medan mandatori tidak diisi)"
"TEMPLATE_MANDATORY_TOOLTIP_1","Tentukan pilihan-pilihan yang anda mahu untuk memikirkan tentang"
"INVOICE_SAMPLE","Invois Pembayaran Formula Contoh"
"AIRTMETIC_TYPES","Terdapat pelbagai jenis aritmetik dan jika-lain ungkapan yang boleh anda gunakan untuk menjana invois dinamik. Di bawah adalah beberapa contoh yang boleh anda gunakan atau mengubah suai bergantung kepada keperluan perniagaan anda"
"SIMPLE_AIRTMETIC","Aritmetik mudah"
"COMPLEX_AIRTMETIC","Arithmetic Complex"
"SIMPLE_IF_ELSE","Mudah jika-lain (Fare Mengira Berdasarkan jarak dan masa)"
"COMPLEX_IF_ELSE","Kompleks jika-lain"
"READ_MORE","Membaca lebih mengenai ini"
"HELP","membantu"
"INPUT_TYPE_TEXT","Apabila jenis input adalah jatuh turun atau senarai semak, masukkan nilai dipisahkan koma sebagai nilai lapangan. Yang dipisahkan oleh koma nilai akan muncul sebagai pilihan untuk jatuh / senarai semak pada"
"MY_TEMPLATES","Templat Saya"
"SELECT_DATA_TYPE","Pilih jenis data"
"DELETE","Padam"
"ALLOW_AGENT_INPUT","Benarkan Ejen Input"
"APP_SIDE_DISPLAY","Display App Side"
"MANDATORY","mandatori"
"COLUMN","Kolum"
"NONE_SELECTED","Tiada Dipilih"
"FIELD_1","bidang 1"
"FIELD_2","bidang 2"
"SELECT_TAG","Pilih tag"
"TIME_SPENT_FOR_JOBS","Masa untuk kerja"
"EARNING_RULE","pendapatan Peraturan"
"RULE_NAME","peraturan Nama"
"SAVE_TEMPLATE_MSG","Anda perlu untuk menyelamatkan template sebelum menambah Harga Tugas dan berpendapatan peraturan peraturan."
"ADD_RULE","Tambah Peraturan"
"DRIVER_EARNINGS","Pendapatan pemandu"
"FEES_EARNED_PER_TASK","Yuran yang diperolehi setiap tugas"
"BASE_FARE","base Fare"
"DURATION_FEE","Bayaran Tempoh"
"DISTANCE_FEE","Bayaran jarak"
"DEDUCTIONS","potongan"
"FEES_DEDUCTED_PER_TASK","Bayaran ditolak setiap tugas"
"COMMISSION","Suruhanjaya"
"SAVE_CHANGES","Simpan Perubahan"
"FORMULA_NAME","formula Nama"
"FORMULA","formula"
"FINAL_EARNING","Pendapatan Final"
"APPLY_TO","memohon Untuk"
"ALL_AGENTS","Semua Ejen /"
"SELECTED_AGENTS","Agents dipilih"
"PICKUP_ONLY","Pickup sahaja"
"DELIVERY_ONLY","penghantaran hanya"
"BOTH","Kedua-dua pengambilan & penghantaran"
"UPDATE_CHANGES","Update Perubahan"
"ADDITIONS","tambahan"
"TASK_PRICING_AND_EARNING_RULE","Tugas Harga & Pendapatan Peraturan"
"DEDUCTION","potongan"
"APPLIES_TO","boleh digunakan untuk"
"DATE","Tarikh"
"DATE_FUTURE","Date-Future"
"DATE_PAST","Tarikh-Past"
"DATETIME_FUTURE","Datetime-Future"
"DATETIME_PAST","Datetime-Past"
"EMAIL","e-mel"
"URL","URL"
"TABLE","Jadual"
"BARCODE","Barcode"
"CHECKBOX","kotak semak"
"CHECKLIST","Senarai semak"
"DROPDOWN","jatuh turun"
"IMAGE","Gambar"
"CAMERA_GALLERY","Kamera dan Galeri"
"CAMERA_ONLY","kamera Hanya"
"NOT_MANDATORY","Tidak wajib"
"audio","ऑडियो"
"RATING","Kedudukan"
"Ratings_&_REVIEW","Penilaian Dan Kajian"
"EXPORT_TABLE_AS_CSV","meja Eksport sebagai CSV"
"FEEDBACK","Maklumbalas"
"review","ulasan"
"REFRESH","Refresh"
"TEAM_NAME","Nama kumpulan"
"MANAGE_SCHEDULE","Urus Jadual"
"SETTINGS","tetapan"
"SEARCH_BY_PLACEHOLDER","Dicari oleh"
"SEARCH_BY_PLACEHOLDER_1","atau Nama Pasukan"
"BUSY","Sibuk"
"UNAVAILABLE","Tidak ada"
"AVAILABLE_HOURS","Waktu tersedia"
"BOOKED_TIME","Masa ditempah"
"AVAILABILITY","ketersediaan"
"UNAVAILABLE_TIME","Masa tidak tersedia"
"NO_DATA","Data tidak terdapat"
"JOBS_AVAILABLE","Jobs Available"
"ENABLE_AVAILABILITY","membolehkan Kekosongan"
"BILLING_DETAILS","maklumat Bil"
"UPGRADE_PLANS","Plan upgrade"
"NAME_OF_THE_PLAN","Nama Rancangan"
"CHANGE_PLAN","Tukar Plan"
"ACCOUNT_NAME","Nama akaun"
"NEXT_BILLING_DATE","Tarikh Bil Next"
"CREDIT_CARD_DETAILS","Butiran kad kredit"
"ADD_CARD","Tambah Kad"
"CHANGE_CARD","Tukar Kad"
"PAYMENT_HISTORY","Sejarah pembayaran"
"RECEIPT_NUMEBR","nombor resit"
"AMOUNT","jumlah"
"BILLING_MONTH","Bulan Billing"
"TRAIL_PERIOD_EXPIRE","tempoh percubaan tamat pada"
"PLAN","pelan"
"EXPIRY_DATE","tamat"
"CREDITS","kredit"
"CARD_DETAILS","Butiran kad"
"UPGRADE_PLAN","Sila tunggu sehingga 1 bulan berikutnya atau menaik taraf pelan anda terus menggunakan App."
"CURRENT_TOTAL","perniagaan semasa anda melibatkan sejumlah"
"CURRENT_TOTAL_AND","dan"
"CHOOSE_PLAN","pilih Pelan"
"PAYABLE_MONTHLY","kena dibayar Bulanan"
"BASED","berdasarkan"
"SHORT_BUSINESSES","Lebih baik untuk perniagaan dengan tugas-tugas tempoh yang singkat"
"DEALING_LARGE","Berfaedah apabila berurusan dengan kolam renang sangat besar Tugas terhadap tenaga kerja terbilangkan."
"AGAINST_WORKFORCE","terhadap tenaga kerja terbilangkan."
"UNLIMITED","Unlimited"
"BUSINESSES_INVOLVING","Lebih baik untuk perniagaan yang melibatkan Tugas dengan pelbagai hari masa siap."
"MULTIPLE_DAYS","dengan pelbagai hari masa siap."
"PAY_JUST","Membayar hanya untuk"
"UNDERTAKEN","dilaksanakan"
"NO_RESTRICTION","Tiada sekatan ke atas tenaga kerja"
"FREE_FOREVER","percuma Selamanya"
"ALLOW_USAGE","Membenarkan penggunaan hanya 3 ejen"
"UPTO_300","Hamper 300 Tugas sebulan"
"PER_MONTH","sebulan"
"NO_BILLS","Tiada bil selama-lamanya"
"PAY_PER_AGENTS","PAY PER Agent"
"CARD_NUMBER","Nombor kad"
"SKIP","skip"
"CANCEL","Batal"
"NO_CARD","Tiada kad kredit yang ditambahkan lagi"
