"key","value"
"ROUTE_OPTIMIZATION_PRIORITY","Rota Optimizasyonu Önceliği"
"START_LOCATION","Ajan Başlangıç ​​Yeri"
"CURRENT_LOCATION","Mevcut konum"
"BUSINESS_LOCATION","İş yeri"
"CUSTOM_LOCATION","özel Konum"
"SELECT_ALL","Hepsini seç"
"TASK","Görev"
"UNROUTED_TASK","Unrouted Görev"
"TASKS_NOT_ROUTED","görevler yönlendirilir değil"
"ROUTING","yönlendirme"
"ROUTE_OPTIMIZATION_PARAMETERS","Rota Optimizasyonu Parametreleri seçin"
"OPTIMIZED_VIA","rotalar ile optimize edilebilir"
"ENTER_CUSTOM_LOCATION","Özel Konum gir"
"TASK_DURATION","Bir görev süresi 5 dakikaya eşit varsayılan olarak, ancak özel görev süresi Seçeneği kullanılarak özelleştirilebilir olabilir."
"DURATION_DEFAULT","Bir görev süresi bitiş saati ve başlangıç ​​zamanı arasındaki farka eşit varsayılan olarak, ancak özel görev süresi Seçeneği kullanılarak özelleştirilebilir olabilir."
"DEFAULT_5MINUTES","Görev süresi varsayılan olarak 5 dakikadır"
"DURATION_DIFFERENCE","Görev süresi varsayılan olarak başlangıç ​​ve bitiş saati arasındaki farktır."
"PER","başına"
"CONSIDER_PICKUP_DELIVERY_TIME","Düşünün Pick-up ve Teslim Süresi"
"MINIMIZE_DRIVE_TIME","ajan sürücü zaman Minimize"
"DRIVE_ON_TIME_END","ajan hep zamanında ulaşması gerekir"
"WILL_BE_OPTIMIZE_TASK","Görev bitiş zaman kısıtlamaları içinde optimize edilecek ancak atanmamış görev sonuçlanabilir"
"WILL_BE_OPTIMIZE_ENTIRE_TASK","Görev bakılmaksızın görev bitiş zamanının tüm gün boyunca optimize edilecek"
"custom_task_duration","Özel Görev Süresi"
"MAX_task_per_fleet","MAKSİMUM GÖREV BAŞINA Ajan"
"routed_task","yönlendirilmiş görev"
"ASSIGN_AGENTS","Ata Ajanlar"
"SELECT_TEAM","seç Takım"
"SUBMIT","Gönder"
"DETAILS","ayrıntılar"
"ADDRESS","Adres"
"CUSTOMER_NAME","müşteri adı"
"CUSTOMER_PHONE","Müşteri Telefon"
"TASK_ID","Görev kimliği"
"TASK_DETAILS","görev Detayları"
"TASK_TYPE","Görev Tipi"
"DESCRIPTION","Açıklama"
"TASK_STATUS","Görev Durumu"
"CUSTOMER_DETAILS","Müşteri detayları"
"COMPLETE_TIME","Komple Zaman"
"THIS","Bu"
"DELETED","silindi"
"ADD_AGENT","Ajan ekle"
"LAST_NAME","Soyadı"
"PHONE","Telefon"
"ASSIGN","Atamak"
"SCHEDULE_PERMISSIONS","ajanlara Zamanlama İzinleri"
"CONTACT","Temas"
"NAME","Adınız ne"
"TIMELINE","Zaman çizelgesi"
"NO_TIMELINE","gün yok zaman çizelgesi"
"NOT_UPDATED","güncellenmiş değil"
"LAST_STOPPAGE_TIME","Son Stopaj Zaman"
"LAST_MOVING_TIME","Son Hareketli Zaman"
"AGENTS","Arama Ajanlar"
"STATUS","durum"
"TASK_DESCRIPTION","Görev tanımı"
"CUSTOM_FIELDS","görenek"
"REFERENCE_IMAGE","Referans resmi"
"ACTIVITY_TIMELINE","Etkinlik Çizelgesi"
"PATH_HISTORY","yol tarihi"
"START_BEFORE","önce başlat"
"COMPLETE_BEFORE","Komple önce"
"CUSTOMER","Müşteri"
"TOTAL_TIME_TAKEN","Toplam Süre Alınan"
"DISTANCE_TRAVELLED","Mesafe gitti"
"REASSIGN","Yeniden Ata"
"EDIT_TASKS","Edit Task"
"DUPLICATE_TASKS","yinelenen Görev"
"CHANGE_STATUS","Durum değiştirmek"
"DELETE_TASKS","Görevi Sil"
"Export_Tasks","ihracat Görev"
"CUSTOMER_RATING","Müşteri Değerlendirmesi"
"TASK_DETAIL","ayrıntılar"
"HISTORY","Tarihçe"
"CONNECTED_TASKS","Bağlı Görevler"
"TRACKING_LINK","Takip Bağlantı"
"CLICK_TO_TRACK","izlemek için buraya tıklayın"
"PENDING","kadar"
"COMPLETED","Tamamlanan"
"CANCELLED","İptal edildi"
"NO_TASKS","gün yok görev"
"TEAM","Takım"
"SEEN","görülme"
"UNSEEN","görünmeyen"
"SEARCH_FLEET","Arama"
"FLEET_RIGHT_2_TEXT_1","Herşey"
"FLEET_TEAM","Takım"
"FLEET_NAME","Ajan adı"
"FLEET_ID","Ajan No"
"FLEET_EMAIL","E-posta"
"FLEET_TAGS","Etiketler"
"PERMISSIONS","İzinler"
"ACTIVATE","etkinleştirmek"
"MANAGER_RIGHT_2_CLICK_HERE","Buraya Tıkla"
"SCHEDULE","Hesabınız için zamanlama."
"CONTROL","Kontrol"
"MANAGER","yönetici"
"SUB_HEADER","senin ajan için Set Standart Çalışma Saatleri"
"SUB_HEADER_2","senin Manager erişim hakları ayarlama"
"MANAGER_RIGHT_1","Yöneticiler erişemez"
"MANAGER_RIGHT_2","Yöneticiler görüntüleyebilir ve düzenleyebilirsiniz"
"MANAGER_RIGHT_2_TEXT_1","Tüm Yöneticiler varsayılan olarak erişebilir."
"MANAGER_RIGHT_2_TEXT_2","Bu ayarları değiştirmek için."
"SUB_HEADER_3","Erişim Hakları için Şunu düzenle"
"FLEET_RIGHT_1","erişemiyor"
"FLEET_RIGHT_2","görüntülemek ve düzenlemek"
"FLEET_RIGHT_2_TEXT_2","Varsayılan olarak erişebilirler."
"FLEET_RIGHT_2_TEXT_3","Bu ayarı değiştirmek için."
"UPDATE_MANAGER_PERMISSIONS","Güncelleme Yöneticisi İzinleri"
"SET_MANAGER_RIGHTS","senin Manager View & Düzenleme Hakları Set"
"SEARCH_MANAGER","Arama Yöneticisi"
"MANGER_NAME","Yönetici ismi"
"MANGER_EMAIL","Yönetici E-posta"
"MANGER_TEAM","Yönetici Ekibi"
"MANAGER_ID","İD"
"SEARCH_TEAM","Arama Ekibi"
"CANCEL_FILTERS","Filtreler İptal"
"SET_FLEET_RIGHTS","Görünüm & Düzenleme Hakları için Şunu düzenle"
"SEARCH_TAG","Arama Etiketi"
"STEP","Adım"
"OF","arasında"
"VIEW_ONLY","Sadece Görüntüle"
"VIEW&EDIT","Görünümü Düzenle"
"SEARCH_MANAGER_PLACEHOLDER","Yönetici ismi"
"CUSTOM_RIGHT_AGENT","Her için özel haklar belirledik"
"update_agent_schedule","अद्यतन कर्मचारी अनुसूची"
"activate_agent_schedule","सक्रिय कर्मचारी अनुसूची"
"search_customer","Arama Müşteri"
"IMPORT_CSV","İthalat CSV"
"SELECT_FILE","Dosya Seç"
"IMPORT_CUSTOMERS","İthalat Müşteriler"
"CLICK_HERE_TEXT","Müşterinin veri ithalat için örnek değerler ile CSV dosyası şablonunu indirmek için"
"DRAG_DROP","Sürükle-Bırak CSV Dosya"
"GET_IN_TOUCH","Temasta olmak"
"SELECT_TEMPLATE","Şablon seç"
"CREATE_TASK_VIA_CSV","CSV üzerinden Görevleri Oluşturun"
"DOWNLOAD_SAMPLE_FILE","İndir Örnek dosya"
"HAVE_CUSTOM_FILE","Özel bir Dosyası var mı?"
"SELECT_CUSTOM_FIELD","Özel Alan şablonu seçin"
"REMOVE_TEMPLATE","Şablon kaldır"
"DROP_FILE","takmak için dosya açılır, ya da"
"BROWSE","Araştır"
"CSV_UPLOAD","CSV Yükleme Raporu"
"REASON","neden"
"UPLOAD_STATUS","Yükleme Durumu"
"SUCCESS","başarı"
"FAILED","Başarısız oldu"
"DELIVERY","teslim"
"PICK_UP","Almak"
"CSV","CSV yoluyla"
"CREATE","yaratmak"
"PICKUP","Almak"
"APP_ADD_REQ","Atama adresi gereklidir"
"ENSURE_FIELDS_BEFORE_UPLOAD","Numune CSV başlık alanları yüklemeden önce değiştirilmez emin olun."
"FOR","İçin"
"HEADING","Hesap kurulumu"
"NEW_TASK","Yeni görev"
"AUTO_ASSIGN","Otomatik atama"
"SELECT_AGENTS","seç Ajanlar"
"HELP_TEXT_1","Hiçbir aktif olması"
"CHANGE_TASK_STATUS","Değişim görev durumu"
"SELECT_A_TEAM","rotayı optimize önce ekip seçin"
"HELP_TEXT_2","Eklemek"
"SELECT_DELIVERY_OPTIONS","Seç teslimat seçenekleri alanlarını görüntülemek için"
"SELECT_PICKUP_OPTIONS","alanlarını görüntülemek için seçenekler pick up seçin"
"LATITUDE","Enlem"
"LONGITUDE","Boylam"
"DELIVERY_ADDRESS","Teslim adresi"
"TIMINGS","zamanlamalar"
"PICKUP_TIME","Alma vakti"
"GREATER_TIME","Zaman şimdiki zamandan daha büyük olmalıdır"
"DELIVERY_TIME","Teslimat süresi"
"START_TIME","Başlama zamanı"
"END_TIME","Bitiş zamanı"
"ENT_TIME_GREATER","Bitiş saati Başlangıç ​​zamanından daha büyük olmalıdır"
"CLIENT","müşteri"
"REFERENCE_IMAGES","Referans Görüntüler"
"ENABLE","etkinleştirme"
"LABEL","Etiket"
"VALUE","Alan değeri"
"ACTION","Aksiyon"
"ADD_ROW","Satır ekle"
"BUSSINESS_NAME","iş adı"
"MERCHANT_CONTACT","tüccar İletişim"
"PICKUP_POINT","pikap Noktası"
"START_WITH","İle başla"
"LOCATION","yer"
"ADD_CUSTOM_FIELDS","Özel Alanlar Ekle"
"DELIVERY_TIME_GREATER","Teslim süresi Pick-up zamanından daha büyük olmalıdır."
"REPEAT_TASK","Görevi tekrarlayın"
"ASIGN_AGENT","Ajan atama"
"VIA_PARTNER","Ortağı aracılığı"
"CREATE_TASK","uygulamasından görev oluşturmak için."
"MANUALLY","el ile"
"SWITCH_GEO_ON","Coğrafi eskrim Açma"
"SELECT_AGENT","Select_Agent"
"NO","Yok hayır"
"AVAILABLE","Mevcut"
"YES","Evet"
"PICK_UP_DETAILS","Pick-up Ayrıntıları"
"DELIVERY_DETAILS","Teslimat Detayları"
"RESET","Reset"
"SELECT_PARTNER","Ortağı seç"
"ASSIGN_TASKS","Aynı Takımına Bağlı Görevler atama ve"
"ALL_TASKS","Herşey"
"PICKUP_ADDRESS","Adresi almak"
"END_TIME_GREATER","Bitiş zamanı*"
"Task_DESCRIPTION","Görev tanımı"
"ADD_GEOFENCE","Coğrafi çit filtreyi etkinleştirmek için görev adresi ekleyin."
"NO_GEOFENCE","Söylemedin \ 't kurulum herhangi Coğrafi çit bölgeleri henüz"
"MATCHES_FILTER","filtreyi maçları"
"AUTO","Oto"
"MANUAL","Manuel"
"NO_TEAM","Takım yok mevcuttur, bir takım devam etmek ekleyin."
"NO_RESULT","Sonuç yok"
"AUTOMATIC_ASSIGN","Otomatik atama"
"PARTNER","Ortak"
"DUPLICATE_STOP","Dur çoğaltın"
"UPDATE_STOP","Güncelleme Durdur"
"CREATE_STOP","Dur oluştur"
"SELECT_A_PARTNER","İş Ortağı Seç"
"ENTER_COMMA_SEPARATED_MSG","virgülle ayrılmış giriniz"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","onay türü hiçbiri etkinleştirmek için otomatik atama devre dışı bırakın."
"add_a_pickup_point","Bir pikap noktası ekle"
"add_another_pickup_point","Başka pikap noktası ekle"
"add_a_delivery_point","Bir teslimat noktası ekle"
"add_another_delivery_point","Başka teslimat noktası ekle"
"automatically","otomatik olarak"
"ENTER_BARCODE","Barkod girin"
"ALL_TEAMS","Tüm Takımlar"
"BATTERY_LAVEL","Pil seviyesi"
"NEW","Yeni"
"COPY_DESC_STOP","tüm duraklarında kopyala açıklaması"
"THIS_OVERRIDE_STOPS_DESC","Bu, tüm açıklama durur geçersiz kılar"
"REASIGN_AGENT","maddesi yeniden atama"
"assign_connected_task_to_same_agent","Aynı Ekibi ve Ajan bağlandı Görevler atama"
"NOTES","notlar"
"EMAIL_OPTIONAL","E-posta (İsteğe bağlı)"
"DELIVER_BEFORE","önce teslim"
"PICKUP_BEFORE","Pick-up önce"
"OR","Veya"
"CLICK_OR_BROWSE","gezinmek veya görüntü dosyası bırakmak için tıklayın"
"SHOW_COORDINATES","göster Koordinatlar"
"REPEAT_HEADER","Tekrar et"
"REPEATS_HEADER","Tekrarlar"
"REPEATS_ON","Tekrarlar Açık"
"STARTS_ON","Açık başlatır"
"ENDS_ON","Açık bitiyor"
"AFTER_TEXT","Sonra"
"OCCURENCES_TEXT","tekrar sonrasında"
"ON_TEXT","üzerinde"
"SUMMARY_TEXT","özet"
"DAILY","Günlük"
"MONTHLY","Aylık"
"WEEKLY","Haftalık"
"YEARLY","Yıllık"
"ALTERNATE_DAYS","Alternatif günler"
"FORTNIGHTLY","iki haftada bir"
"ALL_DAYS","tüm günler"
"ENDS_AFTER","sonra bitiyor"
"FORCE_ARRIVAL","Kuvvet Geliş"
"FORCE_COMPLETE","Kuvvet Komple"
"UNASSIGN","Atamayı kaldırma"
"FORCE","Kuvvet"
"ORDER_EDITED_MSG","Bu Sipariş JD düzenlendi, bu nedenle yeni OM veri yanlış olabilir. Tüm ayrıntılar için aşağıdaki bağlantıya başvurabilirsiniz -"
"KM","km"
"ORDER","Sipariş"
"DRIVER_INSTRUCTIONS","Sürücü Talimatları"
"MERCHANT","tüccar"
"AGENT","ajan"
"STOPS","Duraklar"
"STOP_ID","Dur kimliği"
"DATE_TIME","Tarih-Saat"
"PERFORM_MSG","Eğer bu eylemi gerçekleştirmek istediğinden emin misin"
"FORCE_COMPLETE_ORDER","Kuvvet Komple Sipariş"
"RIDE_DISTANCE","Ride Mesafe"
"RETURN_DISTANCE","İade Mesafe"
"PARKING_FARE","park Fare"
"RIDE_TIME","Biniş zamanı"
"PICKUP_DISTANCE","pikap Mesafe"
"PICKUP_WAITING_TIME","Pikap Bekleme Süresi"
"DROP_ADDRESS","Bırak Adresi"
"ADD_REMARKS","Notlar ekle"
"ACTIVATE_recur_task","Eğer Dönüşümlü görev üzerinde ekleme etkinleştirme ister misiniz?"
"DEACTIVATE_recur_task","Eğer gerçekten senin eklemek üstünde kapatmak istiyor musun?"
"DEACTIVATE_recur_task_sub_text","Not: Şu anda etkin yinelenen kurallar etkin durumda kalır ve kendi görev konfigürasyonu göre oluşturulacaktır. Onları devre dışı bırakmak için, yinelenen kural ayrıntı sayfasından bireysel kurallarını silin."
"ACTIVATE_tookan_client","Eğer Tookan İstemci üzerinde ekleme etkinleştirme ister misiniz?"
"ACTIVATE_tookan_partner","Eğer Tookan Ortağı ekleyin etkinleştirme ister misiniz?"
"DEACTIVATE_fugu_chat","Bu uygulamanız için Fugu sohbet devre dışı kalır."
"ACTIVATE_rating_add_on","Eğer Puanlama ekleyin etkinleştirme ister misiniz?"
"ACTIVATE_barcode_add_on","Eğer Barkod ekleyin etkinleştirme ister misiniz?"
"ACTIVATE_earning_pricing","Hesabınız için Kazanç ve Fiyatlandırma etkinleştirmek"
"DEACTIVATE_earning_pricing","Hesabınız için Kazanç ve Fiyatlandırma devreden"
"deactivate_fugu_for_app","Bu ajan uygulaması için Fugu sohbet devre dışı bırakacaktır"
"fugu_for_business_app","Business App için Fugu Sohbet"
"activate_customer_rating","Bu hesaptaki Müşteri Değerlendirmesi aktive edecek."
"deactivate_customer_rating","Bu hesaptaki Müşteri Değerlendirmesi devre dışı kalır."
"deactivate_bar_code","Bu, hesabınız için Barkod devre dışı bırakacaktır"
"activate_bar_code","Bu, hesabınız için Barkod aktive edecek"
"idm_for_agent_app_activate","Bu ajan App için Kimlik Yönetimi aktive edecek"
"customer_signup_app_activate","Bu Müşteri App için Müşteri Kaydı devreye girer."
"till_end_of_march","Mart ayı sonuna kadar"
"go_to_fugu_dashboard","Fugu tablonuzda git"
"customer_signup_app_deactivate","Bu Müşteri App için Müşteri Kaydı devre dışı kalır."
"idm_for_agent_app_deactivate","Bu ajan App için Kimlik Yönetimi devre dışı bırakacaktır"
"no_agent_matches","कोई एजेंट फ़िल्टर से मेल खाता"
"lower_case_category","वर्ग"
"HIDDEN_FIELD","gizli Alan"
"TASK_TEMPLATES","Şablonlar"
"TEMPLATE_NAME","şablon adı"
"READ_ONLY","Sadece oku"
"ADD_CUSTOM_FIELD","Özel Alan Ekle"
"CUSTOM_TEMPLATE_NAME","Özel Şablon Adı"
"DELETE_MSG","Emin misiniz? Bu geri alınamaz."
"INPUT_TYPE_DROPDOWN","Giriş türü: Açılır"
"HELP_MSG_1","Giriş tipi açılır olduğunda, alan değeri olarak virgülle ayrılmış değerler yerleştirin. değerleri virgülle ayrılmış Bunlar üzerinde açılan seçenekleri olarak görünecektir"
"APP","Uygulama"
"INPUT_TYPE_CHECKLIST","Giriş türü: Kontrol Listesi"
"HELP_MSG_2","Giriş tipi listesi olduğunda alan value.These virgülle ayrılmış değerler üzerinde kontrol listesi seçenekleri olarak görünecektir olarak, virgülle ayrılmış değerler eklemek"
"INPUT_TYPE_DATA_FUTURE","Giriş tipi: Tarih-Gelecek"
"HELP_TEXT_3","gitmek"
"INPUT_TYPE_DATA_PAST","Giriş tipi: Tarih-geçmiş"
"HELP_TEXT_4","sayfa. eklendikten sonra,"
"ADD_TEMPLATE","Şablon ekle"
"TABLE_DETAIL","Masa Detayları"
"INPUT_TYPE","Giriş tipi"
"NUMBER","Numara"
"TEXT","Metin"
"TELEPHONE","Telefon"
"HEADER_NAME","üstbilgi Adı"
"ADD_MORE","Daha ekle"
"CUSTOM_FIELD_TEMPLATE","Özel Alan Şablonları"
"TEMPLATES_SUB_HEADING","Özel alanlar işinize özgü bir formda bilgileri yakalamak için izin verir."
"EDIT_TEMPLATE","Şablon Düzenle"
"DUPLICATE_TEMPLATE","yinelenen Şablon"
"DELETE_TEMPLATE","Şablon Sil"
"TEMPLATE_LIBRARY","şablon Kütüphanesi"
"ADD_TO_MY_TEMPLATE","Benim Şablonları Ekle"
"SAMPLE_HELP_TEXT","Eğer şablon listesine eklemek kez, bu şablonu düzenleyebilirsiniz."
"TEMPLATE_NAME_TOOLTIP","Bir görev oluştururken doğru bir seçim olabilir, böylece şablonun kolay bir ad verin. (Boşluk izin verilmez)"
"FIELD_NAME","Alan adı"
"ACTIONABLE","dava edilebilir"
"FIELD_MANDATE","Alan Manda"
"ADD_COLUMN","Sütun ekle"
"ADVANCED","ileri"
"APP_POPUP_NOTIFICATION","Uygulama Pop-up Bildirimler"
"APP_POPUP_NOTIFICATION_TOOLTIP","Bir görev için Ajanı gönderildiğinde uygulama açılır bildirimini yansıtacaktır alanları yapılandırın."
"PAYMENT_INVOICE_TEMPLATE","Ödeme Fatura Şablon"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Görev complete.You da kullanabilirsiniz sonra, uygulama içerisindeyken Ajan gösterilecektir dinamik bir ödeme fatura şablonu oluşturma"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","Görev sonra uygulama içinden, complete.You de kullanabilirsiniz"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","aritmetik ve if-else formüller"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","Bu şablonu oluştururken."
"FIELD_NAME_TOOLTIP","Alan adları ajan mobil uygulamasında doğrudan yansıtan, bu nedenle ilgili saklayın."
"APP_SIDE_DISPLAY_TOOLTIP","İzin (ajanlar ekleyebilir veya alanını değiştirmek olabilir) okuma ve yazma, (ajanlar sadece görebilir) salt okunur veya ajanlar gizlenir."
"INPUT_TYPE_TOOLTIP","Doğru veri türüyle, girilen verileri doğrulamak. Numara, e-posta, metin ve daha fazlası gibi seçenekler olsun ..."
"TEMPLATE_VALUE_TOOLTIP","Ön tanımladığınız bir görev veya oluştururken alanın değerini, katma değer (okuma / yazma seçeneği ile) ajanlar mobil uygulamadan değer katmak için izin verir."
"TEMPLATE_MANDATORY_TOOLTIP","görevi tamamladıktan sırasında alan zorunlu ya da değil zorunlu seçin. (Zorunlu alanlar dolu değilse Ajan görevi tamamlamak olamaz)"
"TEMPLATE_MANDATORY_TOOLTIP_1","seçeneklerini yapılandırma üzerinde yansıtmak istiyorum"
"INVOICE_SAMPLE","Ödeme Fatura Numune Formülleri"
"AIRTMETIC_TYPES","Bir dinamik fatura üretmek için kullanabileceğiniz çeşitli aritmetik türleri ve if-else ifadesi yok. Aşağıda Kullanmak ya da iş gereksinimine göre değiştirebilir birkaç örnektir"
"SIMPLE_AIRTMETIC","Basit Aritmetik"
"COMPLEX_AIRTMETIC","Kompleks Aritmetik"
"SIMPLE_IF_ELSE","Basit if-else (mesafe ve zaman Göre Hesaplama Ücret)"
"COMPLEX_IF_ELSE","Kompleks if-else"
"READ_MORE","Bu konuda daha fazla oku"
"HELP","yardım et"
"INPUT_TYPE_TEXT","giriş tipi açılan ya da kontrol listesi olduğu zaman, alan değeri olarak virgülle ayrılmış değer eklemek. değerleri virgülle ayrılmış Bunlar açılır / kontrol listesindeki seçenekleri olarak görünecektir"
"MY_TEMPLATES","Benim Şablonlar"
"SELECT_DATA_TYPE","Veri türünü seçin"
"DELETE","silmek"
"ALLOW_AGENT_INPUT","Ajan Giriş İzin"
"APP_SIDE_DISPLAY","Uygulama Yan Ekran"
"MANDATORY","Zorunlu"
"COLUMN","sütun"
"NONE_SELECTED","Hiçbiri seçilmedi"
"FIELD_1","alan 1"
"FIELD_2","alan 2"
"SELECT_TAG","seç Etiketi"
"TIME_SPENT_FOR_JOBS","Zaman işi için harcanan"
"EARNING_RULE","Kazanç Kural"
"RULE_NAME","Kural adı"
"SAVE_TEMPLATE_MSG","Bir Görev Fiyatlandırma ekleme ve kural kural kazanç önce şablonu kaydetmeniz gerekir."
"ADD_RULE","Kural ekle"
"DRIVER_EARNINGS","Sürücü Kazanç"
"FEES_EARNED_PER_TASK","Ücretler görev başına kazanılan"
"BASE_FARE","Taban Ücret"
"DURATION_FEE","Süre Ücret"
"DISTANCE_FEE","Mesafe Ücreti"
"DEDUCTIONS","Kesintiler"
"FEES_DEDUCTED_PER_TASK","Ücretler görev başına mahsup"
"COMMISSION","komisyon"
"SAVE_CHANGES","Değişiklikleri Kaydet"
"FORMULA_NAME","Formül Adı"
"FORMULA","formül"
"FINAL_EARNING","Nihai Kazanç"
"APPLY_TO","Başvurmak"
"ALL_AGENTS","Tüm Danışman /"
"SELECTED_AGENTS","Seçilmiş Ajanlar"
"PICKUP_ONLY","pikap sadece"
"DELIVERY_ONLY","Teslim sadece"
"BOTH","pick-up ve teslimat Hem"
"UPDATE_CHANGES","Güncelleme değişiklikler"
"ADDITIONS","İlaveler"
"TASK_PRICING_AND_EARNING_RULE","Görev Fiyatlandırma ve Kazanç Kural"
"DEDUCTION","kesinti"
"APPLIES_TO","Geçerli"
"DATE","tarih"
"DATE_FUTURE","Tarih-Gelecek"
"DATE_PAST","Tarih-Geçmiş"
"DATETIME_FUTURE","Datetime-Gelecek"
"DATETIME_PAST","Datetime-Geçmiş"
"EMAIL","E-posta"
"URL","URL"
"TABLE","tablo"
"BARCODE","Barkod"
"CHECKBOX","Onay Kutusu"
"CHECKLIST","Kontrol Listesi"
"DROPDOWN","Yıkılmak"
"IMAGE","görüntü"
"CAMERA_GALLERY","Kamera ve Galeri"
"CAMERA_ONLY","Kamera Sadece"
"NOT_MANDATORY","Zorunlu değil"
"audio","ऑडियो"
"RATING","Değerlendirme"
"Ratings_&_REVIEW","Puanlar Ve İncelemeleri"
"EXPORT_TABLE_AS_CSV","CSV olarak ihracat tablosu"
"FEEDBACK","geri bildirim"
"review","gözden geçirmek"
"REFRESH","Yenile"
"TEAM_NAME","Takım adı"
"MANAGE_SCHEDULE","Programı yönetme"
"SETTINGS","Ayarlar"
"SEARCH_BY_PLACEHOLDER","göre ara"
"SEARCH_BY_PLACEHOLDER_1","veya Takım Adı"
"BUSY","Meşgul"
"UNAVAILABLE","Kullanım dışı"
"AVAILABLE_HOURS","Mevcut Saatler"
"BOOKED_TIME","Rezervasyon Zaman"
"AVAILABILITY","Kullanılabilirlik"
"UNAVAILABLE_TIME","Yok Zaman"
"NO_DATA","Mevcut Veri Yok"
"JOBS_AVAILABLE","Mevcut İşler"
"ENABLE_AVAILABILITY","Durumu etkinleştirme"
"BILLING_DETAILS","Fatura Detayları"
"UPGRADE_PLANS","yükseltme Planı"
"NAME_OF_THE_PLAN","Planın Adı"
"CHANGE_PLAN","Değişim Planı"
"ACCOUNT_NAME","Hesap adı"
"NEXT_BILLING_DATE","Sonraki Fatura Tarihi"
"CREDIT_CARD_DETAILS","Kredi kartı detayları"
"ADD_CARD","Kart ekle"
"CHANGE_CARD","Değişim Kartı"
"PAYMENT_HISTORY","ödeme geçmişi"
"RECEIPT_NUMEBR","Makbuz Numarası"
"AMOUNT","Tutar"
"BILLING_MONTH","fatura Ay"
"TRAIL_PERIOD_EXPIRE","Deneme süresi bitiş tarihi"
"PLAN","Plan"
"EXPIRY_DATE","vade"
"CREDITS","Kredi"
"CARD_DETAILS","Kart detayları"
"UPGRADE_PLAN","Bir sonraki ayın 1'ine kadar beklemek veya App kullanmaya devam etmek için planını yükseltin."
"CURRENT_TOTAL","Geçerli iş toplam kapsar"
"CURRENT_TOTAL_AND","ve"
"CHOOSE_PLAN","Planı seçin"
"PAYABLE_MONTHLY","Ödenecek Aylık"
"BASED","merkezli"
"SHORT_BUSINESSES","Kısa süreli görevlerle işletmeler için tercih"
"DEALING_LARGE","Avantajlı sayılabilen işgücünün karşı Görevler çok büyük havuzu ile uğraşırken."
"AGAINST_WORKFORCE","sayılabilen işgücü karşı."
"UNLIMITED","Sınırsız"
"BUSINESSES_INVOLVING","Birden iş günü tamamlama süresi ile Görevler içeren işletmeler için tercih."
"MULTIPLE_DAYS","Birden iş günü tamamlama süresi ile."
"PAY_JUST","sadece öde"
"UNDERTAKEN","üstlenilen"
"NO_RESTRICTION","işgücü üzerinde hiçbir kısıtlama"
"FREE_FOREVER","Ücretsiz Sonsuza"
"ALLOW_USAGE","sadece 3 ajanların kullanımına izin verin"
"UPTO_300","Ayda 300 Görevler Kadar"
"PER_MONTH","her ay"
"NO_BILLS","Sonsuza yok faturaları"
"PAY_PER_AGENTS","BAŞINA Ajan ÖDEME"
