"key","value"
"TASK_DURATION","Varigheden af ​​en opgave er som standard lig med 5 minutter, men det kan tilpasses ved hjælp af Custom Task Varighed Option."
"DURATION_DEFAULT","Varigheden af ​​en opgave er som standard svarende til forskellen mellem sluttid og starttid, men det kan tilpasses ved hjælp af Custom Task Varighed Option."
"DEFAULT_5MINUTES","Opgave varighed er 5 minutter i standard"
"DURATION_DIFFERENCE","Opgave varighed er forskellen mellem start- og sluttidspunkt som standard."
"PER","om"
"CONSIDER_PICKUP_DELIVERY_TIME","Overvej Pick-Up og Leveringstid"
"MINIMIZE_DRIVE_TIME","Agenten Minimer drevet tid"
"DRIVE_ON_TIME_END","Agenten skal altid frem til tiden"
"WILL_BE_OPTIMIZE_TASK","opgave vil blive optimeret inden udgangen tidspres men kan resultere i ikke-tildelt opgave"
"WILL_BE_OPTIMIZE_ENTIRE_TASK","opgave vil blive optimeret til hele dagen uanset opgaven sluttidspunkt"
"custom_task_duration","Tilpasset Opgave Varighed"
"MAX_task_per_fleet","MAXIMUM OPGAVE PER Agent"
"routed_task","Routed opgave"
"ASSIGN_AGENTS","Tildel Agenter"
"SELECT_TEAM","Vælg Team"
"SUBMIT","Indsend"
"DETAILS","detaljer"
"ADDRESS","Adresse"
"CUSTOMER_NAME","Kundenavn"
"CUSTOMER_PHONE","Kundeservice Telefon"
"TASK_ID","Opgave-id"
"TASK_DETAILS","Opgave Detaljer"
"TASK_TYPE","Opgave type"
"DESCRIPTION","Beskrivelse"
"TASK_STATUS","Opgave status"
"CUSTOMER_DETAILS","kundeoplysninger"
"COMPLETE_TIME","Komplet Time"
"THIS","Det her"
"DELETED","slettet"
"ADD_AGENT","Tilføj Agent"
"LAST_NAME","Efternavn"
"PHONE","telefon"
"ASSIGN","Tildel"
"SCHEDULE_PERMISSIONS","Planlæg Tilladelser til agenter"
"CONTACT","Kontakt"
"NAME","Hvad hedder du"
"TIMELINE","Tidslinje"
"NO_TIMELINE","Ingen tidslinje tilgængelig for dagen"
"NOT_UPDATED","ikke opdateret"
"LAST_STOPPAGE_TIME","Sidste stop tid"
"LAST_MOVING_TIME","Sidste Moving Time"
"AGENTS","Søg Agenter"
"STATUS","status"
"TASK_DESCRIPTION","Opgave Beskrivelse"
"CUSTOM_FIELDS","Brugerdefinerede"
"REFERENCE_IMAGE","henvisning Billede"
"ACTIVITY_TIMELINE","Aktivitet Tidslinje"
"PATH_HISTORY","Sti Historie"
"START_BEFORE","Start Før"
"COMPLETE_BEFORE","Komplet Før"
"CUSTOMER","Kunde"
"TOTAL_TIME_TAKEN","Total tid Taget"
"DISTANCE_TRAVELLED","Afstand"
"REASSIGN","Tildel"
"EDIT_TASKS","Edit Task"
"DUPLICATE_TASKS","Duplicate Opgave"
"CHANGE_STATUS","Skift status"
"DELETE_TASKS","Slet opgave"
"Export_Tasks","Export Opgave"
"CUSTOMER_RATING","Kundebedømmelser"
"TASK_DETAIL","detaljer"
"HISTORY","Historie"
"CONNECTED_TASKS","forbundne Opgaver"
"TRACKING_LINK","Sporing Link"
"CLICK_TO_TRACK","Klik her for at spore"
"PENDING","Verserende"
"COMPLETED","afsluttet"
"CANCELLED","Aflyst"
"NO_TASKS","Ingen opgave tilgængelig for dagen"
"TEAM","Hold"
"SEEN","set"
"UNSEEN","Unseen"
"SEARCH_FLEET","Søg"
"FLEET_RIGHT_2_TEXT_1","Alle"
"FLEET_TEAM","Hold"
"FLEET_NAME","Agent navn"
"FLEET_ID","Agent Id"
"FLEET_EMAIL","E-mail"
"FLEET_TAGS","Tags"
"PERMISSIONS","Tilladelser"
"ACTIVATE","Aktiver"
"MANAGER_RIGHT_2_CLICK_HERE","Klik her"
"SCHEDULE","Tidsplan for din konto."
"CONTROL","Kontrollere"
"MANAGER","Manager"
"SUB_HEADER","Set Standard arbejdstid for din agent"
"SUB_HEADER_2","Set adgangsrettigheder til din manager"
"MANAGER_RIGHT_1","Ledere kan ikke få adgang til"
"MANAGER_RIGHT_2","Ledere kan se & redigere"
"MANAGER_RIGHT_2_TEXT_1","Alle Ledere kan få adgang til som standard."
"MANAGER_RIGHT_2_TEXT_2","at ændre denne indstilling."
"SUB_HEADER_3","Set adgangsrettigheder til din"
"FLEET_RIGHT_1","kan ikke få adgang"
"FLEET_RIGHT_2","kan se & redigere"
"FLEET_RIGHT_2_TEXT_2","kan få adgang til som standard."
"FLEET_RIGHT_2_TEXT_3","at ændre denne indstilling."
"UPDATE_MANAGER_PERMISSIONS","Opdater Manager-Tilladelser"
"SET_MANAGER_RIGHTS","Set Se & Rediger Rettigheder for din manager"
"SEARCH_MANAGER","Søg manager"
"MANGER_NAME","manager Navn"
"MANGER_EMAIL","manager Email"
"MANGER_TEAM","manager Team"
"MANAGER_ID","ID"
"SEARCH_TEAM","Søg Team"
"CANCEL_FILTERS","Annuller filtre"
"SET_FLEET_RIGHTS","Set Se & Rediger rettigheder til dit"
"SEARCH_TAG","Søg Tag"
"STEP","Trin"
"OF","af"
"VIEW_ONLY","Se Kun"
"VIEW&EDIT","Se & EDIT"
"SEARCH_MANAGER_PLACEHOLDER","manager Navn"
"CUSTOM_RIGHT_AGENT","Du har indstillet brugerdefinerede rettigheder for hver"
"update_agent_schedule","अद्यतन कर्मचारी अनुसूची"
"activate_agent_schedule","सक्रिय कर्मचारी अनुसूची"
"search_customer","Søg Gode"
"IMPORT_CSV","Importer CSV"
"SELECT_FILE","Vælg fil"
"IMPORT_CUSTOMERS","Import Kunder"
"CLICK_HERE_TEXT","at downloade CSV-fil skabelon med stikprøveværdier til kundens data import"
"DRAG_DROP","Drag & Drop CSV-fil"
"GET_IN_TOUCH","Kom i Touch"
"SELECT_TEMPLATE","Vælg skabelon"
"CREATE_TASK_VIA_CSV","Opret Opgaver via CSV"
"DOWNLOAD_SAMPLE_FILE","Hent Sample fil"
"HAVE_CUSTOM_FILE","Har en brugerdefineret fil?"
"SELECT_CUSTOM_FIELD","Vælg Brugerdefineret Field skabelon"
"REMOVE_TEMPLATE","Fjern skabelon"
"DROP_FILE","Drop-fil for at vedhæfte, eller"
"BROWSE","Gennemse"
"CSV_UPLOAD","CSV Upload Rapport"
"REASON","Grund"
"UPLOAD_STATUS","Upload status"
"SUCCESS","Succes"
"FAILED","mislykkedes"
"DELIVERY","Levering"
"PICK_UP","Saml op"
"CSV","via CSV"
"CREATE","skab"
"PICKUP","Saml op"
"APP_ADD_REQ","Udnævnelse adresse er påkrævet"
"ENSURE_FIELDS_BEFORE_UPLOAD","Sørg for, at header felter i prøve CSV ikke ændres før upload."
"FOR","Til"
"HEADING","kontoopsætning"
"NEW_TASK","Ny opgave"
"AUTO_ASSIGN","Auto Tildel"
"SELECT_AGENTS","Vælg Agenter"
"HELP_TEXT_1","Du har ingen aktive"
"CHANGE_TASK_STATUS","Skift opgave status"
"SELECT_A_TEAM","Vælg et hold før optimering rute"
"HELP_TEXT_2","At tilføje"
"SELECT_DELIVERY_OPTIONS","Vælg leveringsmuligheder for at se felter"
"SELECT_PICKUP_OPTIONS","Vælg afhente muligheder for at se felter"
"LATITUDE","Breddegrad"
"LONGITUDE","Længde"
"DELIVERY_ADDRESS","Leveringsadresse"
"TIMINGS","tider"
"PICKUP_TIME","Afhentningstid"
"GREATER_TIME","Tiden skal være større end aktuel tid"
"DELIVERY_TIME","Leveringstid"
"START_TIME","Starttidspunkt"
"END_TIME","End Time"
"ENT_TIME_GREATER","Sluttidspunkt skal være større end Starttid"
"CLIENT","Klient"
"REFERENCE_IMAGES","referencebilleder"
"ENABLE","Aktiver"
"LABEL","Etiket"
"VALUE","Field Value"
"ACTION","Handling"
"ADD_ROW","Tilføj række"
"BUSSINESS_NAME","Virksomhedens navn"
"MERCHANT_CONTACT","Merchant Kontakt"
"PICKUP_POINT","Pickup punkt"
"START_WITH","Start med"
"LOCATION","beliggenhed"
"ADD_CUSTOM_FIELDS","Tilføj brugerdefinerede felter"
"DELIVERY_TIME_GREATER","Leveringstid bør være større end Afhentning tid."
"REPEAT_TASK","Gentag Opgave"
"ASIGN_AGENT","Tildel Agent"
"VIA_PARTNER","via Partner"
"CREATE_TASK","at skabe opgave fra app."
"MANUALLY","manuelt"
"SWITCH_GEO_ON","Tænd på Geo-hegn"
"SELECT_AGENT","Select_Agent"
"NO","Ingen"
"AVAILABLE","Ledig"
"YES","Ja"
"PICK_UP_DETAILS","Pick-up Detaljer"
"DELIVERY_DETAILS","Levering Detaljer"
"RESET","Nulstil"
"SELECT_PARTNER","Vælg Partner"
"ASSIGN_TASKS","Tildel Forbundne opgaver til samme hold og"
"ALL_TASKS","Alle"
"PICKUP_ADDRESS","Afhentningsadresse"
"END_TIME_GREATER","End Time *"
"Task_DESCRIPTION","Opgave Beskrivelse"
"ADD_GEOFENCE","Tilføj opgave adresse for at aktivere Geo-hegn filter."
"NO_GEOFENCE","Du tilflugtssted \ 't setup eventuelle Geo-hegn regioner endnu"
"MATCHES_FILTER","matcher filteret"
"AUTO","Auto"
"MANUAL","brugervejledning"
"NO_TEAM","Ingen hold tilgængelig, så tilføj et team til at fortsætte."
"NO_RESULT","ingen Resultat"
"AUTOMATIC_ASSIGN","Automatisk tildele"
"PARTNER","Partner"
"DUPLICATE_STOP","Duplicate Stop"
"UPDATE_STOP","Opdatering Stop"
"CREATE_STOP","Opret Stop"
"SELECT_A_PARTNER","Vælg en partner"
"ENTER_COMMA_SEPARATED_MSG","Indtast kommasepareret"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Venligst deaktivere automatisk opgave at muliggøre anerkendelse typen ingen."
"add_a_pickup_point","Tilføj en pickup punkt"
"add_another_pickup_point","Tilføj en pickup punkt"
"add_a_delivery_point","Tilføj et leveringssted"
"add_another_delivery_point","Tilføj en leveringsstedet"
"automatically","automatisk"
"ENTER_BARCODE","Indtast Stregkode"
"ALL_TEAMS","Alle hold"
"BATTERY_LAVEL","batteriniveau"
"NEW","Ny"
"COPY_DESC_STOP","Kopier beskrivelse til alle stoppesteder"
"THIS_OVERRIDE_STOPS_DESC","Dette vil tilsidesætte alle stopper beskrivelse"
"REASIGN_AGENT","Tildel agent"
"assign_connected_task_to_same_agent","Tildel Forbundne opgaver til samme hold og Agent"
"NOTES","Noter"
"EMAIL_OPTIONAL","E-mail (valgfrit)"
"DELIVER_BEFORE","Levér Før"
"PICKUP_BEFORE","Pick-up Før"
"OR","Eller"
"CLICK_OR_BROWSE","Klik for at gennemse eller droppe en billedfil"
"SHOW_COORDINATES","Vis Koordinater"
"REPEAT_HEADER","Gentage"
"REPEATS_HEADER","gentager"
"REPEATS_ON","gentager On"
"STARTS_ON","starter On"
"ENDS_ON","Ender On"
"AFTER_TEXT","Efter"
"OCCURENCES_TEXT","forekomster"
"ON_TEXT","På"
"SUMMARY_TEXT","Resumé"
"DAILY","Daglige"
"MONTHLY","Månedlige"
"WEEKLY","Ugentlig"
"YEARLY","årlig"
"ALTERNATE_DAYS","alternative Dage"
"FORTNIGHTLY","hver fjortende dag"
"ALL_DAYS","alle dage"
"ENDS_AFTER","slutter efter"
"FORCE_ARRIVAL","kraft Ankomst"
"FORCE_COMPLETE","kraft Complete"
"UNASSIGN","Unassign"
"FORCE","Kraft"
"ORDER_EDITED_MSG","Denne bekendtgørelse er blevet redigeret på JD, så data i den nye OM kunne være forkert. Der henvises til følgende link for nøjagtige detaljer -"
"KM","km"
"ORDER","Bestille"
"DRIVER_INSTRUCTIONS","driverens instruktioner"
"MERCHANT","Købmand"
"AGENT","Agent"
"STOPS","stopper"
"STOP_ID","Stop-id"
"DATE_TIME","Dato tid"
"PERFORM_MSG","Er du sikker på, du vil udføre denne handling"
"FORCE_COMPLETE_ORDER","Kraft Komplet Order"
"RIDE_DISTANCE","Ride Afstand"
"RETURN_DISTANCE","Retur Afstand"
"PARKING_FARE","parkering Fare"
"RIDE_TIME","Køretid"
"PICKUP_DISTANCE","Pickup Afstand"
"PICKUP_WAITING_TIME","Pickup Ventetid"
"DROP_ADDRESS","Drop Adresse"
"ADD_REMARKS","Tilføj Bemærkninger"
"ACTIVATE_recur_task","Vil du gerne Aktiver Tilbagevendende opgave Tilføj på?"
"DEACTIVATE_recur_task","Vil du virkelig ønsker at deaktivere din add på?"
"DEACTIVATE_recur_task_sub_text","Bemærk: De aktuelt aktive tilbagevendende regler vil forblive aktive og deres opgave vil blive oprettet som pr konfigurationen. For at deaktivere dem, skal du slette individuelle regler fra tilbagevendende regel detalje side."
"ACTIVATE_tookan_client","Vil du gerne Aktiver Tookan Client Tilføj på?"
"ACTIVATE_tookan_partner","Vil du gerne Aktiver Tookan Partner Tilføj på?"
"DEACTIVATE_fugu_chat","Dette vil deaktivere Fugu chat for din app."
"ACTIVATE_rating_add_on","Vil du aktivere Rating Tilføj på?"
"ACTIVATE_barcode_add_on","Vil du aktivere Stregkode Tilføj på?"
"ACTIVATE_earning_pricing","aktivere Earning og Pris for din konto"
"DEACTIVATE_earning_pricing","deaktivere Earning og Pris for din konto"
"deactivate_fugu_for_app","Dette vil deaktivere Fugu chat for din agent app"
"fugu_for_business_app","Fugu Chat til din virksomhed App"
"activate_customer_rating","Dette vil aktivere Kundebedømmelser på din konto."
"deactivate_customer_rating","Dette vil deaktivere Kundebedømmelser på din konto."
"deactivate_bar_code","Dette vil deaktivere stregkode til din konto"
"activate_bar_code","Dette vil aktivere stregkode til din konto"
"idm_for_agent_app_activate","Dette vil aktivere Identity Management for din agent App"
"customer_signup_app_activate","Dette vil aktivere Customer Tilmeld til din kunde App."
"till_end_of_march","Indtil slutningen af ​​marts"
"go_to_fugu_dashboard","Gå til Fugu betjeningspanel"
"customer_signup_app_deactivate","Dette vil deaktivere Kundens Tilmeld til din kunde App."
"idm_for_agent_app_deactivate","Dette vil deaktivere Identity Management for din agent App"
"no_agent_matches","कोई एजेंट फ़िल्टर से मेल खाता"
"lower_case_category","वर्ग"
"HIDDEN_FIELD","Skjult Field"
"TASK_TEMPLATES","Skabeloner"
"TEMPLATE_NAME","template Name"
"READ_ONLY","Læs kun"
"ADD_CUSTOM_FIELD","Tilføj brugerdefineret felt"
"CUSTOM_TEMPLATE_NAME","Tilpasset skabelon Navn"
"DELETE_MSG","Er du sikker? Dette kan ikke fortrydes."
"INPUT_TYPE_DROPDOWN","Input seværdighed: Dropdown"
"HELP_MSG_1","Når input type er dropdown, indsæt kommaseparerede værdier som felt værdi. Disse kommaseparerede værdier vises som muligheder for dropdown på"
"APP","App"
"INPUT_TYPE_CHECKLIST","Input seværdighed: Tjekliste"
"HELP_MSG_2","Når input type er tjekliste, indsæt kommaseparerede værdier som felt value.These kommaseparerede værdier vises som muligheder for tjekliste på"
"INPUT_TYPE_DATA_FUTURE","Input seværdighed: Date-Future"
"HELP_TEXT_3","gå til"
"INPUT_TYPE_DATA_PAST","Input seværdighed: Date-fortid"
"HELP_TEXT_4","side. Når den er tilføjet, at"
"ADD_TEMPLATE","Tilføj skabelon"
"TABLE_DETAIL","Tabel Detaljer"
"INPUT_TYPE","Input Type"
"NUMBER","Nummer"
"TEXT","Tekst"
"TELEPHONE","Telefon"
"HEADER_NAME","Header Name"
"ADD_MORE","Tilføj mere"
"CUSTOM_FIELD_TEMPLATE","Brugerdefinerede Field skabeloner"
"TEMPLATES_SUB_HEADING","Brugerdefinerede felter kan du fange oplysninger i en form, der er specifik for din virksomhed."
"EDIT_TEMPLATE","Rediger skabelon"
"DUPLICATE_TEMPLATE","Duplicate Template"
"DELETE_TEMPLATE","Slet skabelon"
"TEMPLATE_LIBRARY","template Library"
"ADD_TO_MY_TEMPLATE","Tilføj til Mine skabeloner"
"SAMPLE_HELP_TEXT","Du kan redigere denne skabelon, når du tilføje den til din skabelon listen."
"TEMPLATE_NAME_TOOLTIP","Giv en let navn til din skabelon, så du kan vælge den rigtige, mens du opretter en opgave. (Mellemrum er ikke tilladt)"
"FIELD_NAME","Feltnavn"
"ACTIONABLE","Actionable"
"FIELD_MANDATE","Field Mandat"
"ADD_COLUMN","Tilføj kolonne"
"ADVANCED","Fremskreden"
"APP_POPUP_NOTIFICATION","App pop op-meddelelser"
"APP_POPUP_NOTIFICATION_TOOLTIP","Konfigurer de felter, der vil afspejle på pop-up meddelelse app, når en opgave sendes til din agent."
"PAYMENT_INVOICE_TEMPLATE","Betaling Faktura Skabelon"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Opret en dynamisk betaling faktura skabelon, der vil blive vist til din agent inden app, efter opgaven er complete.You kan også bruge"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","inden app, efter opgaven er complete.You kan også bruge"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","aritmetik og if-else formler"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","samtidig skabe denne skabelon."
"FIELD_NAME_TOOLTIP","Feltnavne afspejler direkte i agent mobile app, så hold dem relevante."
"APP_SIDE_DISPLAY_TOOLTIP","Tilladelse til at læse kun (agenter kan kun se), læse og skrive (agenter kan tilføje eller ændre feltet), eller det er skjult fra agenter."
"INPUT_TYPE_TOOLTIP","Godkend de indtastede data, med den rigtige datatype. Du får muligheder som nummer, e-mail, tekst og meget mere ..."
"TEMPLATE_VALUE_TOOLTIP","Pre-definere værdien af ​​feltet, tilføjer værdien, mens du opretter en opgave eller (med læse / skrive option) tillade agenter for at tilføje værdien fra den mobile app."
"TEMPLATE_MANDATORY_TOOLTIP","Vælg om feltet er obligatorisk eller ikke obligatorisk, mens fuldføre opgaven. (Agent kan ikke fuldføre opgaven, hvis obligatoriske felter ikke er udfyldt)"
"TEMPLATE_MANDATORY_TOOLTIP_1","Konfigurer de muligheder, du gerne vil reflektere over"
"INVOICE_SAMPLE","Betaling Faktura Sample Formler"
"AIRTMETIC_TYPES","Der findes forskellige typer af aritmetiske og if-else udtryk som du kan bruge for at generere en dynamisk faktura. Nedenfor er et par eksempler, som du kan bruge eller ændre afhængigt af din virksomhed krav"
"SIMPLE_AIRTMETIC","simple aritmetiske"
"COMPLEX_AIRTMETIC","Kompleks Arithmetic"
"SIMPLE_IF_ELSE","Enkel if-else (Beregning Fare Baseret på afstand og tid)"
"COMPLEX_IF_ELSE","Kompleks if-else"
"READ_MORE","Læs mere om dette"
"HELP","Hjælp"
"INPUT_TYPE_TEXT","Når indgang type er rullemenu eller tjekliste, indsætte kommaseparerede værdier som feltværdien. Disse kommaseparerede værdier vises som muligheder for dropdown / checkliste på"
"MY_TEMPLATES","Mine skabeloner"
"SELECT_DATA_TYPE","Vælg datatype"
"DELETE","Slet"
"ALLOW_AGENT_INPUT","Tillad Agent Input"
"APP_SIDE_DISPLAY","App Side Display"
"MANDATORY","Obligatorisk"
"COLUMN","Kolonne"
"NONE_SELECTED","Ingen Valgt"
"FIELD_1","felt 1"
"FIELD_2","felt 2"
"SELECT_TAG","Vælg Tag"
"TIME_SPENT_FOR_JOBS","Tidsforbruget til job"
"EARNING_RULE","Indtjening regel"
"RULE_NAME","regel Navn"
"SAVE_TEMPLATE_MSG","Du er nødt til at gemme skabelonen, før du tilføjer en opgave Priser og tjene regel regel."
"ADD_RULE","Tilføj regel"
"DRIVER_EARNINGS","drivere Indtjening"
"FEES_EARNED_PER_TASK","Gebyrer optjent pr opgave"
"BASE_FARE","Base Fare"
"DURATION_FEE","Varighed Fee"
"DISTANCE_FEE","Afstand Fee"
"DEDUCTIONS","Fradrag"
"FEES_DEDUCTED_PER_TASK","Gebyrer fratrukket pr opgave"
"COMMISSION","Provision"
"SAVE_CHANGES","Gem ændringer"
"FORMULA_NAME","formel Navn"
"FORMULA","Formel"
"FINAL_EARNING","Afsluttende Earning"
"APPLY_TO","Ansøg til"
"ALL_AGENTS","Alle agenter /"
"SELECTED_AGENTS","Valgte Agenter"
"PICKUP_ONLY","kun Pickup"
"DELIVERY_ONLY","kun Levering"
"BOTH","Både afhentning og levering"
"UPDATE_CHANGES","Opdatering Ændringer"
"ADDITIONS","Tilgang"
"TASK_PRICING_AND_EARNING_RULE","Opgave Priser & Optjening Regel"
"DEDUCTION","Fradrag"
"APPLIES_TO","Gælder"
"DATE","Dato"
"DATE_FUTURE","Dato-Future"
"DATE_PAST","Dato-Past"
"DATETIME_FUTURE","Datetime-Future"
"DATETIME_PAST","Datetime-Past"
"EMAIL","E-mail"
"URL","URL"
"TABLE","Bord"
"BARCODE","Stregkode"
"CHECKBOX","Afkrydsningsfelt"
"CHECKLIST","Tjekliste"
"DROPDOWN","dropdown"
"IMAGE","Billede"
"CAMERA_GALLERY","Kamera og Galleri"
"CAMERA_ONLY","Kamera Kun"
"NOT_MANDATORY","Ikke obligatorisk"
"audio","ऑडियो"
"RATING","Bedømmelse"
"Ratings_&_REVIEW","Bedømmelser og anmeldelse"
"EXPORT_TABLE_AS_CSV","Eksport tabel som CSV"
"FEEDBACK","Feedback"
"review","Anmeldelse"
"REFRESH","Opdater"
"TEAM_NAME","Hold navn"
"MANAGE_SCHEDULE","Administrer Schedule"
"SETTINGS","Indstillinger"
"SEARCH_BY_PLACEHOLDER","Søg på"
"SEARCH_BY_PLACEHOLDER_1","eller Team Navn"
"BUSY","Travl"
"UNAVAILABLE","Ikke tilgængelig"
"AVAILABLE_HOURS","Ledige Timer"
"BOOKED_TIME","bookede tid"
"AVAILABILITY","tilgængelighed"
"UNAVAILABLE_TIME","Ikke tilgængelig Time"
"NO_DATA","Ingen tilgængelig data"
"JOBS_AVAILABLE","Job Ledige"
"ENABLE_AVAILABILITY","Aktiver tilgængelighed"
"BILLING_DETAILS","faktureringsoplysninger"
"UPGRADE_PLANS","Upgrade Plan"
"NAME_OF_THE_PLAN","Navn af planen"
"CHANGE_PLAN","Skift Plan"
"ACCOUNT_NAME","Kontonavn"
"NEXT_BILLING_DATE","Næste Billing Dato"
"CREDIT_CARD_DETAILS","Kreditkort Detaljer"
"ADD_CARD","Tilføj Card"
"CHANGE_CARD","Skift Card"
"PAYMENT_HISTORY","Betalingsoversigt"
"RECEIPT_NUMEBR","Kvittering nummer"
"AMOUNT","Beløb"
"BILLING_MONTH","Fakturering måned"
"TRAIL_PERIOD_EXPIRE","Trial periode udløber den"
"PLAN","Plan"
"EXPIRY_DATE","udløb"
"CREDITS","credits"
"CARD_DETAILS","Card Detaljer"
"UPGRADE_PLAN","Vent indtil 1. i næste måned eller opgradere din plan at fortsætte med at bruge App."
"CURRENT_TOTAL","Din nuværende forretning indebærer i alt"
"CURRENT_TOTAL_AND","og"
"CHOOSE_PLAN","Vælg Plan"
"PAYABLE_MONTHLY","betales Månedlig"
"BASED","Baseret"
"SHORT_BUSINESSES","Foretrække for virksomheder med kortvarige opgaver"
"DEALING_LARGE","En fordel, når der beskæftiger sig med meget stor pulje af opgaver mod tælleligt arbejdsstyrke."
"AGAINST_WORKFORCE","mod tællelige arbejdsstyrke."
"UNLIMITED","Ubegrænset"
"BUSINESSES_INVOLVING","Foretrække for virksomheder, der involverer opgaver med flere arbejdsdage færdiggørelse tid."
"MULTIPLE_DAYS","med flere arbejdsdage færdiggørelse tid."
"PAY_JUST","Betal kun for det"
"UNDERTAKEN","iværksat"
"NO_RESTRICTION","Ingen begrænsning på arbejdsstyrken"
"FREE_FOREVER","Gratis Forever"
"ALLOW_USAGE","Tillad brug af kun 3 agenter"
"UPTO_300","Op 300 Opgaver per måned"
"PER_MONTH","om måneden"
"NO_BILLS","Ingen regninger for evigt"
"PAY_PER_AGENTS","Pay Per Agent"
"CARD_NUMBER","Kortnummer"
"SKIP","Springe"
"CANCEL","Afbestille"
"NO_CARD","Ingen kreditkort tilføjet endnu"
"CHOOSE_RIGHT_PLAN","Vælg den rigtige plan for dig"
"MONTH","Måned"
"ALLOW_USAGE_ONLY","Tillad brug af kun"
"ADDIIONAL_STOP_SAME_TASK","Yderligere Stop indenfor samme Opgave"
"BULK_TASK","Bulk Opgave"
"TASK_EMI","Opgave EMI"
"TASK_BASED","Task Based"
"CURRENT_PLAN","nuværende plan"
"DELETE_ACCOUNT","Slet konto"
"TOTAL_PENDING_PAYMENT","I alt indtil udbetaling er"
"INVOICE","Faktura"
"UPTO","Op til"
"MMYY","mm / yyyy"
"CVV","CVV"
"TASKPER_MOTH","Opgaver per måned"
"UNLIMITED_TASK","Ubegrænset opgaver pr Agent"
"PAY_PER_TASK","Pay Per Opgave"
"agnet_based_plan","Agent Based Plan"
"agnet_emi","Agent EMI"
"bulk_agent","Bulk Agent"
"task_plural","opgaver"
"agent_plural","midler"
"agent_plural1","midler"
"you_can_add_only_3","Du kan kun vælge 3 kørere i denne plan"
"TEAMS","Hold"
"MANAGERS","Ledere"
"ADD_MANAGER","Tilføj manager"
"ALLOW_ACCESS_TO_UNASSIGNED_TASKS","Tillad adgang til ikke-tildelte opgaver"
"ASSIGN_TEAMS","Tildel Team (r)"
"EDIT_MANAGER","Rediger manager"
"DELETE_MANAGER","Slet manager"
"PASSWORD","Adgangskode"
"ALLOW_CREATE_TASK","Tillad Opret Opgave"
"ALLOW_EDIT_TASK","Tillad Rediger opgave"
"FIRST_NAME","Fornavn"
"USERNAME","Brugernavn"
"ACTIONS","Handlinger"
