"key","value"
"MANAGER_ID","ID"
"SEARCH_TEAM","Поиск группы"
"CANCEL_FILTERS","Отменить выбор фильтров"
"SET_FLEET_RIGHTS","Установить право просмотра и редактирования для"
"SEARCH_TAG","Поиск тэга"
"STEP","Шаг"
"OF","из"
"VIEW_ONLY","Только просмотр"
"VIEW&EDIT","Просмотр и редактирование"
"SEARCH_MANAGER_PLACEHOLDER","Имя менеджера"
"CUSTOM_RIGHT_AGENT","Вы установили права доступа для каждого"
"update_agent_schedule","Обновить расписание Агента"
"activate_agent_schedule","активировать расписание Агента"
"search_customer","Поиск Клиентов"
"IMPORT_CSV","Импорт CSV"
"SELECT_FILE","Выбрать файл"
"IMPORT_CUSTOMERS","Импортировать данные Клиентов"
"CLICK_HERE_TEXT","для выгрузки CSV файла с тестовыми значениями для импорта данных о клиентах"
"DRAG_DROP","Перетащите сюда CSV файл"
"GET_IN_TOUCH","Связаться с нами"
"SELECT_TEMPLATE","Выбрать шаблон"
"CREATE_TASK_VIA_CSV","Создать задания из CSV"
"DOWNLOAD_SAMPLE_FILE","Загрузить файл-образец"
"HAVE_CUSTOM_FILE","У вас есть кастомный файл?"
"SELECT_CUSTOM_FIELD","Выбрать настраиваемый шаблон"
"REMOVE_TEMPLATE","Удалить шаблон"
"DROP_FILE","Перетащите файл для прикрепления, или"
"BROWSE","загрузите"
"CSV_UPLOAD","Загрузка отчета CSV"
"REASON","Причина"
"UPLOAD_STATUS","Статус загрузки"
"SUCCESS","Успешно"
"FAILED","Не выполненные"
"DELIVERY","Доставка"
"PICK_UP","Забор"
"CSV","с помощью CSV"
"CREATE","Создать"
"PICKUP","Забор"
"APP_ADD_REQ","Требуется заполнить адрес оказания услуги"
"ENSURE_FIELDS_BEFORE_UPLOAD","Пожалуйста, перед загрузкой, убедитесь, что поля заголовка в  СSV файле-образце не были изменены."
"FOR","Для"
"HEADING","Настройка учетной записи"
"NEW_TASK","Создать новое задание"
"AUTO_ASSIGN","Авто-назначение"
"SELECT_AGENTS","Выбрать Агентов"
"HELP_TEXT_1","У вас нет активных"
"CHANGE_TASK_STATUS","Изменить статус задания"
"SELECT_A_TEAM","Выберите группу, прежде чем оптимизировать маршрут"
"HELP_TEXT_2","Для добавления"
"SELECT_DELIVERY_OPTIONS","Выбрать опции доставки для просмотра полей"
"SELECT_PICKUP_OPTIONS","Выбрать опции забора для просмотра полей"
"LATITUDE","Широта"
"LONGITUDE","Долгота"
"DELIVERY_ADDRESS","Адрес доставки*"
"TIMINGS","Время"
"PICKUP_TIME","Время забора"
"GREATER_TIME","Время должно быть позднее, чем текущее"
"DELIVERY_TIME","Дата доставки"
"START_TIME","Время начала"
"END_TIME","Время окончания"
"ENT_TIME_GREATER","Время окончания должно быть позднее времени начала"
"CLIENT","Клиент"
"REFERENCE_IMAGES","Референс-изображения"
"ENABLE","Включить"
"LABEL","Лейбл"
"VALUE","Значение поля"
"ACTION","Действие"
"ADD_ROW","Добавить строку"
"BUSSINESS_NAME","Название компании"
"MERCHANT_CONTACT","Контакт мерчендайзера"
"PICKUP_POINT","Пункт забора"
"START_WITH","Начать с"
"LOCATION","Геолокация"
"ADD_CUSTOM_FIELDS","Добавить настраиваемые поля"
"DELIVERY_TIME_GREATER","Время доставки должно быть позднее времени забора"
"REPEAT_TASK","Повторить задание"
"ASIGN_AGENT","Назначить Агента"
"VIA_PARTNER","с помощью Партнера"
"CREATE_TASK","создать задание из приложения"
"MANUALLY","Вручную"
"SWITCH_GEO_ON","Включить геозонирование"
"SELECT_AGENT","Выбрать Агента"
"NO","Нет"
"AVAILABLE","Доступных"
"YES","Да"
"PICK_UP_DETAILS","Детали забора"
"DELIVERY_DETAILS","Детали доставки"
"RESET","Сбросить"
"SELECT_PARTNER","Выбрать партнера"
"ASSIGN_TASKS","Назначить связанные задания той же Группе"
"ALL_TASKS","Все"
"PICKUP_ADDRESS","Адрес забора"
"END_TIME_GREATER","Время окончания*"
"Task_DESCRIPTION","Описание задания"
"ADD_GEOFENCE","Добавить адрес доставки, чтобы активировать фильтр геозонирования"
"NO_GEOFENCE","Вы не установили виртуальные границы для геозон"
"MATCHES_FILTER","результат фильтрации"
"AUTO","Автоматически"
"MANUAL","Вручную"
"NO_TEAM","Нет доступных групп, добавьте группу, чтобы продолжить"
"NO_RESULT","Результата нет"
"AUTOMATIC_ASSIGN","Автоматическое назначение"
"PARTNER","Партнер"
"DUPLICATE_STOP","Дублировать Задание"
"UPDATE_STOP","Обновить Задание"
"CREATE_STOP","Создать Задание"
"SELECT_A_PARTNER","Выбрать партнера"
"ENTER_COMMA_SEPARATED_MSG","Введите разделяя запятыми"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Пожалуйста, отключите авто-назначение"
"add_a_pickup_point","Добавить точку забора"
"add_another_pickup_point","Добавить еще одну точку забора"
"add_a_delivery_point","Добавить точку доставки"
"add_another_delivery_point","Добавить еще одну точку доставки"
"automatically","Автоматически"
"ENTER_BARCODE","Введите номер штрих-кода"
"ALL_TEAMS","Все группы"
"BATTERY_LAVEL","Уровень заряда батареи"
"NEW","Создать новое задание"
"COPY_DESC_STOP","Применить это описание ко всем Заданиям"
"THIS_OVERRIDE_STOPS_DESC","Все имеющеся описания будут заменены."
"REASIGN_AGENT","Переназначение агент"
"assign_connected_task_to_same_agent","Назначает Connected задачи в том же команду и Агент"
"NOTES","Комментарии"
"EMAIL_OPTIONAL","E-mail"
"DELIVER_BEFORE","Доставить до*"
"PICKUP_BEFORE","Забрать до*"
"OR","или"
"CLICK_OR_BROWSE","Перетащите сюда файл или нажмите, чтобы загрузить"
"SHOW_COORDINATES","Показать координаты"
"REPEAT_HEADER","Повторить"
"REPEATS_HEADER","Повторяется"
"REPEATS_ON","Повторяется по"
"STARTS_ON","Начинается:"
"ENDS_ON","Заканчивается:"
"AFTER_TEXT","После"
"OCCURENCES_TEXT","ПОВТОРЕНИЯ"
"ON_TEXT","_"
"SUMMARY_TEXT","Сводные данные"
"DAILY","Ежедневно"
"MONTHLY","Ежемесячно"
"WEEKLY","Еженедельно"
"YEARLY","Ежегодно"
"ALTERNATE_DAYS","Альтернативные дни"
"FORTNIGHTLY","Каждые две недели"
"ALL_DAYS","ID Заказа"
"ENDS_AFTER","Заканчивается после"
"FORCE_ARRIVAL","Форсировать прибытие"
"FORCE_COMPLETE","Форсировать окончание выполнения"
"UNASSIGN","Отменить назначение"
"FORCE","Форсировать"
"ORDER_EDITED_MSG","This Order has been edited on JD, so the data in the new OM might be incorrect. Please refer to the following link for exact details -"
"KM","Км"
"ORDER","Заказ"
"DRIVER_INSTRUCTIONS","Инструкции водителю"
"MERCHANT","Мерчандайзер"
"AGENT","агент"
"STOPS","Задания"
"STOP_ID","ID связанного задания"
"DATE_TIME","Дата-время"
"PERFORM_MSG","Вы уверены, что хотите совершить это действие"
"FORCE_COMPLETE_ORDER","Форсировать окончание выполнения задания"
"RIDE_DISTANCE","Расстояние в пути"
"RETURN_DISTANCE","Обратный путь"
"PARKING_FARE","Плата за парковку"
"RIDE_TIME","Время в пути"
"PICKUP_DISTANCE","Расстояние до пункта забора"
"PICKUP_WAITING_TIME","Время ожидания в пункте забора"
"DROP_ADDRESS","Перенесите адрес"
"ADD_REMARKS","Добавить комментарии"
"ACTIVATE_recur_task","Вы хотите, чтобы активировать Периодическая задача Прибавьте?"
"DEACTIVATE_recur_task","Вы действительно хотите выключить надстройку на?"
"DEACTIVATE_recur_task_sub_text","Примечание: В настоящее время активные повторяющиеся правила будут оставаться активными, и их задача будет созданы в соответствии с конфигурацией. Чтобы отключить их, пожалуйста, удалить отдельные правила из повторяющейся страницы правил подробно."
"ACTIVATE_tookan_client","Вы хотите, чтобы активировать клиент Tookan Добавить в?"
"ACTIVATE_tookan_partner","Вы хотите, чтобы активировать Tookan Partner Добавить в?"
"DEACTIVATE_fugu_chat","Опция Fugu chat будет отключена в Приложении Агента."
"ACTIVATE_rating_add_on","Вы хотите активировать Оценка Добавить на?"
"ACTIVATE_barcode_add_on","Вы хотите, чтобы активировать штрих-код Добавить в?"
"ACTIVATE_earning_pricing","активировать заработав и ценообразование для вашей учетной записи"
"DEACTIVATE_earning_pricing","деактивировать заработав и ценообразование для вашей учетной записи"
"deactivate_fugu_for_app","Это отключит фугу чат для вашего приложения агента"
"fugu_for_business_app","Фуга чат для вашего бизнеса App"
"activate_customer_rating","Опция ""Рейтинг клиентов"" будет подключена для вашей учетной записи."
"deactivate_customer_rating","Опция ""Рейтинг клиентов"" будет отключена для вашей учетной записи."
"deactivate_bar_code","Опция ""Скан штрих-кода"" будет отключена для вашей учетной записи."
"activate_bar_code","Опция ""Скан штрих-кода"" будет подключена для вашей учетной записи."
"idm_for_agent_app_activate","Опция Распознавание личности будет подключена для вашего приложения Агента."
"customer_signup_app_activate","Регистрация клиента в системе будет подключена для вашего Приложения клиента."
"till_end_of_march","До конца Марта"
"go_to_fugu_dashboard","Перейти в админ-панель Fugu"
"customer_signup_app_deactivate","Регистрация клиента в системе будет отключена для вашего Приложения клиента."
"idm_for_agent_app_deactivate","Опция Распознавание личности будет отключена для вашего приложения Агента."
"no_agent_matches","Нет данных для отображения"
"lower_case_category","категорию"
"HIDDEN_FIELD","Скрытое поле"
"TASK_TEMPLATES","Шаблоны"
"TEMPLATE_NAME","Имя шаблона"
"READ_ONLY","Только чтение"
"ADD_CUSTOM_FIELD","Добавить настраиваемое поле"
"CUSTOM_TEMPLATE_NAME","Имя настраиваемого шаблона"
"DELETE_MSG","Вы уверены? Действие нельзя будет отменить."
"INPUT_TYPE_DROPDOWN","Тип ввода: выпадающий список"
"HELP_MSG_1","Когда типом ввода является выпадающий список, вводите значения отделяя их запятыми. Эти значения появятся в качестве значений выпадающего списка"
"APP","Приложение"
"INPUT_TYPE_CHECKLIST","Тип ввода: чек-лист"
"HELP_MSG_2","Когда типом ввода является чек-лист, вводите значения отделяя их запятыми. Эти значения появятся в качестве значений выпадающего списка"
"INPUT_TYPE_DATA_FUTURE","Тип ввода: дата в будущем"
"HELP_TEXT_3","перейдите"
"INPUT_TYPE_DATA_PAST","Тип ввода: дата в прошлом"
"HELP_TEXT_4","на страницу. После добавления"
"ADD_TEMPLATE","Добавить шаблон"
"TABLE_DETAIL","Детали таблицы"
"INPUT_TYPE","Тип ввода"
"NUMBER","Номер"
"TEXT","Текст"
"TELEPHONE","Телефон"
"HEADER_NAME","Название верхнего колонтитула"
"ADD_MORE","Добавить еще"
"CUSTOM_FIELD_TEMPLATE","Шаблоны с настраиваемыми полями"
"TEMPLATES_SUB_HEADING","Настраиваемые поля позволяют вам вносить информацию в том виде и объемах, которые нужны именно для вашего бизнеса."
"EDIT_TEMPLATE","Редактировать шаблон"
"DUPLICATE_TEMPLATE","Дублировать шаблон"
"DELETE_TEMPLATE","Удалить шаблон"
"TEMPLATE_LIBRARY","Библиотека шаблонов"
"ADD_TO_MY_TEMPLATE","Добавить в Мои шаблоны"
"SAMPLE_HELP_TEXT","Вы можете редактировать этот шаблон, когда добавите его в список своих шаблонов"
"TEMPLATE_NAME_TOOLTIP","Дайте простое название новому шаблону, чтобы иметь возможность выбрать его во время создания задания"
"FIELD_NAME","Название поля"
"ACTIONABLE","Практический"
"FIELD_MANDATE","Обязательное поле"
"ADD_COLUMN","Добавить колонку"
"ADVANCED","Дополнительные настройки"
"APP_POPUP_NOTIFICATION","Добавить pop-up уведомления"
"APP_POPUP_NOTIFICATION_TOOLTIP","Сконфигурируйте поля для отображения в pop-up уведомлении при получении нового задания Агентом."
"PAYMENT_INVOICE_TEMPLATE","Шаблон Отправки счета клиенту"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Создайте динамический шаблон счета-фактуры, который будет показан вашему агенту в приложении после завершения задачи. Вы также можете использовать"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","в приложении по окончании задания. Вы также можете использовать"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","арифметические и ""что-если"" формулы"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","в процессе создания шаблона."
"FIELD_NAME_TOOLTIP","Имена полей сразу же отражаются в мобильном приложении Агента, тем самым поддерживая их в актуальном состоянии."
"APP_SIDE_DISPLAY_TOOLTIP","Право доступа только на чтение, чтение и редактирование или отсутствие прав доступа."
"INPUT_TYPE_TOOLTIP","Измените тип введенных данных на корректный: числовые, текстовые, электронный адрес и тд"
"TEMPLATE_VALUE_TOOLTIP","Предопределите значение для поля, доавьте значение в ходе создания задания или позвольте агентам добавлять значение самостоятельно из мобильного приложения (с помощью определения прав доступа)"
"TEMPLATE_MANDATORY_TOOLTIP","Выберите обязательно ли к заполнению будет то или иное поле в ходе выполнения задания. (Агент не может закончить выполнение задания, если не заполнены обязательные поля)"
"TEMPLATE_MANDATORY_TOOLTIP_1","Сконфигурируйте опции, которые должны отобразиться в"
"INVOICE_SAMPLE","Шаблоны счетов на оплату"
"AIRTMETIC_TYPES","Существуют различные арифметические и ""что-если"" алгоритмы, которые вы можете использовать, чтобы сгенерировать динамический инвойс. Ниже вы найдете несколько примеров, которые также могут быть модифицированы при необходимости."
"SIMPLE_AIRTMETIC","Простая арифметика"
"COMPLEX_AIRTMETIC","Сложная арифметика"
"SIMPLE_IF_ELSE","Простой вариант ""что-если"" (Стоимость поездки рассчитывается на основе расстояния и времени)"
"COMPLEX_IF_ELSE","Сложный вариант ""что-если"""
"READ_MORE","Узнайте об этом больше"
"HELP","Помощь"
"INPUT_TYPE_TEXT","Когда в качестве типа ввода выбран выпадающий список или чек-лист - разделяйте значения вводимые, в поля запятыми. Эти значения появятся в выпадающем списке/чек-листе, соответственно."
"MY_TEMPLATES","Мои шаблоны"
"SELECT_DATA_TYPE","Выбрать тип данных"
"DELETE","Удалить"
"ALLOW_AGENT_INPUT","Разрешить ввод данных агентом"
"APP_SIDE_DISPLAY","Разрешения для мобильных приложений"
"MANDATORY","Обязательный"
"COLUMN","Колонка"
"NONE_SELECTED","Ничего не выбрано"
"FIELD_1","Поле 1"
"FIELD_2","Поле 2"
"SELECT_TAG","Выберите тэг"
"TIME_SPENT_FOR_JOBS","Время, потраченне на работу"
"EARNING_RULE","Правило заработка"
"RULE_NAME","Название правила"
"SAVE_TEMPLATE_MSG","Вам необходимо сохранить шаблон,для добавления правила ""Оплата/комиссия"" для заданий"
"ADD_RULE","Добавить правило"
"DRIVER_EARNINGS","Комиссия водителя"
"FEES_EARNED_PER_TASK","Выручка с одного задания"
"BASE_FARE","Базовая ставка оплаты"
"DURATION_FEE","Стоимость за длительность"
"DISTANCE_FEE","Стоимость за дистанцию"
"DEDUCTIONS","Вычеты"
"FEES_DEDUCTED_PER_TASK","Стоимость вычетов с задания"
"COMMISSION","Комиссия"
"SAVE_CHANGES","Сохранить изменения"
"FORMULA_NAME","Название формулы"
"FORMULA","Формула"
"FINAL_EARNING","Конечная прибыль"
"APPLY_TO","Применить к"
"ALL_AGENTS","Все Агенты/"
"SELECTED_AGENTS","Выбранные агенты"
"PICKUP_ONLY","Только забор"
"DELIVERY_ONLY","Только доставка"
"BOTH","Забор и доставка"
"UPDATE_CHANGES","Сохранить изменения"
"ADDITIONS","Дополнения"
"TASK_PRICING_AND_EARNING_RULE","Правило ""Оплата и комиссия"" для Заданий"
"DEDUCTION","Вычет"
"APPLIES_TO","Применимо к"
"DATE","Дата"
"DATE_FUTURE","Дата-в-будущем"
"DATE_PAST","Дата-в-прошлом"
"DATETIME_FUTURE","Дата и время в будущем"
"DATETIME_PAST","Дата и время в прошлом"
"EMAIL","E-mail"
"URL","Дата"
"TABLE","Таблица"
"BARCODE","Штрих-код"
"CHECKBOX","Чекбокс"
"CHECKLIST","Чеклист"
"DROPDOWN","Выпадающий"
"IMAGE","Фотография"
"CAMERA_GALLERY","Камера и Галерея изображений"
"CAMERA_ONLY","Только камера"
"NOT_MANDATORY","Не обязательно"
"audio","аудио"
"RATING","Рейтинг"
"Ratings_&_REVIEW","Рейтинг и отзывы"
"EXPORT_TABLE_AS_CSV","Экспортировать таблицу в CSV"
"FEEDBACK","Отзывы"
"review","Обзор"
"REFRESH","Обновить"
"TEAM_NAME","Название группы"
"MANAGE_SCHEDULE","Управлять расписанием"
"SETTINGS","Настройки"
"SEARCH_BY_PLACEHOLDER","Искать по"
"SEARCH_BY_PLACEHOLDER_1","или Названию группы"
"BUSY","Занятых"
"UNAVAILABLE","Не доступных"
"AVAILABLE_HOURS","Рабочие часы"
"BOOKED_TIME","Забронированное время"
"AVAILABILITY","Свободное время"
"UNAVAILABLE_TIME","Нерабочие часы"
"NO_DATA","Нет данных для отображения"
"JOBS_AVAILABLE","Свободные вакансии"
"ENABLE_AVAILABILITY","Включить режим ""Доступен"""
"BILLING_DETAILS","Платежные данные"
"UPGRADE_PLANS","Перейти на другой план"
"NAME_OF_THE_PLAN","Название плана"
"CHANGE_PLAN","Изменить план"
"ACCOUNT_NAME","Имя учетной записи"
"NEXT_BILLING_DATE","Следующая дата оплаты"
"CREDIT_CARD_DETAILS","Данные банковской карты"
"ADD_CARD","Добавить банковскую карту"
"CHANGE_CARD","Изменить данные банковской карты"
"PAYMENT_HISTORY","История платежей"
"RECEIPT_NUMEBR","Номер счета"
"AMOUNT","Сумма"
"BILLING_MONTH","Отчетный период"
"TRAIL_PERIOD_EXPIRE","Бесплатный демо-доступ заканчивается:"
"PLAN","План"
"EXPIRY_DATE","Срок действия"
"CREDITS","На счету доступно"
"CARD_DETAILS","Данные банковской карты"
"UPGRADE_PLAN","Пожалуйста дождитесь первого числа следующего месяца или смените план обслуживания, для продолжения использования приложения."
"CURRENT_TOTAL","Ваш бизнес включает общее количество"
"CURRENT_TOTAL_AND","и"
"CHOOSE_PLAN","Выбрать план"
"PAYABLE_MONTHLY","Ежемесячная оплата"
"BASED","На основе"
"SHORT_BUSINESSES","Предназначен для выполнения краткосрочных задач"
"DEALING_LARGE","Предпочтительно для видов бизнеса, с большим количеством Заданий при небольшом количестве Агентов."
"AGAINST_WORKFORCE","при небольшом количестве сотрудников."
"UNLIMITED","Безлимитное количество"
"BUSINESSES_INVOLVING","Предпочтительно для видов бизнеса, где на выполнение задания требуется несколько рабочих дней."
"MULTIPLE_DAYS","заданий, уходит несколько рабочих дней."
"PAY_JUST","Платите только за"
"UNDERTAKEN","выполненные"
"NO_RESTRICTION","Нет ограничений по количеству мобильных сотрудников"
"FREE_FOREVER","Бесплатно навсегда "
"ALLOW_USAGE","От 1 до 3 Агентов в работе"
"UPTO_300","Назначайте до 300 заданий в месяц"
"PER_MONTH","в месяц"
"NO_BILLS","Никаких счетов, никогда"
"PAY_PER_AGENTS","Оплата за количество агентов"
"CARD_NUMBER","Номер банковской карты"
"SKIP","Закрыть"
"CANCEL","Отмена"
"NO_CARD","Данные банковской карты еще не внесены"
"CHOOSE_RIGHT_PLAN","Выберите подходящий план"
"MONTH","Месяц"
"ALLOW_USAGE_ONLY","Количество Агентов от 1 до "
"ADDIIONAL_STOP_SAME_TASK","выполнение двух заданий одновременно"
"BULK_TASK","Массовая загрузка заданий"
"TASK_EMI","EMI задания"
"TASK_BASED","Основанный на задании"
"CURRENT_PLAN","Текущий план"
"DELETE_ACCOUNT","Удалить учетную запись"
"TOTAL_PENDING_PAYMENT","К оплате:"
"INVOICE","Счет"
"UPTO","Создавайте"
"MMYY","мм / гггг"
"CVV","CVV"
"TASKPER_MOTH","Заданий в месяц"
"UNLIMITED_TASK","Безлимитное количество Заданий"
"PAY_PER_TASK","Оплата за количество заданий"
"agnet_based_plan","Агентный план"
"agnet_emi","EMI Агента"
"bulk_agent","Оплата за количество Агентов"
"task_plural","Заданий(-ия)"
"agent_plural","Агентов(-а)"
"agent_plural1","Агентов"
"you_can_add_only_3","Вы можете выбрать только 3 Агентов"
"TEAMS","Группы"
"MANAGERS","Менеджеры"
"ADD_MANAGER","Добавить менеджера"
"ALLOW_ACCESS_TO_UNASSIGNED_TASKS","Предоставить доступ к неназначенным заданиям"
"ASSIGN_TEAMS","Назначить группу (группы)"
"EDIT_MANAGER","Редактировать данные Менеджера"
"DELETE_MANAGER","Удалить Менеджера"
"PASSWORD","Пароль"
"ALLOW_CREATE_TASK","Разрешить создание задания"
"ALLOW_EDIT_TASK","Разрешить редактирование задания"
"FIRST_NAME","Имя"
"USERNAME","Логин"
"ACTIONS","Действия"
"MANAGER_HEADING","Добавляйте Менеджеров для создания и редактирования заданий и последющего их назначения Агентам. Присваивайте Менеджерам несколько групп агентов одновременно, а также давайте права доступа на добавление Агентов или доступ к не-назначенным Заданиям."
"OPTIONAL","Необязательно"
