"key","value"
"MAX_TASK","Maksimium zadania na"
"MAX","Maksimum"
"MIN","min"
"ROUTE_OPTIMIZATION_PRIORITY","Priorytet optymalizacji trasy"
"START_LOCATION","Lokalizacja startu kierowcy"
"CURRENT_LOCATION","Bieżąca lokalizacja"
"BUSINESS_LOCATION","Lokalizacja firmy"
"CUSTOM_LOCATION","Domyślna lokalizacja"
"SELECT_ALL","Wybierz wszystko"
"TASK","Zadanie"
"UNROUTED_TASK","zadanie nie naznaczone"
"TASKS_NOT_ROUTED","zadania nie zostały naznaczone"
"ROUTING","Wytyczanie"
"ROUTE_OPTIMIZATION_PARAMETERS","Wybierz parametry optymalizacji trasy"
"OPTIMIZED_VIA","Trasy mogą być zoptymalizowane poprzez"
"ENTER_CUSTOM_LOCATION","Wprowadź domyślną lokalizację"
"TASK_DURATION","Okres trwania zadania jest domyślnie równy 5 minut, ale może zostać spersonalizowany poprzez użycie opcji czas trwania zadania domylnego."
"DURATION_DEFAULT","Okres trwania zadania jest domyślnie równy różnicy pomiędzy czasem końcowym, a czasem początkowym, ale może zostać spersonalizowany poprzez użycie opcji czas trwania zadania domylnego."
"DEFAULT_5MINUTES","Okres trwania zadania wynosi  domyślnie 5 minut"
"DURATION_DIFFERENCE","Okres trwania zadania jest domyślnie różnicą pomiędzy czasem początkowym a końcowym."
"PER","na"
"CONSIDER_PICKUP_DELIVERY_TIME","Rozważ czas odbioru i dostawy"
"MINIMIZE_DRIVE_TIME","Kierowca zminimalizował czas przejazdu"
"DRIVE_ON_TIME_END","Kierowca zawsze powinien przybyć na czas"
"WILL_BE_OPTIMIZE_TASK","zadanie będzie zoptymalizowane poprzez ograniczenia czasu końcowego, ale może doprowadzić do nieprzypisania zadania"
"WILL_BE_OPTIMIZE_ENTIRE_TASK","zadanie będzie zoptymalizowane dla pełnego dnia nie mając względu na czas końcowy zadania"
"custom_task_duration","Standardowy okres zadania"
"MAX_task_per_fleet","MAKSYMALNE ZADANIE NA kierowcę"
"routed_task","Pogromione zadanie"
"ASSIGN_AGENTS","Przypisz kierowcę"
"SELECT_TEAM","Wybierz zespół"
"SUBMIT","Wyślij"
"DETAILS","Szczegóły"
"ADDRESS","Adres"
"CUSTOMER_NAME","Nazwa klienta"
"CUSTOMER_PHONE","Numer telefonuklienta"
"TASK_ID","Identyfikator zadania"
"TASK_DETAILS","Szczegóły zadań"
"TASK_TYPE","Rodzaj zadania"
"DESCRIPTION","Opis"
"TASK_STATUS","Status zadania"
"CUSTOMER_DETAILS","Szczegóły klienta"
"COMPLETE_TIME","Czas ukończenia"
"THIS","To"
"DELETED","Usunięto"
"ADD_AGENT","Dodaj kierowcę"
"LAST_NAME","Drugie imię"
"PHONE","Telefon"
"ASSIGN","Przypisz"
"SCHEDULE_PERMISSIONS","Zgody harmonogramu dla kierowców"
"CONTACT","Kontakt"
"NAME","Jak masz na imię"
"TIMELINE","Oś czasowa"
"NO_TIMELINE","Brak osi czsowej dostępnej na ten dzień"
"NOT_UPDATED","Nie zaktualizowano"
"LAST_STOPPAGE_TIME","Ostatni czas zatrzymania"
"LAST_MOVING_TIME","Ostatni czas przemieszczenia"
"AGENTS","Kierowcy"
"STATUS","Status"
"TASK_DESCRIPTION","Opis zadania"
"CUSTOM_FIELDS","Pola niestandardowe"
"REFERENCE_IMAGE","Obraz nawiązujący"
"ACTIVITY_TIMELINE","Oś czasowa czynności"
"PATH_HISTORY","Historia ścieżki"
"START_BEFORE","Rozpocznij przed"
"COMPLETE_BEFORE","Ukończone przed"
"CUSTOMER","Klient"
"TOTAL_TIME_TAKEN","Ogólny czas "
"DISTANCE_TRAVELLED","Przebyta droga"
"REASSIGN","Przypisz ponownie"
"EDIT_TASKS","Edytuj zadanie"
"DUPLICATE_TASKS","Duplikuj zadanie"
"CHANGE_STATUS","Zmień status"
"DELETE_TASKS","Usuń zadanie"
"Export_Tasks","Eksportuj zadanie"
"CUSTOMER_RATING","Ocena klienta"
"TASK_DETAIL","Szczegóły"
"HISTORY","Historia"
"CONNECTED_TASKS","Połączone zadania"
"TRACKING_LINK","Link śledzący "
"CLICK_TO_TRACK","Kliknij tu, aby śledzić"
"PENDING","W toku"
"COMPLETED","Ukończono"
"CANCELLED","Anulowano"
"NO_TASKS","Żadne zadania nie są dostępne na dzień"
"TEAM","Zespół"
"SEEN","Obejrzane"
"UNSEEN","Nie obejrzane"
"SEARCH_FLEET","Szukaj"
"FLEET_RIGHT_2_TEXT_1","Wszystko"
"FLEET_TEAM","Zespół"
"FLEET_NAME","Imię kierowcy"
"FLEET_ID","Identyfikator kierowcy"
"FLEET_EMAIL","E-mail"
"FLEET_TAGS","Tagi"
"PERMISSIONS","Zgody"
"ACTIVATE","Aktywacja"
"MANAGER_RIGHT_2_CLICK_HERE","Kliknuj tutaj"
"SCHEDULE","Harmonogram dla twojego konta."
"CONTROL","Kontrola"
"MANAGER","Menedżer"
"SUB_HEADER","Ustaw domyślne godziny robocze dla twojego kierowcy"
"SUB_HEADER_2","Ustaw prawa dostępu dla twojego menedżera"
"MANAGER_RIGHT_1","Menedżerowie nie mają dostępu"
"MANAGER_RIGHT_2","Menedżerowie mogą oglądac i edytować"
"MANAGER_RIGHT_2_TEXT_1","Wszyscy menedżerowie mają dostęp poprzez domyślne."
"MANAGER_RIGHT_2_TEXT_2","aby zmienić te ustawienia."
"SUB_HEADER_3","Ustaw prawa dostępu dla twojego"
"FLEET_RIGHT_1","brak dost epu"
"FLEET_RIGHT_2","może zobaczyć i edytować"
"FLEET_RIGHT_2_TEXT_2","ma dostęp poprzez domyślne."
"FLEET_RIGHT_2_TEXT_3","aby zmienić to ustawienie."
"UPDATE_MANAGER_PERMISSIONS","Zaaktualizuj zgody menedżera"
"SET_MANAGER_RIGHTS","Ustaw podgląd i prawa edycji dla swojego menedżera"
"SEARCH_MANAGER","Przeszukaj menedżera"
"MANGER_NAME","Imię menedżera"
"MANGER_EMAIL","E-mail menedżera"
"MANGER_TEAM","Zesopół menedżera"
"MANAGER_ID","Identyfikator"
"SEARCH_TEAM","Szukaj drużyny"
"CANCEL_FILTERS","Usuń filtry"
"SET_FLEET_RIGHTS","Ustaw podgląd i prawa edycji dla swojego "
"SEARCH_TAG","Szukaj tagu"
"STEP","Krok"
"OF","z"
"VIEW_ONLY","Tylko zobacz"
"VIEW&EDIT","Zobacz i EDYTUJ"
"SEARCH_MANAGER_PLACEHOLDER","Nazwa menedżera"
"CUSTOM_RIGHT_AGENT","Musisz ustawić prawa klienta co każdy"
"update_agent_schedule","Aktualizuj harmonogram pracownika"
"activate_agent_schedule","Aktywuj harmonogram pracownika"
"search_customer","Szukaj klienta"
"IMPORT_CSV","Import CSV"
"SELECT_FILE","Wybierz plik"
"IMPORT_CUSTOMERS","Import klientów"
"CLICK_HERE_TEXT","aby pobrać szablon pliku CSV z próbnymi wartościami dla importu danych klienta"
"DRAG_DROP","Przeciągnij i upuść plik CSV"
"GET_IN_TOUCH","Pozostań w kontakcie"
"SELECT_TEMPLATE","Wybierz szablon "
"CREATE_TASK_VIA_CSV","Utwórz zadania przez CSV"
"DOWNLOAD_SAMPLE_FILE","Pobierz przykładowy plik"
"HAVE_CUSTOM_FILE","Posiadasz plik niestandardowy?"
"SELECT_CUSTOM_FIELD","Wybierz szablon pola niestandardowego"
"REMOVE_TEMPLATE","Usuń szablon"
"DROP_FILE","Upuść plik, aby załączyć albo"
"BROWSE","Przeglądaj"
"CSV_UPLOAD","Raport pobrania CSV"
"REASON","Powód"
"UPLOAD_STATUS","Status pobrania"
"SUCCESS","Z powodzeniem"
"FAILED","Zakończono z niepowodzeniem"
"DELIVERY","Dostawa"
"PICK_UP","Odbiór"
"CSV","poprzez CSV"
"CREATE","Utwórz"
"PICKUP","Odbiór"
"APP_ADD_REQ","Adres spotkania jest wymagany"
"ENSURE_FIELDS_BEFORE_UPLOAD","Proszę upewnić się, że pola nagłówka w próbce CSV nie są zmodyfikowane przed pobraniem."
"FOR","Dla "
"HEADING","Konfiguracja konta"
"NEW_TASK","Nowe zadanie"
"AUTO_ASSIGN","Automatyczne przypisywanie"
"SELECT_AGENTS","Wybierz kierowców"
"HELP_TEXT_1","Nie masz żadnych aktywnych"
"CHANGE_TASK_STATUS","Zmień status zadania"
"SELECT_A_TEAM","Wybierz zespół zanim zoptymalizujesz trasę"
"HELP_TEXT_2","Aby dodać"
"SELECT_DELIVERY_OPTIONS","Wybierz opcję dostawy, aby zobaczyć pola"
"SELECT_PICKUP_OPTIONS","Wybierz opcję odbioru, aby zobaczyć pola"
"LATITUDE","Szerokość geograficzna"
"LONGITUDE","Długość geograficzna"
"DELIVERY_ADDRESS","Adres doręczenia *"
"TIMINGS","Wybrane terminy"
"PICKUP_TIME","Czas odbioru"
"GREATER_TIME","Czas powinien być póżniejszy niż obecny czas"
"DELIVERY_TIME","Czas dostawy"
"START_TIME","Czas rozpoczęcia"
"END_TIME","Czas zakończenia"
"ENT_TIME_GREATER","Czas końcowy powinien być późniejszy niż czas początkowy"
"CLIENT","Klient"
"REFERENCE_IMAGES","Obrazy nawiązujące"
"ENABLE","Włączone"
"LABEL","Etykieta"
"VALUE","Wartość pola"
"ACTION","Zadanie"
"ADD_ROW","Dodaj kolejkę"
"BUSSINESS_NAME","Nazwa firmy"
"MERCHANT_CONTACT","Kontakt z kupcem"
"PICKUP_POINT","Punkt odbioru"
"START_WITH","Rozpocznij z"
"LOCATION","Lokalizacja"
"ADD_CUSTOM_FIELDS","Dodaj pola niestandardowe"
"DELIVERY_TIME_GREATER","Czas dostawy powinien być dłuższy niż czas odbioru."
"REPEAT_TASK","Powtórz zadanie"
"ASIGN_AGENT","Przypisz kierowcę"
"VIA_PARTNER","poprzez partnera"
"CREATE_TASK","aby sstworzyć zadane z aplikacji."
"MANUALLY","Ręcznie"
"SWITCH_GEO_ON","Włącz Geo-fencing"
"SELECT_AGENT","Wybierz kierowcę"
"NO","Nie"
"AVAILABLE","Dostępne"
"YES","Tak"
"PICK_UP_DETAILS","Szczegóły odbioru"
"DELIVERY_DETAILS","Szczegóły dostawy"
"RESET","Resetowanie"
"SELECT_PARTNER","Wybierz partnera"
"ASSIGN_TASKS","Przypisz powiązane zadania do pewnego zespołu i"
"ALL_TASKS","Wszystko"
"PICKUP_ADDRESS","Adres odbioru"
"END_TIME_GREATER","Czas ukończenia*"
"Task_DESCRIPTION","Opis zadania"
"ADD_GEOFENCE","Dodaj adres zadania, aby aktywować filtr geo-fence."
"NO_GEOFENCE","Nie ustawiłeś żadnych regionów geo-fence jak dotychczas"
"MATCHES_FILTER","dopasowuje filtr"
"AUTO","Automatycznie"
"MANUAL","Ręcznie"
"NO_TEAM","Żaden zespól nie jest dostępny, proszę dodać zespół, aby kontynuować."
"NO_RESULT","Brak wyników"
"AUTOMATIC_ASSIGN","Automatyczne przypisywanie"
"PARTNER","Partner"
"DUPLICATE_STOP","Powielenie zatrzymania"
"UPDATE_STOP","Zaaktualizuj zatrzymanie"
"CREATE_STOP","Utwórz zatrzymanie"
"SELECT_A_PARTNER","Wybierz partnera"
"ENTER_COMMA_SEPARATED_MSG","Proszę wprowadzić oddzielone przecinkiem"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Proszę wyłączyć automatyczne przypisywanie do żadnego aktywnego potwierdzenia."
"add_a_pickup_point","Dodaj punkt odbioru"
"add_another_pickup_point","Dodaj inny punkt odbioru"
"add_a_delivery_point","Dodaj punkt dostawy"
"add_another_delivery_point","Dodaj inny punkt dostawy"
"automatically","automatycznie"
"ENTER_BARCODE","Wprowadź kod kreskowy"
"ALL_TEAMS","Wszystkie zespoły"
"BATTERY_LAVEL","Poziom baterii"
"NEW","Nowe"
"COPY_DESC_STOP","Kopiuj opis do wszystkich postojów"
"THIS_OVERRIDE_STOPS_DESC","Ta wola przesłoni wzystkie opisy postojów"
"REASIGN_AGENT","Przypisz ponownie kierowcę"
"assign_connected_task_to_same_agent","Przypisz powiązane zadania do pewnego zespołu i kierowcy "
"NOTES","Notes"
"EMAIL_OPTIONAL","E-mail"
"DELIVER_BEFORE","Doręczenie przed *"
"PICKUP_BEFORE","Odbiór przed *"
"OR","Albo"
"CLICK_OR_BROWSE","Kliknij, aby przejrzeć lub przekopiować plik graficzny"
"SHOW_COORDINATES","Pokaż współrzędne"
"REPEAT_HEADER","Powtórz"
"REPEATS_HEADER","Powtórzenia"
"REPEATS_ON","Powtarzaj w "
"STARTS_ON","Rozpocznij w"
"ENDS_ON","Zakończ w"
"AFTER_TEXT","Po"
"OCCURENCES_TEXT","Zdarzenia"
"ON_TEXT","W"
"SUMMARY_TEXT","Streszczenie"
"DAILY","Codziennie"
"MONTHLY","Raz na miesiąc"
"WEEKLY","Raz na tydzień"
"YEARLY","Raz na rok"
"ALTERNATE_DAYS","Alternatywne dni"
"FORTNIGHTLY","Co dwa tygodnie"
"ALL_DAYS","wszystkie dni"
"ENDS_AFTER","Kończy się po"
"FORCE_ARRIVAL","Dostarczenie siły"
"FORCE_COMPLETE","Pełna siła"
"UNASSIGN","Nie przypisano"
"FORCE","Siłą"
"ORDER_EDITED_MSG","To zamówienie zostało edytowane w JD, więc dane w nowym OM mogą być niepoprawne. Proszę powołać się na następujący link w celu uzyskania dokładnych szczegółów –"
"KM","km"
"ORDER","Zamówienie"
"DRIVER_INSTRUCTIONS","Instrukcje kierowcy"
"MERCHANT","Kupiec"
"AGENT","Kierowca"
"STOPS","Postoje"
"STOP_ID","Identyfikator zatrzymania"
"DATE_TIME","Data-Czas"
"PERFORM_MSG","Czy jesteś pewien, że chcesz przeprowadzić tą czynność"
"FORCE_COMPLETE_ORDER","Zamówienie pełnej siły"
"RIDE_DISTANCE","Odległość przejechana"
"RETURN_DISTANCE","Odległośc powrotna"
"PARKING_FARE","Opłata parkingowa"
"RIDE_TIME","Czas przejazdu"
"PICKUP_DISTANCE","Odległość odbioru"
"PICKUP_WAITING_TIME","Oczekiwany czas odbioru"
"DROP_ADDRESS","Przekaż adres"
"ADD_REMARKS","Dodaj uwagi"
"ACTIVATE_recur_task","Czy chcesz aktywować dodatek powtarzającegho się zadania?"
"DEACTIVATE_recur_task","Czy naprawdę chcesz zdeaktywować swój dodatek?"
"DEACTIVATE_recur_task_sub_text","Uwaga: Obecna aktywacja powtarzających się reguł pozostanie aktywna i jej zadanie będzie tworzone poprzez konfigurację. Aby je wyłączyć, proszę usunąć indywidualne zasady ze szczegółowej strony powtarzania zasad."
"ACTIVATE_tookan_client","Czy chcesz aktywować dodatek klienta Tookan?"
"ACTIVATE_tookan_partner","Czy chcesz aktywować dodatek partnera Tookan?"
"DEACTIVATE_fugu_chat","To zdeaktywuje czat Fugu dla twojej aplikacji."
"ACTIVATE_rating_add_on","Czy chcesz aktywować dodatek oceniania?"
"ACTIVATE_barcode_add_on","Czy chcesz aktywować dodatek kodu kreskowego?"
"ACTIVATE_earning_pricing","aktywacja zarobków i wyceny dla twojego konta"
"DEACTIVATE_earning_pricing","deaktywacja zarobku i wyceny dla twojego konta"
"deactivate_fugu_for_app","To deaktywuje czat Fugu dla aplikacji twojego kierowcy"
"fugu_for_business_app","Czat Fugu dla twojej firmowej aplikacji"
"activate_customer_rating","To aktywuje ocenianie klienta na twoim koncie."
"deactivate_customer_rating","To zdeaktywuje ocenianie klienta na twoim koncie."
"deactivate_bar_code","To deaktywuje kod kreskowy dla twojego konta"
"activate_bar_code","To aktywuje kod kreskowy dla twojego konta"
"idm_for_agent_app_activate","To aktywuje zarządzanie tożsamością dla aplikacji twojego kierowcy"
"customer_signup_app_activate","To aktyuwuje rejestrację klienta dla aplikacji twojego klienta."
"till_end_of_march","Do końca marca"
"go_to_fugu_dashboard","Przejdź do deski rozdzielczej Fugu"
"customer_signup_app_deactivate","To zdaktywuje rejestrację klienta dla aplikacji twojego klienta. "
"idm_for_agent_app_deactivate","To zdeaktywuje zarządzanie tożsamością dla aplikacji twojego kierowcy."
"no_agent_matches","Żaden kierowca nie pasuje do filtru"
"lower_case_category","kategoria"
"HIDDEN_FIELD","Ukryte pola"
"TASK_TEMPLATES","Szkice"
"TEMPLATE_NAME","Nazwa szablonu"
"READ_ONLY","Tylko przeczytaj"
"ADD_CUSTOM_FIELD","Dodaj pole niestandardowe"
"CUSTOM_TEMPLATE_NAME","Nazwa szablonu niestandardowego"
"DELETE_MSG","Czy jesteś pewien? To nie może zostać nieukończone."
"INPUT_TYPE_DROPDOWN","Wprowadź rodzaj: Rozwiń"
"HELP_MSG_1","Kiedy wprowadzony rodzajem jest rozwinięcie, wprowadź wartości oddzielone przecinkiem jako wartość pola. Te wartości oddzielone przecinkiem pojawią się jako funkcję dla rozwinięcia w "
"APP","Aplikacja"
"INPUT_TYPE_CHECKLIST","Wprowadź rodzaj: Lista kontrolna"
"HELP_MSG_2","Kiedy wprowadzonym rodzajem jest lista kontrolna, wprowadź wartości oddzielone przecinkiem jako wartość pola. Te wartości oddzielone przecinkiem pojawią się jako funkcję listy kontrolnej w"
"INPUT_TYPE_DATA_FUTURE","Wprowadź rodzaj: Przyszła data"
"HELP_TEXT_3","przejdź do"
"INPUT_TYPE_DATA_PAST","Wprowadź rodzaj: Przeszła data"
"HELP_TEXT_4","strona. Raz dodane, "
"ADD_TEMPLATE","Dodaj szkic"
"TABLE_DETAIL","Szczegóły tabeli"
"INPUT_TYPE","Podaj typ"
"NUMBER","Numer"
"TEXT","Tekst "
"TELEPHONE","Telefon"
"HEADER_NAME","Nazwa nagłówka"
"ADD_MORE","Dodaj więcej"
"CUSTOM_FIELD_TEMPLATE","Szablony pola niestandardowego"
"TEMPLATES_SUB_HEADING","Pole niestandardowe pozwalają ci uchwycić informację w formie, która jest specyficzna dla twojej firmy. "
"EDIT_TEMPLATE","Edytuj szablon"
"DUPLICATE_TEMPLATE","Duplikuj szablon"
"DELETE_TEMPLATE","Usuń szablon"
"TEMPLATE_LIBRARY","Biblioteka szablonu"
"ADD_TO_MY_TEMPLATE","Dodaj do moich szablonów"
"SAMPLE_HELP_TEXT","Możesz edytować ten szablon, jeśli tylko dodasz go do swojej listy szablonów."
"TEMPLATE_NAME_TOOLTIP","Nadaj prostą nazwę swojemu szablonowi, tak żebyś mógł wybrać ten właściwy podczas tworzenia zadania. (przestrzenie nie dozwolone)"
"FIELD_NAME","Nazwa pola"
"ACTIONABLE","Zaskarżalny"
"FIELD_MANDATE","Pole wymagane"
"ADD_COLUMN","Dodaj kolumnę"
"ADVANCED","Ustawienia zaawansowane"
"APP_POPUP_NOTIFICATION","Powiadomienia aplikacji Pop-up"
"APP_POPUP_NOTIFICATION_TOOLTIP","Skonfiguruj pola, tak że będą odzwierciedlać się na powiadomieniach aplikacji pop-up, kiedy zadanie zostanie wysłane do twojego kierowcy."
"PAYMENT_INVOICE_TEMPLATE","Szablon faktury do zapłacenia"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Stwórz dynamiczny szablon płatności faktury, która będzie pokazana  twojemu kierowcy w aplikacji, po tym jak zastanie zostanie ukończone.  Możesz także użyć"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","w aplikacji, po tym jak zadanie zostanie ukończone. Możesz użyć także"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","arytmetyki i tym podobnych formuł"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","podczas tworzenia tego szablonu."
"FIELD_NAME_TOOLTIP","Nazwy pól bezpośrednio odzwierciedlają się w aplikacji mobilnej kierowcy, więc utrzymaj je odpowiednio."
"APP_SIDE_DISPLAY_TOOLTIP","Jedynie zgoda na przeczyatnie (kierowcy mogą zobaczyć również), przeczytaj i napisz (kierowcy mogą dodać lub modyfikować pole) albo jest ono ukryte przed kierowcami. "
"INPUT_TYPE_TOOLTIP","Poświadcz wprowadzone dane, z poprawnym typem danych. Masz opcję takie jak liczba, e-mail, tekst i więcej…"
"TEMPLATE_VALUE_TOOLTIP","Najpierw zdefiniuj wartośc pola, dodaj wartośc podczas tworzenia zadania albo (przy opcji czytania/pisania) pozwól dodać kierowcom wartośc z aplikacji mobilnej."
"TEMPLATE_MANDATORY_TOOLTIP","Wybierz czy pole jest obowiązkowe lub nie obowiązkowe podczas ukończenia zadania. (Kierowca nie może ukończyć zadania, kiedy obowiązkowe pola nie są wypełnione)"
"TEMPLATE_MANDATORY_TOOLTIP_1","Skonfiguruj opcję, które chciałbyś odzwierciedlić na"
"INVOICE_SAMPLE","Próbne formuły płatności faktur"
"AIRTMETIC_TYPES","Są różne rodzaje arytmetyki i tym podobnych wyrażeń, których możesz użyć w kolejności, aby utworzyć dynamiczną fakturę. Poniżej jest kilka przykładów, których możesz użyć lub modyfikować zależnie od swoich firmowych wymagań"
"SIMPLE_AIRTMETIC","Prosta arytmetyka"
"COMPLEX_AIRTMETIC","Rozbudowana arytmetyka"
"SIMPLE_IF_ELSE","Proste jeśli-coś (skalkulowany przejazd oparty na odległośći i czasie)"
"COMPLEX_IF_ELSE","Rozbudowne jeśli-coś"
"READ_MORE","Przeczytaj więcej na temat tego"
"HELP","Pomoc"
"INPUT_TYPE_TEXT","Kiedy umieszczonym rodzajem jest upuszczenie lub lista kontrolna, wprowadź wartości oddzielone przecinkem jako wartość pola. Te wartości oddzielone przecinkami pojawią się jako opcje dla upuszczenia/listy kontrolnej na  "
"MY_TEMPLATES","Moje szablony"
"SELECT_DATA_TYPE","Wybierz rodzaj danych"
"DELETE","Usuń"
"ALLOW_AGENT_INPUT","Zezwól na podanie kierowcy"
"APP_SIDE_DISPLAY","Zgody aplikacji moblilnych"
"MANDATORY","Wymagane"
"COLUMN","Kolumna"
"NONE_SELECTED","Nic nie wybrano"
"FIELD_1","pole 1"
"FIELD_2","pole 2"
"SELECT_TAG","Wybierz tag"
"TIME_SPENT_FOR_JOBS","Czas spędzony na zadaniu"
"EARNING_RULE","Reguła zarobków"
"RULE_NAME","Nazwa zasady"
"SAVE_TEMPLATE_MSG","Muysisz zapisać szablon zanim dodasz wycenę zadania i rządzocą regułę zarobków."
"ADD_RULE","Dodaj regułę"
"DRIVER_EARNINGS","Zarobki kierowcy"
"FEES_EARNED_PER_TASK","Opłaty wydane na zadanie"
"BASE_FARE","Podstawowa opłata"
"DURATION_FEE","Opłata okresowa"
"DISTANCE_FEE","Opłata odległościowa"
"DEDUCTIONS","Odliczenia"
"FEES_DEDUCTED_PER_TASK","Opłaty odliczone na zadanie"
"COMMISSION","Prowizje"
"SAVE_CHANGES","Zapisz zmiany"
"FORMULA_NAME","Nazwa formuły"
"FORMULA","Formuła"
"FINAL_EARNING","Końcowy zarobek"
"APPLY_TO","Zastosuj dla"
"ALL_AGENTS","Wszyscy kierowcy /"
"SELECTED_AGENTS","Wybrani kierowcy"
"PICKUP_ONLY","Tylko odbiór"
"DELIVERY_ONLY","Tylko dostawa"
"BOTH","Zarówno odbiór jak i dostawa"
"UPDATE_CHANGES","Aktualizuj zmiany"
"ADDITIONS","Dodatki"
"TASK_PRICING_AND_EARNING_RULE","Wycena zadania i reguła zarobku"
"DEDUCTION","Wniosek"
"APPLIES_TO","Zastosuj do"
"DATE","Data"
"DATE_FUTURE","Data w przyszłości"
"DATE_PAST","Data w przeszłości"
"DATETIME_FUTURE","Czas daty w przyszłości"
"DATETIME_PAST","Czas daty w przeszłości"
"EMAIL","E-mail"
"URL","URL"
"TABLE","Tablica"
"BARCODE","Kod kreskowy"
"CHECKBOX","Pole wyboru"
"CHECKLIST","Lista wyboru"
"DROPDOWN","Przesunięcie"
"IMAGE","Obraz"
"CAMERA_GALLERY","Aparat i galeria"
"CAMERA_ONLY","Tylko aparat"
"NOT_MANDATORY","Nie obowiązkowe"
"audio","Dźwiękowy"
"RATING","Ocenianie"
"Ratings_&_REVIEW","Oceny i komentarze"
"EXPORT_TABLE_AS_CSV","Przenieś tabelę jako CSV"
"FEEDBACK","Opinia"
"review","Recenzja"
"REFRESH","Odświeżenie"
"TEAM_NAME","Nazwa zespołu"
"MANAGE_SCHEDULE","Zarządzaj harmonogramem"
"SETTINGS","Ustawienia"
"SEARCH_BY_PLACEHOLDER","Szukaj po"
"SEARCH_BY_PLACEHOLDER_1","albo nazwa zespołu"
"BUSY","Zajęte"
"UNAVAILABLE","Niedostępne"
"AVAILABLE_HOURS","Dostępne godziny"
"BOOKED_TIME","Zarezerwowany czas"
"AVAILABILITY","Dostępność"
"UNAVAILABLE_TIME","Niedostępny czas"
"NO_DATA","Brak dostępnych danych"
"JOBS_AVAILABLE","Dostępne prace"
"ENABLE_AVAILABILITY","Dostępność włączona"
"BILLING_DETAILS","Szczegóły rozliczenia"
"UPGRADE_PLANS","Zwiększ plan"
"NAME_OF_THE_PLAN","Nazwa planu"
"CHANGE_PLAN","Zmień plan"
"ACCOUNT_NAME","Nazwa konta"
"NEXT_BILLING_DATE","Data następnego rozliczenia"
"CREDIT_CARD_DETAILS","Szczegóły karty kredytowej"
"ADD_CARD","Dodaj kartę"
"CHANGE_CARD","Zmień kartę"
"PAYMENT_HISTORY","Historia płatności"
"RECEIPT_NUMEBR","Numer rachunku"
"AMOUNT","Kwota"
"BILLING_MONTH","Rozliczenie miesiąca"
"TRAIL_PERIOD_EXPIRE","Okres próbny wygasa…"
"PLAN","Planuj"
"EXPIRY_DATE","Ważność"
"CREDITS","Kredyty"
"CARD_DETAILS","Szczegóły karty"
"UPGRADE_PLAN","Proszę poczekać do 1-go kolejnego miesiąca lub zaktualizować swój plan, aby kontynuować używanie aplikacji."
"CURRENT_TOTAL","Twoja obecna firma wymaga sumy z"
"CURRENT_TOTAL_AND","i"
"CHOOSE_PLAN","Wybierz plan"
"PAYABLE_MONTHLY","Płatne co miesiąc"
"BASED","Oparte"
"SHORT_BUSINESSES","Preferowane dla firm z krótkim okresem zadań"
