"key","value"
"CONSIDER_PICKUP_DELIVERY_TIME","Overweeg haal- en Levertijd"
"MINIMIZE_DRIVE_TIME","De agent Minimaliseer het rijtijd"
"DRIVE_ON_TIME_END","De agent moet altijd op tijd aankomen"
"WILL_BE_OPTIMIZE_TASK","taak zal worden geoptimaliseerd binnen einde tijdsdruk, maar kan resulteren in niet-toegewezen taak"
"WILL_BE_OPTIMIZE_ENTIRE_TASK","taak zal worden geoptimaliseerd voor de hele dag, ongeacht van de taak eindtijd"
"custom_task_duration","Custom Task Duur"
"MAX_task_per_fleet","MAXIMUM TASK PER Agent"
"routed_task","routed taak"
"ASSIGN_AGENTS","toewijzen Agents"
"SELECT_TEAM","Selecteer team"
"SUBMIT","voorleggen"
"DETAILS","Details"
"ADDRESS","Adres"
"CUSTOMER_NAME","klantnaam"
"CUSTOMER_PHONE","Customer Phone"
"TASK_ID","taak ID"
"TASK_DETAILS","taak Details"
"TASK_TYPE","Taaktype"
"DESCRIPTION","Beschrijving"
"TASK_STATUS","Task Status"
"CUSTOMER_DETAILS","Klant details"
"COMPLETE_TIME","compleet Time"
"THIS","Deze"
"DELETED","verwijderde"
"ADD_AGENT","Voeg Agent"
"LAST_NAME","Achternaam"
"PHONE","Telefoon"
"ASSIGN","Toewijzen"
"SCHEDULE_PERMISSIONS","Schedule Machtigingen aan agenten"
"CONTACT","Contact"
"NAME","Wat is je naam"
"TIMELINE","Tijdlijn"
"NO_TIMELINE","Geen tijdlijn beschikbaar voor de dag"
"NOT_UPDATED","Niet geüpdate"
"LAST_STOPPAGE_TIME","Laatste blessuretijd"
"LAST_MOVING_TIME","Laatste Moving Time"
"AGENTS","Search Agents"
"STATUS","staat"
"TASK_DESCRIPTION","Taakomschrijving"
"CUSTOM_FIELDS","gewoonte"
"REFERENCE_IMAGE","Reference Afbeelding"
"ACTIVITY_TIMELINE","activiteit Timeline"
"PATH_HISTORY","path Geschiedenis"
"START_BEFORE","begint Voordat"
"COMPLETE_BEFORE","compleet Voordat"
"CUSTOMER","Klant"
"TOTAL_TIME_TAKEN","Totale tijd"
"DISTANCE_TRAVELLED","Afstand gereisd"
"REASSIGN","toewijzen"
"EDIT_TASKS","Taak bewerken"
"DUPLICATE_TASKS","Duplicate Task"
"CHANGE_STATUS","Verander status"
"DELETE_TASKS","Taak verwijderen"
"Export_Tasks","export Task"
"CUSTOMER_RATING","klantenwaardering"
"TASK_DETAIL","Details"
"HISTORY","Geschiedenis"
"CONNECTED_TASKS","Connected Taken"
"TRACKING_LINK","Tracking Link"
"CLICK_TO_TRACK","Klik hier om bij te houden"
"PENDING","In afwachting"
"COMPLETED","Voltooid"
"CANCELLED","Geannuleerd"
"NO_TASKS","Geen taak beschikbaar voor de dag"
"TEAM","Team"
"SEEN","Seen"
"UNSEEN","Ongezien"
"SEARCH_FLEET","Zoeken"
"FLEET_RIGHT_2_TEXT_1","Alle"
"FLEET_TEAM","Team"
"FLEET_NAME","Naam agent"
"FLEET_ID","Agent Id"
"FLEET_EMAIL","E-mail"
"FLEET_TAGS","Tags"
"PERMISSIONS","machtigingen"
"ACTIVATE","Activeren"
"MANAGER_RIGHT_2_CLICK_HERE","Klik hier"
"SCHEDULE","Schema voor uw account."
"CONTROL","Controle"
"MANAGER","Manager"
"SUB_HEADER","Set Default Arbeidstijdenwet voor uw agent"
"SUB_HEADER_2","Stel toegangsrechten voor uw Manager"
"MANAGER_RIGHT_1","Managers hebben geen toegang tot"
"MANAGER_RIGHT_2","Managers kunnen bekijken en bewerken"
"MANAGER_RIGHT_2_TEXT_1","Alle Managers toegang standaard."
"MANAGER_RIGHT_2_TEXT_2","om deze instellingen te wijzigen."
"SUB_HEADER_3","Stel toegangsrechten voor uw"
"FLEET_RIGHT_1","kan geen toegang"
"FLEET_RIGHT_2","kunt bekijken en bewerken"
"FLEET_RIGHT_2_TEXT_2","toegang standaard."
"FLEET_RIGHT_2_TEXT_3","om deze instelling te wijzigen."
"UPDATE_MANAGER_PERMISSIONS","Update Manager Machtigingen"
"SET_MANAGER_RIGHTS","Stel bekijken en bewerken Rechten voor uw Manager"
"SEARCH_MANAGER","Search Manager"
"MANGER_NAME","Manager naam"
"MANGER_EMAIL","Manager E-mail"
"MANGER_TEAM","Manager Team"
"MANAGER_ID","ID kaart"
"SEARCH_TEAM","Search Team"
"CANCEL_FILTERS","Annuleren Filters"
"SET_FLEET_RIGHTS","Stel bekijken en bewerken Rechten voor uw"
"SEARCH_TAG","Zoek Tag"
"STEP","Stap"
"OF","van"
"VIEW_ONLY","Alleen View"
"VIEW&EDIT","Bekijken en bewerken"
"SEARCH_MANAGER_PLACEHOLDER","Manager naam"
"CUSTOM_RIGHT_AGENT","Je hebt aangepaste rechten ingesteld voor elke"
"update_agent_schedule","अद्यतन कर्मचारी अनुसूची"
"activate_agent_schedule","सक्रिय कर्मचारी अनुसूची"
"search_customer","zoeken Klant"
"IMPORT_CSV","import CSV"
"SELECT_FILE","Selecteer bestand"
"IMPORT_CUSTOMERS","import Klanten"
"CLICK_HERE_TEXT","te downloaden CSV-bestand sjabloon met monster waarden voor de klant data-import"
"DRAG_DROP","Drag & Drop CSV-bestand"
"GET_IN_TOUCH","Neem contact op"
"SELECT_TEMPLATE","Select Template"
"CREATE_TASK_VIA_CSV","Maak Taken via CSV"
"DOWNLOAD_SAMPLE_FILE","Download Sample File"
"HAVE_CUSTOM_FILE","Heeft u een Custom File?"
"SELECT_CUSTOM_FIELD","Selecteer Template Field Custom"
"REMOVE_TEMPLATE","Verwijder Template"
"DROP_FILE","Drop-bestand te bevestigen, of"
"BROWSE","Blader"
"CSV_UPLOAD","CSV uploaden Report"
"REASON","Reden"
"UPLOAD_STATUS","Uploadstatus"
"SUCCESS","Succes"
"FAILED","mislukt"
"DELIVERY","Levering"
"PICK_UP","Oppakken"
"CSV","via CSV"
"CREATE","creëren"
"PICKUP","Oppakken"
"APP_ADD_REQ","Benoeming mailadres is verplicht"
"ENSURE_FIELDS_BEFORE_UPLOAD","Zorg ervoor dat de header velden in monster CSV niet worden aangepast alvorens te uploaden."
"FOR","Voor"
"HEADING","Instellen van een account"
"NEW_TASK","Nieuwe taak"
"AUTO_ASSIGN","Automatisch toekennen"
"SELECT_AGENTS","Selecteer Agents"
"HELP_TEXT_1","U heeft geen actieve"
"CHANGE_TASK_STATUS","Change taakstatus"
"SELECT_A_TEAM","Selecteer een team voor het optimaliseren van de route"
"HELP_TEXT_2","Toevoegen"
"SELECT_DELIVERY_OPTIONS","Selecteer levering opties om velden te bekijken"
"SELECT_PICKUP_OPTIONS","Selecteer pick-up opties om velden te bekijken"
"LATITUDE","Breedtegraad"
"LONGITUDE","Lengtegraad"
"DELIVERY_ADDRESS","Bezorgadres"
"TIMINGS","timings"
"PICKUP_TIME","Ophaal tijd"
"GREATER_TIME","De tijd moet groter zijn dan de huidige tijd"
"DELIVERY_TIME","Tijd om te bezorgen"
"START_TIME","Starttijd"
"END_TIME","Eindtijd"
"ENT_TIME_GREATER","Eindtijd moet groter zijn dan Start tijd"
"CLIENT","Cliënt"
"REFERENCE_IMAGES","Reference Images"
"ENABLE","in staat stellen"
"LABEL","Etiket"
"VALUE","veld Waarde"
"ACTION","Actie"
"ADD_ROW","Voeg een rij toe"
"BUSSINESS_NAME","Bedrijfsnaam"
"MERCHANT_CONTACT","Merchant Contact"
"PICKUP_POINT","Ophaalpunt"
"START_WITH","Beginnen met"
"LOCATION","plaats"
"ADD_CUSTOM_FIELDS","Voeg Aangepaste velden"
"DELIVERY_TIME_GREATER","Levertijd moet groter zijn dan Pick-up tijd."
"REPEAT_TASK","Herhaal Task"
"ASIGN_AGENT","Wijs Agent"
"VIA_PARTNER","via Partner"
"CREATE_TASK","tot taak te maken van app."
"MANUALLY","handmatig"
"SWITCH_GEO_ON","Switch On Geo-fencing"
"SELECT_AGENT","Select_Agent"
"NO","Nee"
"AVAILABLE","Beschikbaar"
"YES","Ja"
"PICK_UP_DETAILS","Pick-up Details"
"DELIVERY_DETAILS","Verzendgegevens"
"RESET","Reset"
"SELECT_PARTNER","Selecteer Partner"
"ASSIGN_TASKS","Wijs Connected Taken om hetzelfde team en"
"ALL_TASKS","Alle"
"PICKUP_ADDRESS","Ophaaladres"
"END_TIME_GREATER","Eindtijd*"
"Task_DESCRIPTION","Taakomschrijving"
"ADD_GEOFENCE","Voeg taak adres Geo-fence filter in te schakelen."
"NO_GEOFENCE","U haven \ 't installeren van wat voor Geo-fence gebieden nog"
"MATCHES_FILTER","overeenkomt met het filter"
"AUTO","Auto"
"MANUAL","Met de hand"
"NO_TEAM","Geen teams beschikbaar zijn, voeg dan een team te blijven."
"NO_RESULT","Geen resultaat"
"AUTOMATIC_ASSIGN","automatisch toewijzen"
"PARTNER","Partner"
"DUPLICATE_STOP","Dubbele Stop"
"UPDATE_STOP","update-Stop"
"CREATE_STOP","Maak Stop"
"SELECT_A_PARTNER","Selecteer een Partner"
"ENTER_COMMA_SEPARATED_MSG","Vul komma's gescheiden"
"ENABLE_ACKNOWLEDGE_TYPE_NONE","Gelieve uit te schakelen auto-opdracht om bevestiging soort none mogelijk te maken."
"add_a_pickup_point","Voeg een pick-up punt"
"add_another_pickup_point","Voeg nog een pick-up punt"
"add_a_delivery_point","Voeg een afleverpunt"
"add_another_delivery_point","Voeg nog een afleverpunt"
"automatically","automatisch"
"ENTER_BARCODE","Voer Barcode"
"ALL_TEAMS","All Teams"
"BATTERY_LAVEL","Batterijniveau"
"NEW","nieuwe"
"COPY_DESC_STOP","Kopieer beschrijving alle registers"
"THIS_OVERRIDE_STOPS_DESC","Dit overschrijft alle haltes beschrijving"
"REASIGN_AGENT","toewijzen middel"
"assign_connected_task_to_same_agent","Wijs Connected Taken om hetzelfde team en Agent"
"NOTES","Notes"
"EMAIL_OPTIONAL","E-mail (optioneel)"
"DELIVER_BEFORE","Lever Voordat"
"PICKUP_BEFORE","Pick-up Voordat"
"OR","Of"
"CLICK_OR_BROWSE","Klik hier om te bladeren of te laten vallen een beeldbestand"
"SHOW_COORDINATES","Toon Coördinaten"
"REPEAT_HEADER","Herhaling"
"REPEATS_HEADER","herhalingen"
"REPEATS_ON","herhalingen On"
"STARTS_ON","begint op"
"ENDS_ON","eindigt op"
"AFTER_TEXT","Na"
"OCCURENCES_TEXT","voorvallen"
"ON_TEXT","Op"
"SUMMARY_TEXT","Overzicht"
"DAILY","Dagelijks"
"MONTHLY","Maandelijks"
"WEEKLY","Wekelijks"
"YEARLY","jaar-"
"ALTERNATE_DAYS","alternatieve dagen"
"FORTNIGHTLY","van twee weken"
"ALL_DAYS","alle dagen"
"ENDS_AFTER","eindigt na"
"FORCE_ARRIVAL","Force Arrival"
"FORCE_COMPLETE","Force Compleet"
"UNASSIGN","Unassign"
"FORCE","Dwingen"
"ORDER_EDITED_MSG","Dit besluit is aangepast op JD, zodat de gegevens in de nieuwe OM zou onjuist zijn. Raadpleeg de volgende link voor de exacte details -"
"KM","km"
"ORDER","Bestellen"
"DRIVER_INSTRUCTIONS","driver Instructions"
"MERCHANT","Handelaar"
"AGENT","Agent"
"STOPS","stops"
"STOP_ID","stop ID"
"DATE_TIME","Datum Tijd"
"PERFORM_MSG","Weet u zeker dat u deze actie uit te voeren"
"FORCE_COMPLETE_ORDER","Force Complete Order"
"RIDE_DISTANCE","Ride Afstand"
"RETURN_DISTANCE","Return Afstand"
"PARKING_FARE","parking Fare"
"RIDE_TIME","Ride Time"
"PICKUP_DISTANCE","pickup Afstand"
"PICKUP_WAITING_TIME","Pickup Wachttijd"
"DROP_ADDRESS","Drop Adres"
"ADD_REMARKS","Opmerkingen toevoegen"
"ACTIVATE_recur_task","Wilt u Activeer de terugkerende taak toevoegen aan de hand?"
"DEACTIVATE_recur_task","Wil je echt wilt uw add on uitschakelen?"
"DEACTIVATE_recur_task_sub_text","Opmerking: De momenteel actieve terugkerende regels zullen actief blijven en hun taak zal worden gemaakt als per de configuratie. Om ze uit te schakelen, verwijdert u afzonderlijke regels van de steeds terugkerende regel detailpagina."
"ACTIVATE_tookan_client","Wilt u Activeer de Tookan Client Add-on?"
"ACTIVATE_tookan_partner","Wilt u Activeer de Tookan Partner toevoegen aan de hand?"
"DEACTIVATE_fugu_chat","Dit zal Fugu praatje deactiveren voor uw app."
"ACTIVATE_rating_add_on","Wilt u activeren Rating toevoegen aan de hand?"
"ACTIVATE_barcode_add_on","Wilt u activeren Bar Code toevoegen aan de hand?"
"ACTIVATE_earning_pricing","activeren Earning en prijzen voor uw account"
"DEACTIVATE_earning_pricing","deactiveren Earning en prijzen voor uw account"
"deactivate_fugu_for_app","Dit zal Fugu praatje deactiveren voor uw agent app"
"fugu_for_business_app","Fugu Chat voor uw bedrijf App"
"activate_customer_rating","Dit zal klantenwaardering activeren in uw account."
"deactivate_customer_rating","Dit zal klantenwaardering deactiveren in uw account."
"deactivate_bar_code","Dit zal Bar code uit te schakelen voor uw account"
"activate_bar_code","Dit activeert Bar Code voor uw account"
"idm_for_agent_app_activate","Dit zal Identity Management te activeren voor uw agent App"
"customer_signup_app_activate","Dit zal de Klant Inschrijven activeren voor uw klant App."
"till_end_of_march","Tot eind maart"
"go_to_fugu_dashboard","Ga naar Fugu Dashbaord"
"customer_signup_app_deactivate","Dit zal de Klant Inschrijven deactiveren voor uw klant App."
"idm_for_agent_app_deactivate","Dit zal Identity Management uit te schakelen voor uw agent App"
"no_agent_matches","कोई एजेंट फ़िल्टर से मेल खाता"
"lower_case_category","वर्ग"
"HIDDEN_FIELD","verborgen Veld"
"TASK_TEMPLATES","templates"
"TEMPLATE_NAME","Template Name"
"READ_ONLY","Alleen lezen"
"ADD_CUSTOM_FIELD","Voeg Aangepast veld"
"CUSTOM_TEMPLATE_NAME","Custom Template Name"
"DELETE_MSG","Weet je het zeker? Dit kan niet ongedaan gemaakt worden."
"INPUT_TYPE_DROPDOWN","input type: Dropdown"
"HELP_MSG_1","Als input type is dropdown, plaatst u komma's gescheiden waarden als veldwaarde. Deze komma's gescheiden waarden verschijnen als opties voor dropdown op"
"APP","App"
"INPUT_TYPE_CHECKLIST","input type: Checklist"
"HELP_MSG_2","Als input type is checklist, plaatst u komma's gescheiden waarden veld value.These komma's gescheiden waarden verschijnen als opties voor de checklist op"
"INPUT_TYPE_DATA_FUTURE","input type: Date-Future"
"HELP_TEXT_3","ga naar"
"INPUT_TYPE_DATA_PAST","input type: Date-verleden"
"HELP_TEXT_4","pagina. Eenmaal toegevoegd, de"
"ADD_TEMPLATE","Voeg Template"
"TABLE_DETAIL","Table Details"
"INPUT_TYPE","Input Type"
"NUMBER","Aantal"
"TEXT","Tekst"
"TELEPHONE","Telefoon"
"HEADER_NAME","header Naam"
"ADD_MORE","Voeg meer toe"
"CUSTOM_FIELD_TEMPLATE","Field Templates Custom"
"TEMPLATES_SUB_HEADING","Aangepaste velden kunt u de informatie in een vorm die specifiek is voor uw bedrijf vast te leggen."
"EDIT_TEMPLATE","Template bewerken"
"DUPLICATE_TEMPLATE","Duplicate Template"
"DELETE_TEMPLATE","Verwijder Template"
"TEMPLATE_LIBRARY","Template Library"
"ADD_TO_MY_TEMPLATE","Toevoegen aan Mijn sjablonen"
"SAMPLE_HELP_TEXT","U kunt deze sjabloon te bewerken, als je eenmaal toe te voegen aan uw lijst met sjablonen."
"TEMPLATE_NAME_TOOLTIP","Geef een gemakkelijke naam aan uw sjabloon, zodat u de juiste kunt kiezen bij het maken van een taak. (Spaties niet toegestaan)"
"FIELD_NAME","Veldnaam"
"ACTIONABLE","Actionable"
"FIELD_MANDATE","Field Mandaat"
"ADD_COLUMN","Column toevoegen"
"ADVANCED","vergevorderd"
"APP_POPUP_NOTIFICATION","App Pop-up Meldingen"
"APP_POPUP_NOTIFICATION_TOOLTIP","Configureren van de velden die zullen nadenken over de pop-up melding app wanneer een taak naar uw Agent wordt verzonden."
"PAYMENT_INVOICE_TEMPLATE","Betaling Template Invoice"
"PAYMENT_INVOICE_TEMPLATE_TEXT_1","Maak een dynamische betaling factuur template die naar uw Agent binnen de app wordt getoond, nadat de taak is complete.You kunt ook gebruik maken"
"PAYMENT_INVOICE_TEMPLATE_TEXT_2","binnen de app, nadat de taak is complete.You kunnen ook gebruik maken van"
"PAYMENT_INVOICE_TEMPLATE_TEXT_3","rekenen en if-else formules"
"PAYMENT_INVOICE_TEMPLATE_TEXT_4","tijdens het maken van dit sjabloon."
"FIELD_NAME_TOOLTIP","Veldnamen weerspiegelen direct de agent mobiele app, dus houd hen relevant."
"APP_SIDE_DISPLAY_TOOLTIP","Toestemming om alleen lezen (agenten kunnen alleen zien), lezen en schrijven (agents kunt toevoegen of het veld aan te passen), of het is verborgen van makelaars."
"INPUT_TYPE_TOOLTIP","Valideren van de ingevoerde gegevens, met het juiste type data. U krijgt opties zoals nummer, e-mail, tekst en nog veel meer ..."
"TEMPLATE_VALUE_TOOLTIP","Pre-bepalen de waarde van het veld, voeg de waarde tijdens het maken van een taak of (met een lees / schrijf-optie) laat agenten om de toegevoegde waarde van de mobiele app."
"TEMPLATE_MANDATORY_TOOLTIP","Geef aan of het veld is verplicht of niet verplicht is bij het invullen van de taak. (Gemachtigde kan de taak niet compleet als verplichte velden niet zijn ingevuld)"
"TEMPLATE_MANDATORY_TOOLTIP_1","Configureren van de opties die u zou willen denken over de"
"INVOICE_SAMPLE","Betaling factuur voorbeeldformules"
"AIRTMETIC_TYPES","Er zijn verschillende soorten rekenkundige en if-else expressies die u kunt gebruiken om een ​​dynamische factuur te genereren. Hieronder zijn een paar voorbeelden die u kunt gebruiken of aan te passen, afhankelijk van uw bedrijf eis"
"SIMPLE_AIRTMETIC","Simple Arithmetic"
"COMPLEX_AIRTMETIC","complex Rekenen"
"SIMPLE_IF_ELSE","Simple if-else (berekenen tarief op basis van afstand en tijd)"
"COMPLEX_IF_ELSE","Complex if-else"
"READ_MORE","Lees meer over dit"
"HELP","Helpen"
"INPUT_TYPE_TEXT","Wanneer invoertype is dropdown of checklist Plaats komma's gescheiden waarden veldwaarde. Deze comma separated values ​​zal verschijnen als opties voor dropdown / checklist op"
"MY_TEMPLATES","mijn sjablonen"
"SELECT_DATA_TYPE","Selecteer datatype"
"DELETE","Verwijder"
"ALLOW_AGENT_INPUT","Laat Agent Input"
"APP_SIDE_DISPLAY","App Side weergeven"
"MANDATORY","Verplicht"
"COLUMN","Kolom"
"NONE_SELECTED","Geen geselecteerd"
"FIELD_1","veld 1"
"FIELD_2","veld 2"
"SELECT_TAG","Select Tag"
"TIME_SPENT_FOR_JOBS","Tijd die voor de job"
"EARNING_RULE","Regel Earnings"
"RULE_NAME","Regelnaam"
"SAVE_TEMPLATE_MSG","U moet de sjabloon op te slaan voordat u een taak Pricing en het verdienen van regel regel."
"ADD_RULE","Regel toevoegen"
"DRIVER_EARNINGS","driver Earnings"
"FEES_EARNED_PER_TASK","Vergoedingen per taak"
"BASE_FARE","Base Fare"
"DURATION_FEE","duur Fee"
"DISTANCE_FEE","Afstand Fee"
"DEDUCTIONS","aftrek"
"FEES_DEDUCTED_PER_TASK","Vergoedingen afgetrokken per taak"
"COMMISSION","Commissie"
"SAVE_CHANGES","Wijzigingen opslaan"
"FORMULA_NAME","Formula Naam"
"FORMULA","Formule"
"FINAL_EARNING","Final Earning"
"APPLY_TO","Gelden voor"
"ALL_AGENTS","Alle Agenten /"
"SELECTED_AGENTS","geselecteerde Agents"
"PICKUP_ONLY","enige pick-up"
"DELIVERY_ONLY","alleen Delivery"
"BOTH","Zowel de pick-up en levering"
"UPDATE_CHANGES","bijwerken Wijzigingen"
"ADDITIONS","toevoegingen"
"TASK_PRICING_AND_EARNING_RULE","Task Prijzen en verdienen Rule"
"DEDUCTION","Aftrek"
"APPLIES_TO","Geldt voor"
"DATE","Datum"
"DATE_FUTURE","Date-Future"
"DATE_PAST","Date-verleden"
"DATETIME_FUTURE","Datetime-Future"
"DATETIME_PAST","Datetime-verleden"
"EMAIL","E-mail"
"URL","URL"
"TABLE","Tafel"
"BARCODE","Barcode"
"CHECKBOX","checkbox"
"CHECKLIST","checklist"
"DROPDOWN","Laten vallen"
"IMAGE","Beeld"
"CAMERA_GALLERY","Camera en Galerij"
"CAMERA_ONLY","Alleen camera"
"NOT_MANDATORY","Niet verplicht"
"audio","ऑडियो"
"RATING","Beoordeling"
"Ratings_&_REVIEW","Ratings en beoordelen"
"EXPORT_TABLE_AS_CSV","Export tabel als CSV"
"FEEDBACK","terugkoppeling"
"review","Beoordeling"
"REFRESH","verversen"
"TEAM_NAME","Teamnaam"
"MANAGE_SCHEDULE","Beheer Schedule"
"SETTINGS","instellingen"
"SEARCH_BY_PLACEHOLDER","Zoek met"
"SEARCH_BY_PLACEHOLDER_1","of teamnaam"
"BUSY","Bezig"
"UNAVAILABLE","Niet beschikbaar"
"AVAILABLE_HOURS","beschikbare Hours"
"BOOKED_TIME","geboekt Time"
"AVAILABILITY","Beschikbaarheid"
"UNAVAILABLE_TIME","Niet beschikbaar Time"
"NO_DATA","Geen gegevens beschikbaar"
"JOBS_AVAILABLE","Beschikbare banen"
"ENABLE_AVAILABILITY","inschakelen Beschikbaarheid"
"BILLING_DETAILS","Billing Details"
"UPGRADE_PLANS","upgrade Plan"
"NAME_OF_THE_PLAN","Naam van het Plan"
"CHANGE_PLAN","Plan Change"
"ACCOUNT_NAME","Accountnaam"
"NEXT_BILLING_DATE","Volgende Billing Date"
"CREDIT_CARD_DETAILS","Credit Card Details"
"ADD_CARD","Card"
"CHANGE_CARD","Card Change"
"PAYMENT_HISTORY","Betaalgeschiedenis"
"RECEIPT_NUMEBR","Receipt Number"
"AMOUNT","Bedrag"
"BILLING_MONTH","Billing Maand"
"TRAIL_PERIOD_EXPIRE","Proefperiode vervalt op"
"PLAN","Plan"
"EXPIRY_DATE","verstrijken"
"CREDITS","credits"
"CARD_DETAILS","Kaart details"
"UPGRADE_PLAN","Wacht tot de 1e van de volgende maand of een upgrade van uw plan gebruik te blijven maken van de App."
"CURRENT_TOTAL","Uw huidige business omvat een totaal van"
"CURRENT_TOTAL_AND","en"
"CHOOSE_PLAN","Kies Plan"
"PAYABLE_MONTHLY","maandelijks betaalbaar"
"BASED","Op basis"
"SHORT_BUSINESSES","De voorkeur voor bedrijven met korte duur taken"
"DEALING_LARGE","Voordelig bij de behandeling van zeer grote pool van Taken tegen telbare personeelsbestand."
"AGAINST_WORKFORCE","tegen telbare personeelsbestand."
"UNLIMITED","Onbeperkt"
"BUSINESSES_INVOLVING","De voorkeur voor bedrijven met Taken met meerdere werkdagen doorlooptijd."
"MULTIPLE_DAYS","met meerdere werkdagen doorlooptijd."
"PAY_JUST","Betaal alleen voor de"
"UNDERTAKEN","ondernomen"
"NO_RESTRICTION","Geen beperking op het aantal arbeidskrachten"
"FREE_FOREVER","Voor altijd vrij"
"ALLOW_USAGE","Mogelijk gebruik van slechts 3 agentia"
"UPTO_300","Tot 300 Taken per maand"
"PER_MONTH","per maand"
"NO_BILLS","Geen rekeningen voor altijd"
"PAY_PER_AGENTS","Pay Per Agent"
"CARD_NUMBER","Kaartnummer"
"SKIP","Overspringen"
"CANCEL","Annuleer"
"NO_CARD","Geen credit card toegevoegd"
"CHOOSE_RIGHT_PLAN","Kies het juiste plan voor u"
"MONTH","Maand"
"ALLOW_USAGE_ONLY","Laat het gebruik van slechts"
"ADDIIONAL_STOP_SAME_TASK","Extra Stop binnen dezelfde Task"
"BULK_TASK","bulk Task"
"TASK_EMI","Task EMI"
"TASK_BASED","Task Based"
"CURRENT_PLAN","Huidige plan"
"DELETE_ACCOUNT","Account verwijderen"
"TOTAL_PENDING_PAYMENT","Total in afwachting van betaling is"
"INVOICE","Factuur"
"UPTO","Tot"
"MMYY","mm / yyyy"
"CVV","CVV"
"TASKPER_MOTH","Taken per maand"
"UNLIMITED_TASK","Unlimited Taken per Agent"
"PAY_PER_TASK","Pay Per Task"
"agnet_based_plan","Agent Based Plan"
"agnet_emi","Agent EMI"
"bulk_agent","bulk Agent"
"task_plural","taken"
"agent_plural","agenten"
"agent_plural1","agenten"
"you_can_add_only_3","U kunt alleen 3 bestuurders in dit plan"
"TEAMS","Teams"
"MANAGERS","managers"
"ADD_MANAGER","Voeg Manager"
"ALLOW_ACCESS_TO_UNASSIGNED_TASKS","Laat toegang tot niet-toegewezen taken"
"ASSIGN_TEAMS","Wijs Team (s)"
"EDIT_MANAGER","bewerken Manager"
"DELETE_MANAGER","Verwijder Manager"
"PASSWORD","Wachtwoord"
"ALLOW_CREATE_TASK","Toestaan ​​Taak maken"
"ALLOW_EDIT_TASK","Laat Taak bewerken"
"FIRST_NAME","Voornaam"
"USERNAME","Gebruikersnaam"
"ACTIONS","acties"
